lang1,lang2
খন্নখ্রেঅমসুং,ꯈꯟꯅꯈ꯭ꯔꯦꯑꯝꯁꯨꯡ
খন্নগদবনা,ꯈꯟꯅꯒꯗꯕꯅꯥ
খন্নগদবনি,ꯈꯟꯅꯒꯗꯕꯅꯤ
খন্নগদবা,ꯈꯟꯅꯒꯗꯕꯥ
খন্নগদৌরি,ꯈꯟꯅꯒꯗꯧꯔꯤ
খন্নগদৌরিবা,ꯈꯟꯅꯒꯗꯧꯔꯤꯕꯥ
খন্নগনি,ꯈꯟꯅꯒꯅꯤ
খন্নগনিহায়নসু,ꯈꯟꯅꯒꯅꯤꯍꯥꯢꯟꯁꯨ
খন্নদনবা,ꯈꯟꯅꯗꯅꯕꯥ
খন্নদনা,ꯈꯟꯅꯗꯅꯥ
খন্নদবা,ꯈꯟꯅꯗꯕꯥ
খন্নদুন,ꯈꯟꯅꯗꯨꯟ
খন্নদুনা,ꯈꯟꯅꯗꯨꯅꯥ
খন্ননবগী,ꯈꯟꯅꯅꯕꯒꯤ
খন্ননবগীদমক,ꯈꯟꯅꯅꯕꯒꯤꯗꯝꯛ
খন্ননবা,ꯈꯟꯅꯟꯕꯥ
খন্নফম,ꯈꯟꯅꯐꯃ
খন্নবগা,ꯈꯟꯅꯕꯒꯥ
খন্নবগী,ꯈꯟꯅꯕꯒꯤ
খন্নবগীদমক,ꯈꯟꯅꯕꯒꯤꯗꯝꯛ
খন্নবদা,ꯈꯟꯅꯕꯗꯥ
খন্নবদুদা,ꯈꯟꯅꯕꯗꯨꯗꯥ
খন্নবনি,ꯈꯟꯅꯕꯅꯤ
খন্নবা,ꯈꯟꯅꯕꯥ
খন্নবীনবা,ꯈꯟꯅꯕꯤꯟꯕꯥ
খন্নবীরবদি,ꯈꯟꯅꯕꯤꯔꯕꯗꯤ
খন্নবীয়ু,ꯈꯟꯅꯕꯤꯌꯨ
খন্নবোইরে,ꯈꯟꯅꯕꯣꯢꯔꯦ
খন্নরকপদা,ꯈꯟꯅꯔꯀꯄꯗꯥ
খন্নরক্পদা,ꯈꯟꯅꯔꯀꯄꯗꯥ
খন্নরগনি,ꯈꯟꯅꯔꯒꯅꯤ
খন্নরগা,ꯈꯟꯅꯔꯒꯥ
খন্নরদুনা,ꯈꯟꯅꯔꯗꯨꯅꯥ
খন্নরবা,ꯈꯟꯅꯔꯕꯥ
খন্নরম্বা,ꯈꯟꯅꯔꯃ꯭ꯕꯥ
খন্নরম্বোই,ꯈꯟꯅꯔꯃ꯭ꯕꯣꯢ
খন্নরি,ꯈꯟꯅꯔꯤ
খন্নরিঙৈদা,ꯈꯟꯅꯔꯤꯉꯩꯗꯥ
খন্নরিবা,ꯈꯟꯅꯔꯤꯕꯥ
খন্নরে,ꯈꯟꯅꯔꯦ
খন্নরেহায়রি,ꯈꯟꯅꯔꯦꯍꯥꯢꯔꯤ
খন্নরোই,ꯈꯟꯅꯔꯣꯢ
খন্নসি,ꯈꯟꯅꯁꯤ
খন্নহৌবা,ꯈꯟꯅꯍꯧꯕꯥ
খন্না,ꯈꯟꯅꯥ
খন্নীংদনা,ꯈꯟꯅꯤꯡꯗꯅꯥ
খন্নৈ,ꯈꯟꯅꯩ
খন্ন্রবা,ꯈꯟꯅ꯭ꯔꯕꯥ
খন্ফম,ꯈꯅ꯭ꯐꯃ
খন্ফম্,ꯈꯅ꯭ꯐꯃ
খন্বদগী,ꯈꯅ꯭ꯕꯗꯒꯤ
খন্বদা,ꯈꯅ꯭ꯕꯗꯥ
খন্বদি,ꯈꯅ꯭ꯕꯗꯤ
খন্বনি,ꯈꯅ꯭ꯕꯅꯤ
খন্বিবসি,ꯈꯅ꯭ꯕꯤꯕꯁꯤ
খন্বিয়ু,ꯈꯅ꯭ꯕꯤꯌꯨ
খন্বীদুনা,ꯈꯅ꯭ꯕꯤꯗꯨꯅꯥ
খন্বোইরে,ꯈꯅ꯭ꯕꯣꯢꯔꯦ
খপ্তুনা,ꯈꯞꯇꯨꯅꯥ
খপ্লগা,ꯈꯄ꯭ꯂꯒꯥ
খপ্লদুনা,ꯈꯄ꯭ꯂꯗꯨꯅꯥ
খম,ꯈꯝ
খমথেংনা,ꯈꯝꯊꯦꯡꯅꯥ
খমপাৎতগীনি,ꯈꯝꯄꯥꯠꯇꯒꯤꯅꯤ
খম্,ꯈꯝ
খম্বতোন,ꯈꯃ꯭ꯕꯇꯣꯟ
খম্বথেল,ꯈꯃ꯭ꯕꯊꯦꯜ
খম্বা,ꯈꯃ꯭ꯕꯥ
খম্বানা,ꯈꯃ꯭ꯕꯥꯅꯥ
খর,ꯈꯔ
খরং,ꯈꯔꯪ
খরকপুর,ꯈꯔꯀꯄꯨꯔ
খরকপুরদা,ꯈꯔꯀꯄꯨꯔꯗꯥ
খরখক,ꯈꯔꯈꯀ
খরখক্তদা,ꯈꯔꯈꯀꯇꯗꯥ
খরখোবে,ꯈꯔꯈꯣꯕꯦ
খরগপুরদা,ꯈꯔꯒꯄꯨꯔꯗꯥ
খরগসু,ꯈꯔꯒꯁꯨ
খরগা,ꯈꯔꯒꯥ
খরগী,ꯈꯔꯒꯤ
খরগীনা,ꯈꯔꯒꯤꯅꯥ
খরগীনি,ꯈꯔꯒꯤꯅꯤ
খরগীসু,ꯈꯔꯒꯤꯁꯨ
খরগে,ꯈꯔꯒꯦ
খরগেনা,ꯈꯔꯒꯦꯅꯥ
খরচ,ꯈꯔꯆ
খরচসু,ꯈꯔꯆꯁꯨ
খরতমক,ꯈꯔꯇꯃꯀ
খরদং,ꯈꯔꯗꯪ
খরদংগী,ꯈꯔꯗꯪꯒꯤ
খরদংসি,ꯈꯔꯗꯪꯁꯤ
খরদগী,ꯈꯔꯗꯒꯤ
খরদদি,ꯈꯔꯗꯗꯤ
খরদনা,ꯈꯔꯗꯅꯥ
খরদনিদো,ꯈꯔꯗꯅꯤꯗꯣ
খরদসু,ꯈꯔꯗꯁꯨ
খরদা,ꯈꯔꯗꯥ
খরদি,ꯈꯔꯗꯤ
খরদু,ꯈꯔꯗꯨ
খরদুগা,ꯈꯔꯗꯨꯒꯥ
খরদুনা,ꯈꯔꯗꯨꯅꯥ
খরনদি,ꯈꯔꯅꯗꯤ
খরনসু,ꯈꯔꯅꯁꯨ
খরনা,ꯈꯔꯅꯥ
খরনি,ꯈꯔꯅꯤ
খরনিগী,ꯈꯔꯅꯤꯒꯤ
খরনিদং,ꯈꯔꯅꯤꯗꯪ
খরনিদগী,ꯈꯔꯅꯤꯗꯒꯤ
খরনিদদি,ꯈꯔꯅꯤꯗꯗꯤ
খরনিদসু,ꯈꯔꯅꯤꯗꯁꯨ
খরনিদা,ꯈꯔꯅꯤꯗꯥ
খরনিনা,ꯈꯔꯅꯤꯅꯥ
খরনিসিদা,ꯈꯔꯅꯤꯁꯤꯗꯥ
খরমখৈ,ꯈꯔꯃꯈꯩ
খরমখৈদা,ꯈꯔꯃꯈꯩꯗꯥ
খরমখৈদি,ꯈꯔꯃꯈꯩꯗꯤ
খররাচান,ꯈꯔꯔꯥꯆꯥꯟ
খরলুখি,ꯈꯔꯂꯨꯈꯤ
খরসি,ꯈꯔꯁꯤ
খরসিগী,ꯈꯔꯁꯤꯒꯤ
খরসিদা,ꯈꯔꯁꯤꯗꯥ
খরসু,ꯈꯔꯁꯨ
খরা,ꯈꯔꯥ
খরাং,ꯈꯔꯥꯡ
খরাগপুর,ꯈꯔꯥꯒꯄꯨꯔ
খরাগপুরনা,ꯈꯔꯥꯒꯄꯨꯔꯅꯥ
খরাগা,ꯈꯔꯥꯒꯥ
খরাদা,ꯈꯔꯥꯗꯥ
খরাদু,ꯈꯔꯥꯗꯨ
খরানা,ꯈꯔꯥꯅꯥ
খরিপ,ꯈꯔꯤꯞ
খরিপকী,ꯈꯔꯤꯞꯀꯤ
খরিফ,ꯈꯔꯤꯐ
খরিফকী,ꯈꯔꯤꯐꯀꯤ
খরুঙ,ꯈꯔꯨꯡ
খরুমখি,ꯈꯔꯨꯝꯈꯤ
খরে,ꯈꯔꯦ
খরেনা,ꯈꯔꯦꯅꯥ
খর্গেনা,ꯈꯔ꯭ꯒꯦꯅꯥ
খল,ꯈꯜ
খলদা,ꯈꯜꯗꯥ
খলহল্লি,ꯈꯂꯍꯂꯂꯤ
খল্লকএদো,ꯈꯜꯂꯛꯑꯦꯗꯣ
খল্লকখিবনি,ꯈꯜꯂꯛꯈꯤꯕꯅꯤ
খল্লকখিবনো,ꯈꯜꯂꯛꯈꯤꯕꯅꯣ
খল্লকখিবা,ꯈꯜꯂꯛꯈꯤꯕꯥ
খল্লকপগীদমক,ꯈꯜꯂꯀꯄꯒꯤꯗꯝꯛ
খল্লকপদা,ꯈꯜꯂꯀꯄꯗꯥ
খল্লকপনি,ꯈꯜꯂꯀꯄꯅꯤ
খল্লকপা,ꯈꯜꯂꯛꯄꯥ
খল্লকলবা,ꯈꯜꯂꯀꯂꯕꯥ
খল্লক্ই,ꯈꯜꯂꯛꯏ
খল্লক্এদো,ꯈꯜꯂꯛꯑꯦꯗꯣ
খল্লক্কদ্রা,ꯈꯜꯂꯛꯀꯗ꯭ꯔꯥ
খল্লক্পদা,ꯈꯜꯂꯛꯄꯗꯥ
খল্লক্পোইরে,ꯈꯜꯂꯛꯄꯣꯢꯔꯦ
খল্লক্লবা,ꯈꯜꯂꯀ꯭ꯂꯕꯥ
খল্লক্লিবা,ꯈꯜꯂꯀ꯭ꯂꯤꯕꯥ
খল্লক্লে,ꯈꯜꯂꯀ꯭ꯂꯦ
খল্লগা,ꯈꯜꯂꯒꯥ
খল্লদুনা,ꯈꯜꯂꯗꯨꯅꯥ
খল্লবদি,ꯈꯜꯂꯕꯗꯤ
খল্লবশিংনা,ꯈꯜꯂꯕꯁꯤꯡꯅꯥ
খল্লবা,ꯈꯜꯂꯕꯥ
খল্লবোইরে,ꯈꯜꯂꯕꯣꯢꯔꯦ
খল্লম্বদগী,ꯈꯜꯂꯃ꯭ꯕꯗꯒꯤ
খল্লম্বদু,ꯈꯜꯂꯃ꯭ꯕꯗꯨ
খল্লসি,ꯈꯜꯂꯁꯤ
খল্লি,ꯈꯜꯂꯤ
খল্লিঙৈদা,ꯈꯜꯂꯤꯉꯩꯗꯥ
খল্লিবদি,ꯈꯜꯂꯤꯕꯗꯤ
খল্লিবদো,ꯈꯜꯂꯤꯕꯗꯣ
খল্লিবসি,ꯈꯜꯂꯤꯕꯁꯤ
খল্লিবা,ꯈꯜꯂꯤꯕꯥ
খল্লুদনা,ꯈꯜꯂꯨꯗꯅꯥ
খল্লুদে,ꯈꯜꯂꯨꯗꯦ
খল্লুদ্রে,ꯈꯜꯂꯨꯗ꯭ꯔꯦ
খল্লুনু,ꯈꯜꯂꯨꯅꯨ
খল্লুবদগী,ꯈꯜꯂꯨꯕꯗꯒꯤ
খল্লুবদা,ꯈꯜꯂꯨꯕꯗꯥ
খল্লুরগা,ꯈꯜꯂꯨꯔꯒꯥ
খল্লে,ꯈꯜꯂꯦ
খল্লেন,ꯈꯜꯂꯦꯟ
খল্লেহায়রি,ꯈꯜꯂꯦꯍꯥꯢꯔꯤ
খস্ত,ꯈꯁ꯭ꯇ
খহনখ্রে,ꯈꯍꯅꯈ꯭ꯔꯦ
খা,ꯈꯥ
খাং,ꯈꯥꯡ
খাংগী,ꯈꯥꯡꯒꯤ
খাংগো,ꯈꯥꯡꯒꯣ
খাংদুনা,ꯈꯥꯡꯗꯨꯅꯥ
খাংপোক,ꯈꯥꯡꯄꯣꯛ
খাংপোক্শঙ,ꯈꯥꯡꯄꯣꯛ꯭ꯁꯪ
খাংপোক্শঙ্,ꯈꯥꯡꯄꯣꯛ꯭ꯁꯪ
খাংবা,ꯈꯥꯡꯕꯥ
খাংলগা,ꯈꯥꯡꯂꯒꯥ
খাইদনা,ꯈꯥꯢꯗꯅꯥ
খাইদেম,ꯈꯥꯢꯗꯦꯝ
খাইদেমনা,ꯈꯥꯢꯗꯦꯝꯅꯥ
খাইদোকখি,ꯈꯥꯢꯗꯣꯛꯈꯤ
খাইদোকপদা,ꯈꯥꯢꯗꯣꯛꯞꯗꯥ
খাইদোকলগা,ꯈꯥꯢꯗꯣꯛꯜꯒꯥ
খাইদোকলবা,ꯈꯥꯢꯗꯣꯛꯜꯕꯥ
খাইদোক্কনি,ꯈꯥꯢꯗꯣꯛꯀꯅꯤ
খাইদোক্তুনা,ꯈꯥꯢꯗꯣꯛꯇꯨꯅꯥ
খাইদোক্ত্রিঙৈ,ꯈꯥꯢꯗꯣꯛꯇ꯭ꯔꯤꯉꯩ
খাইদোক্নবা,ꯈꯥꯢꯗꯣꯛ꯭ꯟꯕꯥ
খাইদোক্পা,ꯈꯥꯢꯗꯣꯛꯄꯥ
খাইদোক্লগা,ꯈꯥꯢꯗꯣꯛ꯭ꯜꯒꯥ
খাইদোম,ꯈꯥꯢꯗꯣꯝ
খাইনা,ꯈꯥꯢꯅꯥ
খাইনিংলক্লবোইরে,ꯈꯥꯢꯅꯤꯡꯂꯀ꯭ꯂꯕꯣꯢꯔꯦ
খাইপাউ,ꯈꯥꯢꯄꯥꯎ
খাইবদা,ꯈꯥꯢꯕꯗꯥ
খাইবম,ꯈꯥꯢꯕꯝ
খাইবর,ꯈꯥꯢꯕꯔ
খাইবা,ꯈꯥꯢꯕꯥ
খাইবুং,ꯈꯥꯢꯕꯨꯡ
খাইবুম,ꯈꯥꯢꯕꯨꯝ
খাইবোক্তানা,ꯈꯥꯢꯕꯣꯛꯇꯥꯅꯥ
খাইমাং,ꯈꯥꯢꯃꯥꯡ
খাইলেপতা,ꯈꯥꯢꯂꯦꯞꯇꯥ
খাউ,ꯈꯥꯎ
খাউগী,ꯈꯥꯎꯒꯤ
খাউগে,ꯈꯥꯎꯒꯦ
খাউজাও,ꯈꯥꯎꯖꯥꯎ
খাউদগী,ꯈꯥꯎꯗꯒꯤ
খাউদা,ꯈꯥꯎꯗꯥ
খাউদোক্লবা,ꯈꯥꯎꯗꯣꯛ꯭ꯜꯕꯥ
খাউবদা,ꯈꯥꯎꯕꯗꯥ
খাউবা,ꯈꯥꯎꯕꯥ
খাউরুচো,ꯈꯥꯎꯔꯨꯆꯣ
খাউশিং,ꯈꯥꯎꯁꯤꯡ
খাকনবা,ꯈꯥꯛꯟꯕꯥ
খাকপগীদমক,ꯈꯥꯛꯞꯒꯤꯗꯝꯛ
খাক্তনা,ꯈꯥꯛꯇꯅꯥ
খাক্তুনা,ꯈꯥꯛꯇꯨꯅꯥ
খাক্না,ꯈꯥꯛ꯭ꯟꯥ
খাক্লি,ꯈꯥꯛ꯭ꯜꯤ
খাগরিয়াগী,ꯈꯥꯒꯔꯤꯌꯥꯒꯤ
খাগারিয়া,ꯈꯥꯒꯥꯔꯤꯌꯥ
খাগুনদা,ꯈꯥꯒꯨꯟꯗꯥ
খাগেমপল্লিগী,ꯈꯥꯒꯦꯝꯞꯜꯂꯤꯒꯤ
খাঙদুনা,ꯈꯥꯡꯗꯨꯅꯥ
খাঙপোকশং,ꯈꯥꯡꯄꯣꯛꯁꯪ
খাঙপোক্তা,ꯈꯥꯡꯄꯣꯛꯇꯥ
খাঙবগী,ꯈꯥꯡꯕꯒꯤ
খাঙবরোলদা,ꯈꯥꯡꯕꯔꯣꯜꯗꯥ
খাঙবা,ꯈꯥꯡꯕꯥ
খাঙবোক,ꯈꯥꯡꯕꯣꯛ
খাঙবোক্কী,ꯈꯥꯡꯕꯣꯛꯀꯤ
খাঙবোক্তা,ꯈꯥꯡꯕꯣꯛꯇꯥ
খাঙবোক্না,ꯈꯥꯡꯕꯣꯛ꯭ꯟꯥ
খাঙবোম,ꯈꯥꯡꯕꯣꯝ
খাঙানবনা,ꯈꯥꯉꯥꯟꯕꯅꯥ
খাঙেন,ꯈꯥꯉꯦꯟ
খাঙেনবম,ꯈꯥꯉꯦꯟꯕꯝ
খাঙেন্ফম্দা,ꯈꯥꯉꯦꯟ꯭ꯐꯝ꯭ꯗꯥ
খাঙেম্বম,ꯈꯥꯉꯦꯝ꯭ꯕꯝ
খাঙেল,ꯈꯥꯉꯦꯜ
খাঙেল্,ꯈꯥꯉꯦꯜ
খাঙ্গদবগী,ꯈꯥꯡ꯭ꯒꯗꯕꯒꯤ
খাঙ্গী,ꯈꯥꯡ꯭ꯒꯤ
খাঙ্ঙবোইরে,ꯈꯥꯡꯉꯕꯣꯢꯔꯦ
খাঙ্ঙি,ꯈꯥꯡꯉꯤ
খাঙ্ঙু,ꯈꯥꯡꯉꯨ
খাঙ্জরক্লবী,ꯈꯥꯡ꯭ꯖꯔꯛ꯭ꯜꯕꯤ
খাঙ্দুনা,ꯈꯥꯡ꯭ꯗꯨꯅꯥ
খাঙ্নবা,ꯈꯥꯡ꯭ꯟꯕꯥ
খাঙ্না,ꯈꯥꯡ꯭ꯟꯥ
খাঙ্ফম,ꯈꯥꯡ꯭ꯐꯝ
খাঙ্বদা,ꯈꯥꯡ꯭ꯕꯗꯥ
খাঙ্বা,ꯈꯥꯡ꯭ꯕꯥ
খাঙ্বিবা,ꯈꯥꯡ꯭ꯕꯤꯕꯥ
খাঙ্বু,ꯈꯥꯡ꯭ꯕꯨ
খাঙ্বোইরে,ꯈꯥꯡ꯭ꯕꯣꯢꯔꯦ
খাঙ্মৈতত্,ꯈꯥꯡ꯭ꯝꯩꯠꯠ
খাঙ্লম্বনি,ꯈꯥꯡ꯭ꯜꯝ꯭ꯕꯅꯤ
খাঙ্লম্বা,ꯈꯥꯡ꯭ꯜꯝ꯭ꯕꯥ
খাঙ্লম্মী,ꯈꯥꯡ꯭ꯜꯝꯃꯤ
খাঙ্লি,ꯈꯥꯡ꯭ꯜꯤ
খাঙ্হন্বা,ꯈꯥꯡ꯭ꯟ꯭ꯕꯥ
খাঙ্হৌদা,ꯈꯥꯡ꯭ꯧꯗꯥ
খাঙ্হৌবসু,ꯈꯥꯡ꯭ꯧꯕꯁꯨ
খাজনা,ꯈꯥꯖꯅꯥ
খাজনাগী,ꯈꯥꯖꯅꯥꯒꯤ
খাজনাসু,ꯈꯥꯖꯅꯥꯁꯨ
খাজাংদগী,ꯈꯥꯖꯥꯡꯗꯒꯤ
খাজাম,ꯈꯥꯖꯥꯝ
খাজিন,ꯈꯥꯖꯤꯟ
খাজিনদুনা,ꯈꯥꯖꯤꯟꯗꯨꯅꯥ
খাজিন্,ꯈꯥꯖꯤꯟ
খাজিন্খি,ꯈꯥꯖꯤꯟ꯭ꯈꯤ
খাতিমা,ꯈꯥꯇꯤꯃꯥ
খাদা,ꯈꯥꯗꯥ
খাদােক্লল্লবা,ꯈꯥꯗꯥꯦꯛ꯭ꯜꯜꯂꯕꯥ
খাদি,ꯈꯥꯗꯤ
খাদিগা,ꯈꯥꯗꯤꯒꯥ
খাদিগী,ꯈꯥꯗꯤꯒꯤ
খাদিদা,ꯈꯥꯗꯤꯗꯥ
খাদিনা,ꯈꯥꯗꯤꯅꯥ
খাদিবু,ꯈꯥꯗꯤꯕꯨ
খান,ꯈꯥꯟ
খানগসু,ꯈꯥꯟꯒꯁꯨ
খানদাতেনা,ꯈꯥꯟꯗꯥꯇꯦꯅꯥ
খাননা,ꯈꯥꯟꯅꯥ
খাননি,ꯈꯥꯟꯅꯤ
খানাপারাদা,ꯈꯥꯅꯥꯄꯥꯔꯥꯗꯥ
খানোংপোক্তা,ꯈꯥꯅꯣꯡꯄꯣꯛꯇꯥ
খান্না,ꯈꯥꯟꯅꯥ
খাবক্কী,ꯈꯥꯕꯛꯀꯤ
খাবগী,ꯈꯥꯕꯒꯤ
খাবম,ꯈꯥꯕꯝ
খাবমদা,ꯈꯥꯕꯝꯗꯥ
খাবরাক,ꯈꯥꯕꯔꯥꯛ
খাবৈনা,ꯈꯥꯕꯩꯅꯥ
খাবৈশোই,ꯈꯥꯕꯩꯁꯣꯢ
খাবৈশোইদগী,ꯈꯥꯕꯩꯁꯣꯢꯗꯒꯤ
খামখি,ꯈꯥꯝꯈꯤ
খামজিনবনা,ꯈꯥꯝꯖꯤꯟꯕꯅꯥ
খামদনা,ꯈꯥꯝꯗꯅꯥ
খামদুনা,ꯈꯥꯝꯗꯨꯅꯥ
খামলগা,ꯈꯥꯝꯜꯒꯥ
খামাশোম,ꯈꯥꯃꯥꯁꯣꯝ
খামাসোম,ꯈꯥꯃꯥꯁꯣꯝ
খামোর,ꯈꯥꯃꯣꯔ
খাম্জবা,ꯈꯥꯝ꯭ꯖꯕꯥ
খাম্জৈ,ꯈꯥꯝ꯭ꯖꯩ
খাম্দোক্নবা,ꯈꯥꯝ꯭ꯗꯣꯛ꯭ꯟꯕꯥ
খাম্ননবা,ꯈꯥꯝ꯭ꯟꯟꯕꯥ
খাম্নবা,ꯈꯥꯝ꯭ꯟꯕꯥ
খাম্বদা,ꯈꯥꯝ꯭ꯕꯗꯥ
খাম্বা,ꯈꯥꯝ꯭ꯕꯥ
খাম্মে,ꯈꯥꯝꯃꯦ
খাম্লগা,ꯈꯥꯝ꯭ꯜꯒꯥ
খাম্লনু,ꯈꯥꯝ꯭ꯜꯅꯨ
খাম্লুবদা,ꯈꯥꯝ꯭ꯜꯨꯕꯗꯥ
খায়গৎপগী,ꯈꯥꯢꯒꯠꯄꯒꯤ
খায়দোক্তুনা,ꯈꯥꯢꯗꯣꯛꯇꯨꯅꯥ
খায়হনবনাে,ꯈꯥꯢꯟꯕꯅꯥꯦ
খারখই,ꯈꯥꯔꯈꯏ
খারম,ꯈꯥꯔꯝ
খারমদা,ꯈꯥꯔꯝꯗꯥ
খারমশিং,ꯈꯥꯔꯝꯁꯤꯡ
খারসৱান,ꯈꯥꯔꯁꯋꯥꯟ
খারিফ,ꯈꯥꯔꯤꯐ
খারিফকী,ꯈꯥꯔꯤꯐꯀꯤ
খারিবম,ꯈꯥꯔꯤꯕꯝ
খারিবা,ꯈꯥꯔꯤꯕꯥ
খারেনা,ꯈꯥꯔꯦꯅꯥ
খালিস্তাননিগী,ꯈꯥꯂꯤꯁ꯭ꯠꯥꯟꯅꯤꯒꯤ
খাশি,ꯈꯥꯁꯤ
খাশিম,ꯈꯥꯁꯤꯝ
খাসি,ꯈꯥꯁꯤ
খাসিগী,ꯈꯥꯁꯤꯒꯤ
খাসিম,ꯈꯥꯁꯤꯝ
খােঙজং,ꯈꯥꯦꯡꯖꯪ
খােঙজংশিং,ꯈꯥꯦꯡꯖꯪꯁꯤꯡ
খােঙথাং,ꯈꯥꯦꯡꯊꯥꯡ
খােমগৎলগা,ꯈꯥꯦꯝꯒꯠꯂꯒꯥ
খায়দনা,ꯈꯥꯢꯗꯅꯥ
খায়দবা,ꯈꯥꯢꯗꯕꯥ
খায়দোকখিবা,ꯈꯥꯢꯗꯣꯛꯈꯤꯕꯥ
খায়দোকপা,ꯈꯥꯢꯗꯣꯛꯄꯥ
খায়দোকলগা,ꯈꯥꯢꯗꯣꯛꯜꯒꯥ
খায়দোক্কনি,ꯈꯥꯢꯗꯣꯛꯀꯅꯤ
খায়দোক্তুনা,ꯈꯥꯢꯗꯣꯛꯇꯨꯅꯥ
খায়দোক্নবা,ꯈꯥꯢꯗꯣꯛ꯭ꯟꯕꯥ
খায়দোক্লগা,ꯈꯥꯢꯗꯣꯛ꯭ꯜꯒꯥ
খায়দোক্লি,ꯈꯥꯢꯗꯣꯛ꯭ꯜꯤ
খায়না,ꯈꯥꯢꯅꯥ
খায়বগী,ꯈꯥꯢꯕꯒꯤ
খায়বগুম্বা,ꯈꯥꯢꯕꯒꯨꯝ꯭ꯕꯥ
খায়বদা,ꯈꯥꯢꯕꯗꯥ
খায়বনা,ꯈꯥꯢꯕꯅꯥ
খায়বা,ꯈꯥꯢꯕꯥ
খায়ি,ꯈꯥꯢꯤ
খায়িনা,ꯈꯥꯢꯤꯅꯥ
খায়্গে,ꯈꯥꯢ꯭ꯒꯦ
খায়্দোকই,ꯈꯥꯢ꯭ꯗꯣꯛꯏ
খায়্দোক্ই,ꯈꯥꯢ꯭ꯗꯣꯛꯏ
খায়্দোক্তুনা,ꯈꯥꯢ꯭ꯗꯣꯛꯇꯨꯅꯥ
খায়্দোক্লগা,ꯈꯥꯢ꯭ꯗꯣꯛ꯭ꯜꯒꯥ
খায়্নদুনা,ꯈꯥꯢ꯭ꯟꯗꯨꯅꯥ
খায়্না,ꯈꯥꯢ꯭ꯟꯥ
খায়্বা,ꯈꯥꯢ꯭ꯕꯥ
খাৱাগিরিস্তানদা,ꯈꯥꯋꯥꯒꯤꯔꯤꯁ꯭ꯠꯥꯟꯗꯥ
খি,ꯈꯤ
খিংখি,ꯈꯤꯡꯈꯤ
খিংদুনা,ꯈꯤꯡꯗꯨꯅꯥ
খিক্থবিরম্বোইরে,ꯈꯤꯛꯊꯕꯤꯔꯝ꯭ꯕꯣꯢꯔꯦ
খিগত্তুনা,ꯈꯤꯒꯠꯇꯨꯅꯥ
খিগত্লক্পা,ꯈꯤꯒꯠ꯭ꯜꯛꯄꯥ
খিগেন্দ্রজিৎনা,ꯈꯤꯒꯦꯟ꯭ꯗ꯭ꯔꯖꯤꯠꯅꯥ
খিঙমনা,ꯈꯤꯡꯝꯅꯥ
খিত,ꯈꯤꯠ
খিত্তা,ꯈꯤꯠꯇꯥ
খিনখিবনি,ꯈꯤꯟꯈꯤꯕꯅꯤ
খিনখ্রে,ꯈꯤꯟꯈ꯭ꯔꯦ
খিনগদৌরিবা,ꯈꯤꯟꯒꯗꯧꯔꯤꯕꯥ
খিনগনি,ꯈꯤꯟꯒꯅꯤ
খিনদুনা,ꯈꯤꯟꯗꯨꯅꯥ
খিনবগী,ꯈꯤꯟꯕꯒꯤ
খিনবনি,ꯈꯤꯟꯕꯅꯤ
খিনবা,ꯈꯤꯟꯕꯥ
খিন্দুনা,ꯈꯤꯟ꯭ꯗꯨꯅꯥ
খিন্নবা,ꯈꯤꯟꯅꯕꯥ
খিবনা,ꯈꯤꯕꯅꯥ
খিবিক্তা,ꯈꯤꯕꯤꯛꯇꯥ
খিবীক্তা,ꯈꯤꯕꯤꯛꯇꯥ
খিরকিয়া,ꯈꯤꯔꯀꯤꯌꯥ
খিল্লিবা,ꯈꯤꯜꯂꯤꯕꯥ
খিল্লে,ꯈꯤꯜꯂꯦ
খিৱা,ꯈꯤꯋꯥ
খীংই,ꯈꯤꯡꯏ
খীংজনবা,ꯈꯤꯡꯖꯟꯕꯥ
খীংবদা,ꯈꯤꯡꯕꯗꯥ
খীংবনে,ꯈꯤꯡꯕꯅꯦ
খীংবা,ꯈꯤꯡꯕꯥ
খীক্থদুনা,ꯈꯤꯛꯊꯗꯨꯅꯥ
খীক্থবীরম্মু,ꯈꯤꯛꯊꯕꯤꯔꯝꯃꯨ
খীক্থরক্তুনা,ꯈꯤꯛꯊꯔꯀꯇꯨꯅꯥ
খীক্থরম্গে,ꯈꯤꯛꯊꯔꯃ꯭ꯒꯦ
খীত্তা,ꯈꯤꯠꯇꯥ
খু,ꯈꯨ
খুংক্তবু,ꯈꯨꯡꯀꯇꯕꯨ
খুংগং,ꯈꯨꯡꯒꯪ
খুংগঙ,ꯈꯨꯡꯒꯪ
খুংগত্তুনা,ꯈꯨꯡꯒꯠꯇꯨꯅꯥ
খুংহোরোমদগী,ꯈꯨꯡꯍꯣꯔꯣꯝꯗꯒꯤ
খুইদুম,ꯈꯨꯢꯗꯨꯝ
খুইরে,ꯈꯨꯢꯔꯦ
খুক্রি,ꯈꯨꯛ꯭ꯔꯤ
খুগনি,ꯈꯨꯒꯅꯤ
খুগা,ꯈꯨꯒꯥ
খুঙ্গং,ꯈꯨꯡ꯭ꯒꯪ
খুঙ্গংগা,ꯈꯨꯡ꯭ꯒꯪꯒꯥ
খুঙ্গংগী,ꯈꯨꯡ꯭ꯒꯪꯒꯤ
