অ	ꯑ
চত্সিলাউ	ꯆꯠꯁꯤꯂꯥꯎ
চত্হন্খি	ꯆꯠꯍꯟꯈꯤ
চত্হন্বা	ꯆꯠꯍꯟꯕꯥ
চত্হল্লুবদা	ꯆꯠꯍꯜꯂꯨꯕꯗꯥ
চথখি	ꯆꯊꯈꯤ
চথখিগনি	ꯆꯊꯈꯤꯒꯅꯤ
চথখিবনি	ꯆꯊꯈꯤꯕꯅꯤ
চথখ্রে	ꯆꯊꯈꯔꯦ
চথগদবা	ꯆꯊꯒꯗꯕꯥ
চথনবা	ꯆꯊꯟꯕꯥ
চথবদা	ꯆꯊꯕꯗꯥ
চথবা	ꯆꯊꯕꯥ
চথরকখিবা	ꯆꯊꯔꯛꯈꯤꯕꯥ
চথরকপা	ꯆꯊꯔꯛꯄꯥ
চথরি	ꯆꯊꯔꯤ
চথরিঙৈ	ꯆꯊꯔꯤꯉꯩ
চথরিবা	ꯆꯊꯔꯤꯕꯥ
চথৈ	ꯆꯊꯩ
চথোক	ꯆꯊꯣꯀ
চথোক্খ্রে	ꯆꯊꯣꯛꯈꯔꯦ
চথোক্পা	ꯆꯊꯣꯛꯄꯥ
চথোক্পিবদো	ꯆꯊꯣꯛꯄꯤꯕꯗꯣ
চথোক্হন্দনা	ꯆꯊꯣꯛꯍꯟꯗꯅꯥ
চদা	ꯆꯗꯥ
চদাা	ꯆꯗꯥꯥ
চদায়্নবা	ꯆꯗꯥꯌꯅꯕꯥ
চদায়্নবী	ꯆꯗꯥꯌꯅꯕꯤ
চদুম	ꯆꯗꯨꯃ
চদুম্	ꯆꯗꯨꯝ
চন	ꯆꯟ
চনক্যাপুরি	ꯆꯅꯀ꯭ꯌꯥꯄꯨꯔꯤ
চনখি	ꯆꯟꯈꯤ
চনখিবনি	ꯆꯟꯈꯤꯕꯅꯤ
চনখিবা	ꯆꯟꯈꯤꯕ
চনখ্রবা	ꯆꯟꯈ꯭ꯔꯕ
চনগনি	ꯆꯅꯒꯅꯤ
চনদবনা	ꯆꯅꯗꯕꯅ
চনদবা	ꯆꯅꯗꯕ
চনদুনা	ꯆꯅꯗꯨꯅ
চনবগী	ꯆꯅꯕꯒꯤ
চনবদা	ꯆꯅꯕꯗ
চনবনা	ꯆꯅꯕꯅ
চনবসু	ꯆꯅꯕꯁꯨ
চনবা	ꯆꯅꯕ
চনবীদুনা	ꯆꯅꯕꯤꯗꯨꯅ
চনম	ꯆꯅꯝ
চনমশিং	ꯆꯅꯝꯁꯤꯡ
চনশিনখিবা	ꯆꯟꯁꯤꯟꯈꯤꯕ
চনশিনখ্রবা	ꯆꯟꯁꯤꯟꯈ꯭ꯔꯕ
চনশিনখ্রে	ꯆꯟꯁꯤꯟꯈ꯭ꯔꯦ
চনশিনবগী	ꯆꯟꯁꯤꯟꯕꯒꯤ
চনা	ꯆꯅꯥ
চনি	ꯆꯅꯤ
চনিং	ꯆꯅꯤꯡ
চনিগী	ꯆꯅꯤꯒꯤ
চনিপান	ꯆꯅꯤꯄꯥꯅ
চনী	ꯆꯅꯤ
চনু	ꯆꯅꯨ
চনুগা	ꯆꯅꯨꯒ
চনুগী	ꯆꯅꯨꯒꯤ
চনুদসু	ꯆꯅꯨꯗꯁꯨ
চনুদা	ꯆꯅꯨꯗ
চনুদি	ꯆꯅꯨꯗꯤ
চনুদু	ꯆꯅꯨꯗꯨ
চনুননা	ꯆꯅꯨꯅꯅ
চনুনা	ꯆꯅꯨꯅ
চনুবু	ꯆꯅꯨꯕꯨ
চনুরা	ꯆꯅꯨꯔꯥ
চনুসু	ꯆꯅꯨꯁꯨ
চনৈনবা	ꯆꯅꯩꯅꯕ
চন্খ্রগনি	ꯆꯟꯈꯔ꯭ꯒꯅꯤ
চন্খ্রে	ꯆꯟꯈꯔꯦ
চন্দ	ꯆꯟꯗ
চন্দন	ꯆꯟꯗꯟ
চন্দনগী	ꯆꯟꯗꯟꯒꯤ
চন্দাবাবুগী	ꯆꯟꯗꯕꯥꯕꯨꯒꯤ
চন্দাল	ꯆꯟꯗꯥꯂ
চন্দিপুরদা	ꯆꯟꯗꯤꯄꯨꯔꯗ
চন্দে	ꯆꯟꯗꯦ
চন্দোল	ꯆꯟꯗꯣꯂ
চন্দোল্	ꯆꯟꯗꯣꯜ
চন্দ্র	ꯆꯟꯗ꯭ꯔ
চন্দ্রকৃতি	ꯆꯟꯗ꯭ꯔꯀ꯭ꯔꯤꯇꯤ
চন্দ্রখোংদা	ꯆꯟꯗ꯭ꯔꯈꯣꯡꯗ
চন্দ্রখোঙ	ꯆꯟꯗ꯭ꯔꯈꯣꯡ
চন্দ্রজিৎ	ꯆꯟꯗ꯭ꯔꯖꯤꯠ
চন্দ্রন	ꯆꯟꯗ꯭ꯔꯟ
চন্দ্রনা	ꯆꯟꯗ꯭ꯔꯅ
চন্দ্রপুর	ꯆꯟꯗ꯭ꯔꯄꯨꯔ
চন্দ্রপ্রকাশ	ꯆꯟꯗ꯭ꯔꯄ꯭ꯔꯀꯥꯁ
চন্দ্রবলি	ꯆꯟꯗꯔ꯭ꯕꯂꯤ
চন্দ্রমণি	ꯆꯟꯗꯔꯝꯅꯤ
চন্দ্রমনিগী	ꯆꯟꯗ꯭ꯔꯝꯅꯤꯒꯤ
চন্দ্রমোহন	ꯆꯟꯗ꯭ꯔꯃꯣꯍꯟ
চন্দ্রশখি	ꯆꯟꯗꯔ꯭ꯁꯈꯤ
চন্দ্রশখিনা	ꯆꯟꯗꯔ꯭ꯁꯈꯤꯅꯥ
চন্দ্রশখী	ꯆꯟꯗꯔ꯭ꯁꯈꯤ
চন্দ্রশখীগী	ꯆꯟꯗꯔ꯭ꯁꯈꯤꯒꯤ
চন্দ্রশখীনা	ꯆꯟꯗꯔ꯭ꯁꯈꯤꯅꯥ
চন্দ্রশখীসু	ꯆꯟꯗꯔ꯭ꯁꯈꯤꯁꯨ
চন্দ্রসখি	ꯆꯟꯗ꯭ꯔꯁꯈꯤ
চন্দ্রসেখর	ꯆꯟꯗ꯭ꯔꯁꯦꯈꯔ
চন্দ্রসেখরন	ꯆꯟꯗ꯭ꯔꯁꯦꯈꯔꯟ
চন্দ্রসেখরনা	ꯆꯟꯗ꯭ꯔꯁꯦꯈꯔꯅ
চন্দ্রসেখরবু	ꯆꯟꯗ꯭ꯔꯁꯦꯈꯔꯕꯨ
চন্দ্রাবলি	ꯆꯟꯗꯔꯥꯕꯂꯤ
চন্দ্রাশখী	ꯆꯟꯗꯔꯥꯁꯈꯤ
চন্দ্রোপোতো	ꯆꯟꯗ꯭ꯔꯣꯄꯣꯇꯣ
চন্নদনা	ꯆꯟꯅꯗꯅ
চন্নদুনা	ꯆꯟꯅꯗꯨꯅ
চন্ননবগী	ꯆꯟꯅꯅꯕꯒꯤ
চন্ননবগীদমক	ꯆꯟꯅꯅꯕꯒꯤꯗꯃꯛ
চন্ননবা	ꯆꯟꯅꯅꯕ
চন্নবগী	ꯆꯟꯅꯕꯒꯤ
চন্নবগীদমক	ꯆꯟꯅꯕꯒꯤꯗꯃꯛ
চন্নবা	ꯆꯟꯅꯕ
চন্না	ꯆꯟꯅ
চন্নিংবশিংনা	ꯆꯟꯅꯤꯡꯕꯁꯤꯡꯅ
চন্নিংবা	ꯆꯟꯅꯤꯡꯕ
চন্নিনা	ꯆꯟꯅꯤꯅ
চন্বা	ꯆꯟꯕꯥ
চপ	ꯆꯞ
চপচানা	ꯆꯞꯆꯥꯅꯥ
চপ্	ꯆꯞ
চপ্চাবা	ꯆꯞꯆꯥꯕꯥ
চপ্তুনা	ꯆꯞꯇꯨꯅꯥ
চপ্লগা	ꯆꯞꯂꯒꯥ
চফু	ꯆꯐꯨ
চফুগা	ꯆꯐꯨꯒꯥ
চফুদা	ꯆꯐꯨꯗ
চবা	ꯆꯕꯥ
চবান	ꯆꯕꯥꯅ
চবান্	ꯆꯕꯥꯟ
চবুংবম	ꯆꯕꯨꯡꯕꯝ
চবুক	ꯆꯕꯨꯀ
চবুক্	ꯆꯕꯨꯛ
চবুন	ꯆꯕꯨꯟ
চবেত	ꯆꯕꯦꯇ
চবেত্	ꯆꯕꯦꯠ
চমকোর	ꯆꯝꯀꯣꯔ
চমঙা	ꯆꯝꯉꯥ
চমঙাগী	ꯆꯝꯉꯥꯒꯤ
চমজবা	ꯆꯝꯖꯕ
চমন	ꯆꯃꯟ
চমনা	ꯆꯝꯅ
চমফাই	ꯆꯝꯐꯥꯢ
চমফুং	ꯆꯝꯐꯨꯡ
চমম্নবা	ꯆꯃꯝꯅꯕ
চমরাজা	ꯆꯝꯔꯥꯖꯥ
চমা	ꯆꯃꯥ
চমাপন	ꯆꯃꯥꯄꯟ
চমারাজানগর	ꯆꯃꯥꯔꯥꯖꯥꯅꯒꯔ
চমারাজানগরদা	ꯆꯃꯥꯔꯥꯖꯥꯅꯒꯔꯗ
চমোত্	ꯆꯃꯣꯠ
চমোলি	ꯆꯃꯣꯂꯤ
চম্গে	ꯆꯝꯒꯦ
চম্না	ꯆꯝꯅ
চম্পনাগর	ꯆꯝꯄꯅꯥꯒꯔ
চম্পরন	ꯆꯝꯄꯔꯟ
চম্পাই	ꯆꯝꯄꯥꯢ
চম্পানগরদা	ꯆꯝꯄꯥꯅꯒꯔꯗ
চম্পামকুনজি	ꯆꯝꯄꯥꯝꯀꯨꯅꯖꯤ
চম্পারন	ꯆꯝꯄꯥꯔꯟ
চম্পাৱত	ꯆꯝꯄꯥꯋꯠ
চম্পু	ꯆꯝꯄꯨ
চম্প্রা	ꯆꯝꯄ꯭ꯔꯥ
চম্প্রাবু	ꯆꯝꯄ꯭ꯔꯥꯕꯨ
চম্বা	ꯆꯝꯕ
চম্মা	ꯆꯝꯃꯥ
চম্লবা	ꯆꯝꯂꯕ
চম্লে	ꯆꯝꯂꯦ
চর	ꯆꯔ
চরক্পদা	ꯆꯔꯛꯄꯗꯥ
চরচা	ꯆꯔꯆꯥ
চরচাগী	ꯆꯔꯆꯥꯒꯤ
চরন	ꯆꯔꯟ
চরনজিৎ	ꯆꯔꯟꯖꯤꯠ
চরনজিৎনা	ꯆꯔꯟꯖꯤꯠꯅ
চরনজিৎপু	ꯆꯔꯟꯖꯤꯠꯄꯨ
চরনদাসনা	ꯆꯔꯟꯗꯥꯁꯅ
চরননা	ꯆꯔꯟꯅ
চরবদি	ꯆꯔꯕꯗꯤ
চরা	ꯆꯔꯥ
চরাংনবদগী	ꯆꯔꯥꯡꯅꯕꯗꯒꯤ
চরাংনবদগীসু	ꯆꯔꯥꯡꯅꯕꯗꯒꯤꯁꯨ
চরাংনবদু	ꯆꯔꯥꯡꯅꯕꯗꯨ
চরাংনবা	ꯆꯔꯥꯡꯅꯕ
চরাংনরকপদগী	ꯆꯔꯥꯡꯅꯔꯛꯄꯗꯒꯤ
চরাংনাবা	ꯆꯔꯥꯡꯅꯥꯕ
চরাংপাৎ	ꯆꯔꯥꯡꯄꯥꯠ
চরাংপাৎকা	ꯆꯔꯥꯡꯄꯥꯠꯀ
চরাংপাৎতা	ꯆꯔꯥꯡꯄꯥꯠꯇ
চরাচান্দপুর	ꯆꯔꯥꯆꯥꯟꯗꯄꯨꯔ
চরাৱাংবু	ꯆꯔꯥꯋꯥꯡꯕꯨ
চরাৱান্বদা	ꯆꯔꯥꯋꯥꯟꯕꯗꯥ
চরৈ	ꯆꯔꯩ
চরোং	ꯆꯔꯣꯡ
চরোংনা	ꯆꯔꯣꯡꯅꯥ
চরোই	ꯆꯔꯣꯢ
চরোল	ꯆꯔꯣꯜ
চরোলনা	ꯆꯔꯣꯂꯅꯥ
চর্চ	ꯆꯔꯆ
চর্চকি	ꯆꯔꯆꯀꯤ
চর্চকী	ꯆꯔꯆꯀꯤ
চর্চকুম্বা	ꯆꯔꯆꯀꯨꯝꯕ
চর্চতা	ꯆꯔꯆꯇ
চর্চশিং	ꯆꯔꯆꯁꯤꯡ
চর্চশিংদা	ꯆꯔꯆꯁꯤꯡꯗ
চর্চশিংনা	ꯆꯔꯆꯁꯤꯡꯅ
চর্চসেস	ꯆꯔꯆꯁꯦꯁ
চর্চেস	ꯆꯔꯆꯦꯁ
চর্াজ	ꯆꯔꯥꯖ
চলহনবা	ꯆꯜꯍꯟꯕ
চলহন্নবগীদমক	ꯆꯜꯍꯟꯅꯕꯒꯤꯗꯃꯛ
চলহন্নবা	ꯆꯜꯍꯟꯅꯕ
চলহল্লু	ꯆꯜꯍꯜꯂꯨ
চলাইগনি	ꯆꯂꯥꯢꯒꯅꯤ
চলাইনবা	ꯆꯂꯥꯢꯅꯕ
চলাইনা	ꯆꯂꯥꯢꯅ
চলাইবদা	ꯆꯂꯥꯢꯕꯗ
চলাইবনি	ꯆꯂꯥꯢꯕꯅꯤ
চলাইবা	ꯆꯂꯥꯢꯕ
চলাইরি	ꯆꯂꯥꯢꯔꯤ
চলাইরিবা	ꯆꯂꯥꯢꯔꯤꯕ
চলাইরে	ꯆꯂꯥꯢꯔꯦ
চলান	ꯆꯂꯥꯟ
চলানগা	ꯆꯂꯥꯟꯒ
চলানগী	ꯆꯂꯥꯟꯒꯤ
চলামবা	ꯆꯂꯥꯝꯕ
চলৌ	ꯆꯂꯧ
চলৌদা	ꯆꯂꯧꯗ
চল্লকখি	ꯆꯜꯂꯛꯈꯤ
চল্লকখিবশিংগী	ꯆꯜꯂꯛꯈꯤꯕꯁꯤꯡꯒꯤ
চল্লকপগা	ꯆꯜꯂꯛꯄꯒ
চল্লকপগী	ꯆꯜꯂꯛꯄꯒꯤ
চল্লকপদা	ꯆꯜꯂꯛꯄꯗ
চল্লকপা	ꯆꯜꯂꯛꯄ
চল্লক্নবা	ꯆꯜꯂꯛꯅꯕ
চল্লক্লবনি	ꯆꯜꯂꯛꯂꯕꯅꯤ
চল্লক্লে	ꯆꯜꯂꯛꯂꯦ
চল্লবনি	ꯆꯜꯂꯕꯅꯤ
চল্লবা	ꯆꯜꯂꯕ
চল্লাইনবগীদমক	ꯆꯜꯂꯥꯢꯅꯕꯒꯤꯗꯃꯛ
চল্লাইনবা	ꯆꯜꯂꯥꯢꯅꯕ
চল্লাইবগী	ꯆꯜꯂꯥꯢꯕꯒꯤ
চল্লাইবদা	ꯆꯜꯂꯥꯢꯕꯗ
চল্লাইবনি	ꯆꯜꯂꯥꯢꯕꯅꯤ
চল্লাইবা	ꯆꯜꯂꯥꯢꯕ
চল্লাইরিব	ꯆꯜꯂꯥꯢꯔꯤꯕ
চল্লাইরিবশিংগী	ꯆꯜꯂꯥꯢꯔꯤꯕꯁꯤꯡꯒꯤ
চল্লাইরিবা	ꯆꯜꯂꯥꯢꯔꯤꯕ
চল্লান	ꯆꯜꯂꯥꯟ
চল্লি	ꯆꯜꯂꯤ
চল্লিঙৈদা	ꯆꯜꯂꯤꯉꯩꯗꯥ
চল্লে	ꯆꯜꯂꯦ
চল্লৌবু	ꯆꯜꯂꯧꯕꯨ
চসাদ	ꯆꯁꯥꯗ
চহি	ꯆꯍꯤ
চহিগা	ꯆꯍꯤꯒ
চহিগী	ꯆꯍꯤꯒꯤ
চহিগীগা	ꯆꯍꯤꯒꯤꯒ
চহিগুম	ꯆꯍꯤꯒꯨꯝ
চহিচাগী	ꯆꯍꯤꯆꯥꯒꯤ
চহিচাদা	ꯆꯍꯤꯆꯥꯗ
চহিদগী	ꯆꯍꯤꯗꯒꯤ
চহিদগীদি	ꯆꯍꯤꯗꯒꯤꯗꯤ
চহিদদি	ꯆꯍꯤꯗꯗꯤ
চহিদা	ꯆꯍꯤꯗ
চহিদি	ꯆꯍꯤꯗꯤ
চহিদুমক্কী	ꯆꯍꯤꯗꯨꯃꯛꯀꯤ
চহিদুমক্তদা	ꯆꯍꯤꯗꯨꯃꯛꯇꯗ
চহিনা	ꯆꯍꯤꯅ
চহিনি	ꯆꯍꯤꯅꯤ
চহিবু	ꯆꯍꯤꯕꯨ
চহিশিং	ꯆꯍꯤꯁꯤꯡ
চহিশিংদগী	ꯆꯍꯤꯁꯤꯡꯗꯒꯤ
চহিশিংদদি	ꯆꯍꯤꯁꯤꯡꯗꯗꯤ
চহিশিংদা	ꯆꯍꯤꯁꯤꯡꯗ
চহিসিগী	ꯆꯍꯤꯁꯤꯒꯤ
চহিসিদা	ꯆꯍꯤꯁꯤꯗ
চহিসু	ꯆꯍꯤꯁꯨ
চহী	ꯆꯍꯤ
চহীগা	ꯆꯍꯤꯒ
চহীগি	ꯆꯍꯤꯒꯤ
চহীগী	ꯆꯍꯤꯒꯤ
চহীগীগা	ꯆꯍꯤꯒꯤꯒ
চহীদগী	ꯆꯍꯤꯗꯒꯤ
চহীদদি	ꯆꯍꯤꯗꯗꯤ
চহীদসু	ꯆꯍꯤꯗꯁꯨ
চহীদা	ꯆꯍꯤꯗ
চহীদি	ꯆꯍꯤꯗꯤ
চহীনা	ꯆꯍꯤꯅ
চহীশিংগা	ꯆꯍꯤꯁꯤꯡꯒ
চহীশিংদদি	ꯆꯍꯤꯁꯤꯡꯗꯗꯤ
চহীশিংদা	ꯆꯍꯤꯁꯤꯡꯗ
চহীসিগী	ꯆꯍꯤꯁꯤꯒꯤ
চহীসিদসু	ꯆꯍꯤꯁꯤꯗꯁꯨ
চহীসু	ꯆꯍꯤꯁꯨ
চহুম	ꯆꯍꯨꯝ
চহুমকুন	ꯆꯍꯨꯃꯀꯨꯅ
চহূম	ꯆꯍꯨꯃ
চা	ꯆꯥ
চাং	ꯆꯥꯡ
চাংওন	ꯆꯥꯡꯑꯣꯟ
চাংগা	ꯆꯥꯡꯒ
চাংগী	ꯆꯥꯡꯒꯤ
চাংচৎ	ꯆꯥꯡꯆꯠ
চাংচৎকা	ꯆꯥꯡꯆꯠꯀ
চাংচৎতগী	ꯆꯥꯡꯆꯠꯇꯒꯤ
চাংচৎতা	ꯆꯥꯡꯆꯠꯇ
চাংদগী	ꯆꯥꯡꯗꯒꯤ
চাংদনা	ꯆꯥꯡꯗꯅ
চাংদনি	ꯆꯥꯡꯗꯅꯤ
চাংদম	ꯆꯥꯡꯗꯝ
চাংদমনখি	ꯆꯥꯡꯗꯝꯅꯈꯤ
চাংদমনবগী	ꯆꯥꯡꯗꯝꯅꯕꯒꯤ
চাংদমনবদা	ꯆꯥꯡꯗꯝꯅꯕꯗ
চাংদমনবা	ꯆꯥꯡꯗꯝꯅꯕ
চাংদমনিংঙাই	ꯆꯥꯡꯗꯝꯅꯤꯡꯉꯥꯢ
চাংদম্নখি	ꯆꯥꯡꯗꯝꯅꯈꯤ
চাংদম্নখিবশিংদা	ꯆꯥꯡꯗꯝꯅꯈꯤꯕꯁꯤꯡꯗ
চাংদম্নখিবা	ꯆꯥꯡꯗꯝꯅꯈꯤꯕ
চাংদম্নগনি	ꯆꯥꯡꯗꯝꯅꯒꯅꯤ
চাংদম্ননিংঙাই	ꯆꯥꯡꯗꯝꯅꯅꯤꯡꯉꯥꯏ
চাংদম্নবগী	ꯆꯥꯡꯗꯝꯅꯕꯒꯤ
চাংদম্নবদা	ꯆꯥꯡꯗꯝꯅꯕꯗ
চাংদম্নবা	ꯆꯥꯡꯗꯝꯅꯕ
চাংদম্নরবতদা	ꯆꯥꯡꯗꯝꯅꯔꯕꯇꯗ
চাংদম্নরসিগে	ꯆꯥꯡꯗꯝꯅꯔꯁꯤꯒꯦ
চাংদম্নরুবদা	ꯆꯥꯡꯗꯝꯅꯔꯨꯕꯗ
চাংদম্নরুরগদি	ꯆꯥꯡꯗꯝꯅꯔꯨꯔꯒꯗꯤ
চাংদম্নিংঙাই	ꯆꯥꯡꯗꯝꯅꯤꯡꯉꯥꯏ
চাংদসু	ꯆꯥꯡꯗꯁꯨ
চাংদা	ꯆꯥꯡꯗ
চাংদি	ꯆꯥꯡꯗꯤ
চাংন	ꯆꯥꯡꯅ
চাংনচিংবা	ꯆꯥꯡꯅꯆꯤꯡꯕ
চাংনা	ꯆꯥꯡꯅꯥ
চাংনি	ꯆꯥꯡꯅꯤ
চাংশিং	ꯆꯥꯡꯁꯤꯡ
চাংশিংগা	ꯆꯥꯡꯁꯤꯡꯒ
চাংশিংগী	ꯆꯥꯡꯁꯤꯡꯒꯤ
চাংশিল	ꯆꯥꯡꯁꯤꯜ
চাংসু	ꯆꯥꯡꯁꯨ
চাংা	ꯆꯥꯡ
চাংয়েং	ꯆꯥꯡꯌꯦꯡ
চাংয়েংগী	ꯆꯥꯡꯌꯦꯡꯒꯤ
চাংয়েংদা	ꯆꯥꯡꯌꯦꯡꯗ
চাংয়েংশিং	ꯆꯥꯡꯌꯦꯡꯁꯤꯡ
চাংয়েংশিংগী	ꯆꯥꯡꯌꯦꯡꯁꯤꯡꯒꯤ
চাই	ꯆꯥꯢ
চাইখাইরে	ꯆꯥꯏꯈꯥꯏꯔꯦ
চাইত্য	ꯆꯥꯢꯇ꯭ꯌ
চাইথখি	ꯆꯥꯢꯊꯈꯤ
চাইথবীরুরো	ꯆꯥꯏꯊꯕꯤꯔꯨꯔꯣ
চাইথরকখি	ꯆꯥꯢꯊꯔꯛꯈꯤ
চাইথোকহল্লে	ꯆꯥꯢꯊꯣꯀꯍꯜꯂꯦ
চাইথোক্তুনা	ꯆꯥꯢꯊꯣꯛꯇꯨꯅ
চাইথোক্পোইরে	ꯆꯥꯏꯊꯣꯛꯄꯣꯏꯔꯦ
চাইথোরকপগী	ꯆꯥꯢꯊꯣꯔꯛꯄꯒꯤ
চাইদুনা	ꯆꯥꯢꯗꯨꯅ
চাইনবা	ꯆꯥꯢꯅꯕ
চাইনা	ꯆꯥꯢꯅꯥ
চাইনাগা	ꯆꯥꯢꯅꯥꯒ
চাইনাগী	ꯆꯥꯢꯅꯥꯒꯤ
চাইনাদগী	ꯆꯥꯢꯅꯥꯗꯒꯤ
চাইনাদনা	ꯆꯥꯢꯅꯥꯗꯅ
চাইনাদা	ꯆꯥꯢꯅꯥꯗ
চাইনানা	ꯆꯥꯢꯅꯥꯅ
চাইনাবু	ꯆꯥꯢꯅꯥꯕꯨ
চাইনারোমদগী	ꯆꯥꯢꯅꯥꯔꯣꯝꯗꯒꯤ
চাইনিজ	ꯆꯥꯢꯅꯤꯖ
চাইবী	ꯆꯥꯢꯕꯤ
চাইরম্দুনা	ꯆꯥꯏꯔꯝꯗꯨꯅꯥ
চাইরম্বা	ꯆꯥꯢꯔꯝꯕ
চাইরে	ꯆꯥꯏꯔꯦ
চাইল্ড	ꯆꯥꯢꯂ꯭ꯗ
চাইল্ডগী	ꯆꯥꯢꯂ꯭ꯗꯒꯤ
চাইল্ডলাইন	ꯆꯥꯢꯂ꯭ꯗꯂꯥꯢꯅ
চাইল্ডহুদ	ꯆꯥꯢꯂ꯭ꯗꯍꯨꯗ
চাইশ্রা	ꯆꯥꯏꯁꯔꯥ
চাইশ্রাগী	ꯆꯥꯏꯁꯔꯥꯒꯤ
চাইশ্রাদা	ꯆꯥꯏꯁꯔꯥꯗꯥ
চাইশ্রাদি	ꯆꯥꯏꯁꯔꯥꯗꯤ
চাইশ্রাদো	ꯆꯥꯏꯁꯔꯥꯗꯣ
চাইশ্রানা	ꯆꯥꯏꯁꯔꯥꯅꯥ
চাইশ্রাবু	ꯆꯥꯏꯁꯔꯥꯕꯨ
চাইশ্রাবুনা	ꯆꯥꯏꯁꯔꯥꯕꯨꯅꯥ
চাউ	ꯆꯥꯎ
চাউই	ꯆꯥꯎꯏ
চাউইহায়বসি	ꯆꯥꯎꯏꯍꯥꯢꯕꯁꯤ
চাউখল্লক্পনা	ꯆꯥꯎꯈꯜꯂꯛꯄꯅꯥ
চাউখহনবদা	ꯆꯥꯎꯈꯍꯟꯕꯗ
চাউখ্রবা	ꯆꯥꯎꯈ꯭ꯔꯕ
চাউখ্রে	ꯆꯥꯎꯈ꯭ꯔꯦ
চাউখৎ	ꯆꯥꯎꯈꯠ
চাউখৎকদবা	ꯆꯥꯎꯈꯠꯀꯗꯕ
চাউখৎতনা	ꯆꯥꯎꯈꯠꯇꯅ
চাউখৎতবগী	ꯆꯥꯎꯈꯠꯇꯕꯒꯤ
চাউখৎত্রবদি	ꯆꯥꯎꯈꯠꯇ꯭ꯔꯕꯗꯤ
চাউখৎননবা	ꯆꯥꯎꯈꯠꯅꯅꯕ
চাউখৎনবগী	ꯆꯥꯎꯈꯠꯅꯕꯒꯤ
চাউখৎনবগীদমক	ꯆꯥꯎꯈꯠꯅꯕꯒꯤꯗꯃꯛ
চাউখৎনবগীদমক্তনি	ꯆꯥꯎꯈꯠꯅꯕꯒꯤꯗꯃꯛꯇꯅꯤ
চাউখৎনবতা	ꯆꯥꯎꯈꯠꯅꯕꯇ
চাউখৎনবা	ꯆꯥꯎꯈꯠꯅꯕ
চাউখৎনহনবনা	ꯆꯥꯎꯈꯠꯅꯍꯟꯕꯅ
চাউখৎনহবা	ꯆꯥꯎꯈꯠꯅꯍꯕ
চাউখৎপগা	ꯆꯥꯎꯈꯠꯄꯒ
চাউখৎপগী	ꯆꯥꯎꯈꯠꯄꯒꯤ
চাউখৎপদা	ꯆꯥꯎꯈꯠꯄꯗ
চাউখৎপা	ꯆꯥꯎꯈꯠꯄ
চাউখৎমিন্নদুনা	ꯆꯥꯎꯈꯠꯃꯤꯟꯅꯗꯨꯅ
চাউখৎমিন্নবা	ꯆꯥꯎꯈꯠꯃꯤꯟꯅꯕ
চাউখৎমীন্নবদু	ꯆꯥꯎꯈꯠꯃꯤꯟꯅꯕꯗꯨ
চাউখৎলকপগা	ꯆꯥꯎꯈꯠꯂꯛꯄꯒ
চাউখৎলকপগী	ꯆꯥꯎꯈꯠꯂꯛꯄꯒꯤ
চাউখৎলকপদা	ꯆꯥꯎꯈꯠꯂꯛꯄꯗ
চাউখৎলকপা	ꯆꯥꯎꯈꯠꯂꯛꯄ
চাউখৎলক্লি	ꯆꯥꯎꯈꯠꯂꯛꯂꯤ
চাউখৎলক্লিবা	ꯆꯥꯎꯈꯠꯂꯛꯂꯤꯕ
চাউখৎলবতদা	ꯆꯥꯎꯈꯠꯂꯕꯇꯗ
চাউখৎলবসু	ꯆꯥꯎꯈꯠꯂꯕꯁꯨ
চাউখৎলবা	ꯆꯥꯎꯈꯠꯂꯕ
চাউখৎলি	ꯆꯥꯎꯈꯠꯂꯤ
চাউখৎলে	ꯆꯥꯎꯈꯠꯂꯦ
চাউখৎহনগনি	ꯆꯥꯎꯈꯠꯍꯟꯒꯅꯤ
চাউখৎহনদবা	ꯆꯥꯎꯈꯠꯍꯟꯗꯕ
চাউখৎহনদুনা	ꯆꯥꯎꯈꯠꯍꯟꯗꯨꯅ
চাউখৎহনবগী	ꯆꯥꯎꯈꯠꯍꯟꯕꯒꯤ
চাউখৎহনবগীদমক	ꯆꯥꯎꯈꯠꯍꯟꯕꯒꯤꯗꯃꯛ
চাউখৎহনবতা	ꯆꯥꯎꯈꯠꯍꯟꯕꯇ
চাউখৎহনবদগী	ꯆꯥꯎꯈꯠꯍꯟꯕꯗꯒꯤ
চাউখৎহনবদসু	ꯆꯥꯎꯈꯠꯍꯟꯕꯗꯁꯨ
চাউখৎহনবদা	ꯆꯥꯎꯈꯠꯍꯟꯕꯗ
চাউখৎহনবনা	ꯆꯥꯎꯈꯠꯍꯟꯕꯅ
চাউখৎহনবনি	ꯆꯥꯎꯈꯠꯍꯟꯕꯅꯤ
চাউখৎহনবা	ꯆꯥꯎꯈꯠꯍꯟꯕ
চাউখৎহনসি	ꯆꯥꯎꯈꯠꯍꯟꯁꯤ
চাউখৎহন্দুনা	ꯆꯥꯎꯈꯠꯍꯟꯗꯨꯅ
চাউখৎহন্ননবগীদমক	ꯆꯥꯎꯈꯠꯍꯟꯅꯅꯕꯒꯤꯗꯃꯛ
চাউখৎহন্ননবা	ꯆꯥꯎꯈꯠꯍꯟꯅꯅꯕ
