অ	ꯑ
কোত্নুংদা	ꯀꯣꯠꯅꯨꯡꯗꯥ
কোত্পদা	ꯀꯣꯠꯄꯗꯥ
কোত্লগা	ꯀꯣꯠꯂꯒꯥ
কোনদোং	ꯀꯣꯟꯗꯣꯡ
কোনবা	ꯀꯣꯟꯕꯥ
কোনলিবা	ꯀꯣꯟꯂꯤꯕꯥ
কোনশা	ꯀꯣꯟꯁꯥ
কোনশিনখি	ꯀꯣꯟꯁꯤꯟꯈꯤ
কোনশিনগনি	ꯀꯣꯟꯁꯤꯟꯒꯅꯤ
কোনশিনদুনা	ꯀꯣꯟꯁꯤꯟꯗꯨꯅꯥ
কোনশিনবা	ꯀꯣꯟꯁꯤꯟꯕꯥ
কোনশিন্নবগীদমক	ꯀꯣꯟꯁꯤꯟꯅꯕꯒꯤꯗꯃꯛ
কোনশিন্নবা	ꯀꯣꯟꯁꯤꯟꯅꯕꯥ
কোনশিল্লগনি	ꯀꯣꯟꯁꯤꯜꯂꯒꯅꯤ
কোনশিল্লবসু	ꯀꯣꯟꯁꯤꯜꯂꯕꯁꯨ
কোনশিল্লম্বা	ꯀꯣꯟꯁꯤꯜꯂꯝꯕꯥ
কোনশিল্লম্মী	ꯀꯣꯟꯁꯤꯜꯂꯝꯃꯤ
কোনশিল্লি	ꯀꯣꯟꯁꯤꯜꯂꯤ
কোনশিল্লিবা	ꯀꯣꯟꯁꯤꯜꯂꯤꯕꯥ
কোনশিল্লে	ꯀꯣꯟꯁꯤꯜꯂꯦ
কোনশিল্লোই	ꯀꯣꯟꯁꯤꯜꯂꯣꯢ
কোনা	ꯀꯣꯅꯥ
কোনুং	ꯀꯣꯅꯨꯡ
কোনুংগা	ꯀꯣꯅꯨꯡꯒꯥ
কোনুংগী	ꯀꯣꯅꯨꯡꯒꯤ
কোনুংগীদমক্তা	ꯀꯣꯅꯨꯡꯒꯤꯗꯃꯛꯇꯥ
কোনুংগুম্না	ꯀꯣꯅꯨꯡꯒꯨꯝꯅꯥ
কোনুংদগী	ꯀꯣꯅꯨꯡꯗꯒꯤ
কোনুংদা	ꯀꯣꯅꯨꯡꯗꯥ
কোনুংদুদা	ꯀꯣꯅꯨꯡꯗꯨꯗꯥ
কোনুংনি	ꯀꯣꯅꯨꯡꯅꯤ
কোনুংলোম্দনা	ꯀꯣꯅꯨꯡꯂꯣꯝꯗꯅꯥ
কোনুংলোম্দা	ꯀꯣꯅꯨꯡꯂꯣꯝꯗꯥ
কোনুংশিং	ꯀꯣꯅꯨꯡꯁꯤꯡ
কোনুংশিংগী	ꯀꯣꯅꯨꯡꯁꯤꯡꯒꯤ
কোনুংসিগা	ꯀꯣꯅꯨꯡꯁꯤꯒꯥ
কোন্	ꯀꯣꯟ
কোন্টেক্ট	ꯀꯣꯟꯇꯦꯛ꯭ꯇ
কোন্থোংজৈ	ꯀꯣꯟꯊꯣꯡꯖꯩ
কোন্দুনা	ꯀꯣꯟꯗꯨꯅꯥ
কোন্দোং	ꯀꯣꯟꯗꯣꯡ
কোন্নদবগী	ꯀꯣꯟꯅꯗꯕꯒꯤ
কোন্নদবদগী	ꯀꯣꯟꯅꯗꯕꯗꯒꯤ
কোন্ননবা	ꯀꯣꯟꯅꯅꯕꯥ
কোন্ননা	ꯀꯣꯟꯅꯅꯥ
কোন্নফাও	ꯀꯣꯟꯅꯐꯥꯎ
কোন্নবা	ꯀꯣꯟꯅꯕꯥ
কোন্নরগা	ꯀꯣꯟꯅꯔꯒꯥ
কোন্না	ꯀꯣꯟꯅꯥ
কোন্বদা	ꯀꯣꯟꯕꯗꯥ
কোন্বা	ꯀꯣꯟꯕꯥ
কোন্বু	ꯀꯣꯟꯕꯨ
কোন্বোইরে	ꯀꯣꯟꯕꯣꯢꯔꯦ
কোন্লীক্	ꯀꯣꯟꯂꯤꯛ
কোন্শিন্দুনা	ꯀꯣꯟꯁꯤꯟꯗꯨꯅꯥ
কোন্শিন্নরগা	ꯀꯣꯟꯁꯤꯟꯅꯔꯒꯥ
কোন্শিন্বদা	ꯀꯣꯟꯁꯤꯟꯕꯗꯥ
কোবি	ꯀꯣꯕꯤ
কোবিগী	ꯀꯣꯕꯤꯒꯤ
কোবিদা	ꯀꯣꯕꯤꯗꯥ
কোবিরৈ	ꯀꯣꯕꯤꯔꯩ
কোম	ꯀꯣꯝ
কোমগা	ꯀꯣꯝꯒꯥ
কোমগী	ꯀꯣꯝꯒꯤ
কোমথোক	ꯀꯣꯝꯊꯣꯛ
কোমথোকখিগনি	ꯀꯣꯝꯊꯣꯛꯈꯤꯒꯅꯤ
কোমথোকখিবা	ꯀꯣꯝꯊꯣꯛꯈꯤꯕꯥ
কোমথোকখ্রে	ꯀꯣꯝꯊꯣꯛꯈ꯭ꯔꯦ
কোমথোকনবা	ꯀꯣꯝꯊꯣꯛꯅꯕꯥ
কোমথোকনিংবা	ꯀꯣꯝꯊꯣꯛꯅꯤꯡꯕꯥ
কোমথোকপগা	ꯀꯣꯝꯊꯣꯛꯄꯒꯥ
কোমথোকপগী	ꯀꯣꯝꯊꯣꯛꯄꯒꯤ
কোমথোকপদি	ꯀꯣꯝꯊꯣꯛꯄꯗꯤ
কোমথোকপনচিংবগী	ꯀꯣꯝꯊꯣꯛꯄꯅꯆꯤꯡꯕꯒꯤ
কোমথোকপা	ꯀꯣꯝꯊꯣꯛꯄꯥ
কোমথোকপীননবা	ꯀꯣꯝꯊꯣꯛꯄꯤꯅꯅꯕꯥ
কোমথোকলগনি	ꯀꯣꯝꯊꯣꯛꯂꯒꯅꯤ
কোমথোকলগা	ꯀꯣꯝꯊꯣꯛꯂꯒꯥ
কোমথোকলবা	ꯀꯣꯝꯊꯣꯛꯂꯕꯥ
কোমথোকহনখ্রে	ꯀꯣꯝꯊꯣꯛꯍꯟꯈ꯭ꯔꯦ
কোমথোকহনদুনা	ꯀꯣꯝꯊꯣꯛꯍꯟꯗꯨꯅꯥ
কোমথোকহন্নবগী	ꯀꯣꯝꯊꯣꯛꯍꯟꯅꯕꯒꯤ
কোমথোকহন্নবা	ꯀꯣꯝꯊꯣꯛꯍꯟꯅꯕꯥ
কোমথোকহল্লিবা	ꯀꯣꯝꯊꯣꯛꯍꯜꯂꯤꯕꯥ
কোমথোকহল্লে	ꯀꯣꯝꯊꯣꯛꯍꯜꯂꯦ
কোমথোক্কদবনি	ꯀꯣꯝꯊꯣꯛꯀꯗꯕꯅꯤ
কোমথোক্কনি	ꯀꯣꯝꯊꯣꯛꯀꯅꯤ
কোমথোক্তনবা	ꯀꯣꯝꯊꯣꯛꯇꯅꯕꯥ
কোমথোক্তুনা	ꯀꯣꯝꯊꯣꯛꯇꯨꯅꯥ
কোমথোক্নবা	ꯀꯣꯝꯊꯣꯛꯅꯕꯥ
কোমথোক্লগা	ꯀꯣꯝꯊꯣꯛꯂꯒꯥ
কোমথোক্লবা	ꯀꯣꯝꯊꯣꯛꯂꯕꯥ
কোমথোক্লি	ꯀꯣꯝꯊꯣꯛꯂꯤ
কোমথোক্লিবা	ꯀꯣꯝꯊꯣꯛꯂꯤꯕꯥ
কোমথোক্লে	ꯀꯣꯝꯊꯣꯛꯂꯦ
কোমথোরকপগা	ꯀꯣꯝꯊꯣꯔꯛꯄꯒꯥ
কোমথোরকপনি	ꯀꯣꯝꯊꯣꯔꯛꯄꯅꯤ
কোমদগী	ꯀꯣꯝꯗꯒꯤ
কোমদসু	ꯀꯣꯝꯗꯁꯨ
কোমদা	ꯀꯣꯝꯗꯥ
কোমনা	ꯀꯣꯝꯅꯥ
কোমলা	ꯀꯣꯝꯂꯥ
কোমশিন	ꯀꯣꯝꯁꯤꯟ
কোমসু	ꯀꯣꯝꯁꯨ
কোমহল্লগনি	ꯀꯣꯝꯍꯜꯂꯒꯅꯤ
কোমু	ꯀꯣꯃꯨ
কোম্	ꯀꯣꯝ
কোম্গী	ꯀꯣꯝꯒꯤ
কোম্দা	ꯀꯣꯝꯗꯥ
কোম্দু	ꯀꯣꯝꯗꯨ
কোম্দুগী	ꯀꯣꯝꯗꯨꯒꯤ
কোম্দুদা	ꯀꯣꯝꯗꯨꯗꯥ
কোম্না	ꯀꯣꯝꯅꯥ
কোম্বা	ꯀꯣꯝꯕꯥ
কোম্বিরৈ	ꯀꯣꯝꯕꯤꯔꯩ
কোম্বীরৈ	ꯀꯣꯝꯕꯤꯔꯩ
কোম্লে	ꯀꯣꯝꯂꯦ
কোরৌথক্তা	ꯀꯣꯔꯧꯊꯛꯇꯥ
কোর্ফু	ꯀꯣꯔꯐꯨ
কোলোইনা	ꯀꯣꯂꯣꯢꯅꯥ
কোলোম	ꯀꯣꯂꯣꯝ
কোল্লক্পোইরে	ꯀꯣꯜꯂꯛꯄꯣꯢꯔꯦ
কোল্লক্লিবদু	ꯀꯣꯜꯂꯛꯂꯤꯕꯗꯨ
কোল্লক্লিবা	ꯀꯣꯜꯂꯛꯂꯤꯕꯥ
কোল্লগা	ꯀꯣꯜꯂꯒꯥ
কোল্লদুনা	ꯀꯣꯜꯂꯗꯨꯅꯥ
কোল্লবা	ꯀꯣꯜꯂꯕꯥ
কোল্লিক	ꯀꯣꯜꯂꯤꯛ
কোল্লিক্	ꯀꯣꯜꯂꯤꯛ
কোল্লিবা	ꯀꯣꯜꯂꯤꯕꯥ
কোল্লীক	ꯀꯣꯜꯂꯤꯛ
কোল্লীক্	ꯀꯣꯜꯂꯤꯛ
কোল্লুরে	ꯀꯣꯜꯂꯨꯔꯦ
কোল্লেদো	ꯀꯣꯜꯂꯦꯗꯣ
কোশসু	ꯀꯣꯁꯁꯨ
কোহন্নবা	ꯀꯣꯍꯟꯅꯕꯥ
কোয়বা	ꯀꯣꯢꯕꯥ
কোয়লাস	ꯀꯣꯢꯂꯥꯁ
কোয়শিনদুনা	ꯀꯣꯢꯁꯤꯟꯗꯨꯅꯥ
কোয়শিনবা	ꯀꯣꯢꯁꯤꯟꯕꯥ
কোয়া	ꯀꯣꯌꯥ
কোয়েত্তা	ꯀꯣꯌꯦꯠꯇꯥ
কোয়্চত	ꯀꯣꯌꯆꯠ
কোয়্চেন	ꯀꯣꯌꯆꯦꯟ
কোয়্জরুরো	ꯀꯣꯢꯖꯔꯨꯔꯣ
কোয়্তান	ꯀꯣꯢꯇꯥꯟ
কোয়্তান্	ꯀꯣꯢꯇꯥꯟ
কোয়্থি	ꯀꯣꯢꯊꯤ
কোয়্থোরক্পদা	ꯀꯣꯢꯊꯣꯔꯛꯄꯗꯥ
কোয়্দুনা	ꯀꯣꯢꯗꯨꯅꯥ
কোয়্নবা	ꯀꯣꯢꯅꯕꯥ
কোয়্না	ꯀꯣꯢꯅꯥ
কোয়্পাই	ꯀꯣꯢꯄꯥꯢ
কোয়্বদগী	ꯀꯣꯢꯕꯗꯒꯤ
কোয়্বা	ꯀꯣꯢꯕꯥ
কোয়্রক্পদা	ꯀꯣꯢꯔꯛꯄꯗꯥ
কোয়্রুগে	ꯀꯣꯢꯔꯨꯒꯦ
কোয়্রুগেকা	ꯀꯣꯢꯔꯨꯒꯦꯀꯥ
কোয়্রুসি	ꯀꯣꯢꯔꯨꯁꯤ
কোয়্রৈ	ꯀꯣꯢꯔꯩ
কোয়্রোত	ꯀꯣꯢꯔꯣꯠ
কোয়্লাউ	ꯀꯣꯢꯂꯥꯎ
কোয়্লাও	ꯀꯣꯢꯂꯥꯎ
কোয়্শিদবনি	ꯀꯣꯢꯁꯤꯗꯕꯅꯤ
কোয়্শিন্গদবনি	ꯀꯣꯢꯁꯤꯟꯒꯗꯕꯅꯤ
কোয়্শিল্লক্লে	ꯀꯣꯢꯁꯤꯜꯂꯛꯂꯦ
কৌ	ꯀꯧ
কৌই	ꯀꯧꯏ
কৌখত্তুনা	ꯀꯧꯈꯠꯇꯨꯅꯥ
কৌখত্পিদুনা	ꯀꯧꯈꯠꯄꯤꯗꯨꯅꯥ
কৌখত্লগা	ꯀꯧꯈꯠꯂꯒꯥ
কৌখি	ꯀꯧꯈꯤ
কৌখিদ্রে	ꯀꯧꯈꯤꯗ꯭ꯔꯦ
কৌখিবদগী	ꯀꯧꯈꯤꯕꯗꯒꯤ
কৌখিবনি	ꯀꯧꯈꯤꯕꯅꯤ
কৌখিবা	ꯀꯧꯈꯤꯕꯥ
কৌখ্রে	ꯀꯧꯈ꯭ꯔꯦ
কৌখৎতুনা	ꯀꯧꯈꯠꯇꯨꯅꯥ
কৌজ	ꯀꯧꯖ
কৌজখি	ꯀꯧꯖꯈꯤ
কৌজগে	ꯀꯧꯖꯒꯦ
কৌজদুনা	ꯀꯧꯖꯗꯨꯅꯥ
কৌজবনি	ꯀꯧꯖꯕꯅꯤ
কৌজবসু	ꯀꯧꯖꯕꯁꯨ
কৌজবা	ꯀꯧꯖꯕꯥ
কৌজরক্ই	ꯀꯧꯖꯔꯛꯏ
কৌজরক্পোইরে	ꯀꯧꯖꯔꯛꯄꯣꯢꯔꯦ
কৌজরগা	ꯀꯧꯖꯔꯒꯥ
কৌজরগে	ꯀꯧꯖꯔꯒꯦ
কৌজরিবসি	ꯀꯧꯖꯔꯤꯕꯁꯤ
কৌজরিবা	ꯀꯧꯖꯔꯤꯕꯥ
কৌজরুবদা	ꯀꯧꯖꯔꯨꯕꯗꯥ
কৌজা	ꯀꯧꯖꯥ
কৌজৈ	ꯀꯧꯖꯩ
কৌতা	ꯀꯧꯇꯥ
কৌথজৈ	ꯀꯧꯊꯖꯩ
কৌথোকখি	ꯀꯧꯊꯣꯛꯈꯤ
কৌদুনা	ꯀꯧꯗꯨꯅꯥ
কৌনদ্রে	ꯀꯧꯅꯗ꯭ꯔꯦ
কৌনবা	ꯀꯧꯅꯕꯥ
কৌনবিখি	ꯀꯧꯅꯕꯤꯈꯤ
কৌনরি	ꯀꯧꯅꯔꯤ
কৌনরিবদো	ꯀꯧꯅꯔꯤꯕꯗꯣ
কৌনরিবসি	ꯀꯧꯅꯔꯤꯕꯁꯤ
কৌনরিবা	ꯀꯧꯅꯔꯤꯕꯥ
কৌনরে	ꯀꯧꯅꯔꯦ
কৌনসি	ꯀꯧꯅꯁꯤ
কৌবদু	ꯀꯧꯕꯗꯨ
কৌবনচিংবা	ꯀꯧꯕꯅꯆꯤꯡꯕꯥ
কৌবনি	ꯀꯧꯕꯅꯤ
কৌবনিনা	ꯀꯧꯕꯅꯤꯅꯥ
কৌবা	ꯀꯧꯕꯥ
কৌবিবগে	ꯀꯧꯕꯤꯕꯒꯦ
কৌবিবদি	ꯀꯧꯕꯤꯕꯗꯤ
কৌবিরক্কনু	ꯀꯧꯕꯤꯔꯛꯀꯅꯨ
কৌবিলা	ꯀꯧꯕꯤꯂꯥ
কৌবী	ꯀꯧꯕꯤ
কৌবু	ꯀꯧꯕꯨ
কৌবোইরে	ꯀꯧꯕꯣꯢꯔꯦ
কৌব্রু	ꯀꯧꯕ꯭ꯔꯨ
কৌরকপনি	ꯀꯧꯔꯛꯄꯅꯤ
কৌরকি	ꯀꯧꯔꯀꯤ
কৌরকেদো	ꯀꯧꯔꯀꯦꯗꯣ
কৌরক্ই	ꯀꯧꯔꯛꯏ
কৌরক্উ	ꯀꯧꯔꯛꯎ
কৌরক্এদো	ꯀꯧꯔꯛꯑꯦꯗꯣ
কৌরক্পদা	ꯀꯧꯔꯛꯄꯗꯥ
কৌরক্পা	ꯀꯧꯔꯛꯄꯥ
কৌরক্পোইরে	ꯀꯧꯔꯛꯄꯣꯢꯔꯦ
কৌরক্লে	ꯀꯧꯔꯛꯂꯦ
কৌরগনি	ꯀꯧꯔꯒꯅꯤ
কৌরগা	ꯀꯧꯔꯒꯥ
কৌরগে	ꯀꯧꯔꯒꯦ
কৌরদুনা	ꯀꯧꯔꯗꯨꯅꯥ
কৌরবা	ꯀꯧꯔꯕꯥ
কৌরম্বা	ꯀꯧꯔꯝꯕꯥ
কৌরি	ꯀꯧꯔꯤ
কৌরিবা	ꯀꯧꯔꯤꯕꯥ
কৌরুবসু	ꯀꯧꯔꯨꯕꯁꯨ
কৌরে	ꯀꯧꯔꯦ
কৌশল	ꯀꯧꯁꯜ
কৌশিন্জরুরে	ꯀꯧꯁꯤꯟꯖꯔꯨꯔꯦ
কৌশিন্দুনা	ꯀꯧꯁꯤꯟꯗꯨꯅꯥ
কৌশিল্লগা	ꯀꯧꯁꯤꯜꯂꯒꯥ
কৌশিল্লেদো	ꯀꯧꯁꯤꯜꯂꯦꯗꯣ
কৌসমবি	ꯀꯧꯁꯝꯕꯤ
কৌসল	ꯀꯧꯁꯜ
কৌসাল	ꯀꯧꯁꯥꯜ
কৌহল্লুরে	ꯀꯧꯍꯜꯂꯨꯔꯦ
কৌহৌরিনচিংবা	ꯀꯧꯍꯧꯔꯤꯅꯆꯤꯡꯕꯥ
ক্বা	ꯀ꯭ꯋꯥ
ক্বাক	ꯀ꯭ꯋꯥꯛ
ক্বাকশিংদা	ꯀ꯭ꯋꯥꯛꯁꯤꯡꯗꯥ
ক্বাক্তা	ꯀ꯭ꯋꯥꯛꯇꯥ
ক্বাক্তু	ꯀ꯭ꯋꯥꯛꯇꯨ
ক্বাক্না	ꯀ꯭ꯋꯥꯛꯅꯥ
ক্বাক্পু	ꯀ꯭ꯋꯥꯛꯄꯨ
ক্বাগী	ꯀ꯭ꯋꯥꯒꯤ
ক্বামরুশিং	ꯀ꯭ꯋꯥꯃꯔꯨꯁꯤꯡ
ক্বিজদা	ꯀ꯭ꯋꯤꯖꯗꯥ
ক্লাইম্বিং	ꯀ꯭ꯂꯥꯢꯝꯕꯤꯡ
ক্ৱাক	ꯀ꯭ꯋꯥꯛ
ক্ৱাক্	ꯀ꯭ꯋꯥꯛ
ক্ৱাক্কা	ꯀ꯭ꯋꯥꯛꯀꯥ
ক্ৱাক্কী	ꯀ꯭ꯋꯥꯛꯀꯤ
ক্ৱাক্খোয়্সিদি	ꯀ꯭ꯋꯥꯛꯈꯣꯌꯁꯤꯗꯤ
ক্ৱাক্তগী	ꯀ꯭ꯋꯥꯛꯇꯒꯤ
ক্ৱাক্তু	ꯀ꯭ꯋꯥꯛꯇꯨ
ক্ৱাক্না	ꯀ꯭ꯋꯥꯛꯅꯥ
ক্ৱাক্পু	ꯀ꯭ꯋꯥꯛꯄꯨ
ক্ৱাক্হোই	ꯀ꯭ꯋꯥꯛꯍꯣꯢ
কৎকনি	ꯀꯠꯀꯅꯤ
কৎখি	ꯀꯠꯈꯤ
কৎখিবশিং	ꯀꯠꯈꯤꯕꯁꯤꯡ
কৎখিবা	ꯀꯠꯈꯤꯕꯥ
কৎখ্রবশিংগী	ꯀꯠꯈ꯭ꯔꯕꯁꯤꯡꯒꯤ
কৎখ্রবা	ꯀꯠꯈ꯭ꯔꯕꯥ
কৎখ্রে	ꯀꯠꯈ꯭ꯔꯦ
কৎতুনা	ꯀꯠꯇꯨꯅꯥ
কৎথথোকপা	ꯀꯠꯊꯊꯣꯛꯄꯥ
কৎথোকখি	ꯀꯠꯊꯣꯛꯈꯤ
কৎথোকখিবগী	ꯀꯠꯊꯣꯛꯈꯤꯕꯒꯤ
কৎথোকখিবশিং	ꯀꯠꯊꯣꯛꯈꯤꯕꯁꯤꯡ
কৎথোকখিবা	ꯀꯠꯊꯣꯛꯈꯤꯕꯥ
কৎথোকখ্রবা	ꯀꯠꯊꯣꯛꯈ꯭ꯔꯕꯥ
কৎথোকখ্রে	ꯀꯠꯊꯣꯛꯈ꯭ꯔꯦ
কৎথোকনি	ꯀꯠꯊꯣꯛꯅꯤ
কৎথোকপগা	ꯀꯠꯊꯣꯛꯄꯒꯥ
কৎথোকপগী	ꯀꯠꯊꯣꯛꯄꯒꯤ
কৎথোকপদগী	ꯀꯠꯊꯣꯛꯄꯗꯒꯤ
কৎথোকপদনা	ꯀꯠꯊꯣꯛꯄꯗꯅꯥ
কৎথোকপা	ꯀꯠꯊꯣꯛꯄꯥ
কৎথোকলবা	ꯀꯠꯊꯣꯛꯂꯕꯥ
কৎথোকলম্বা	ꯀꯠꯊꯣꯛꯂꯝꯕꯥ
কৎথোকলিবা	ꯀꯠꯊꯣꯛꯂꯤꯕꯥ
কৎথোক্কনি	ꯀꯠꯊꯣꯛꯀꯅꯤ
কৎথোক্তুনা	ꯀꯠꯊꯣꯛꯇꯨꯅꯥ
কৎথোক্নবগী	ꯀꯠꯊꯣꯛꯅꯕꯒꯤ
কৎথোক্লগনি	ꯀꯠꯊꯣꯛꯂꯒꯅꯤ
কৎথোক্লবা	ꯀꯠꯊꯣꯛꯂꯕꯥ
কৎথোক্লম্বা	ꯀꯠꯊꯣꯛꯂꯝꯕꯥ
কৎথোক্লম্মী	ꯀꯠꯊꯣꯛꯂꯝꯃꯤ
কৎথোক্লি	ꯀꯠꯊꯣꯛꯂꯤ
কৎথোক্লিবশিং	ꯀꯠꯊꯣꯛꯂꯤꯕꯁꯤꯡ
কৎনবগী	ꯀꯠꯅꯕꯒꯤ
কৎনৈ	ꯀꯠꯅꯩ
কৎপগা	ꯀꯠꯄꯒꯥ
কৎপগী	ꯀꯠꯄꯒꯤ
কৎপদা	ꯀꯠꯄꯗꯥ
কৎপা	ꯀꯠꯄꯥ
কৎলদুনা	ꯀꯠꯂꯗꯨꯅꯥ
কৎলবা	ꯀꯠꯂꯕꯥ
কৎলসি	ꯀꯠꯂꯁꯤ
কৎলি	ꯀꯠꯂꯤ
কয়গী	ꯀꯌꯒꯤ
কয়া	ꯀꯌꯥ
কয়াগসু	ꯀꯌꯥꯒꯁꯨ
কয়াগা	ꯀꯌꯥꯒꯥ
কয়াগী	ꯀꯌꯥꯒꯤ
কয়াগীনা	ꯀꯌꯥꯒꯤꯅꯥ
কয়াথি	ꯀꯌꯥꯊꯤ
কয়াদ	ꯀꯌꯥꯗ
কয়াদগী	ꯀꯌꯥꯗꯒꯤ
কয়াদস	ꯀꯌꯥꯗꯁ
কয়াদসু	ꯀꯌꯥꯗꯁꯨ
কয়াদা	ꯀꯌꯥꯗꯥ
কয়াদি	ꯀꯌꯥꯗꯤ
কয়াদু	ꯀꯌꯥꯗꯨ
কয়াদুগী	ꯀꯌꯥꯗꯨꯒꯤ
কয়াদুনা	ꯀꯌꯥꯗꯨꯅꯥ
কয়ানসু	ꯀꯌꯥꯅꯁꯨ
কয়ানা	ꯀꯌꯥꯅꯥ
কয়ানি	ꯀꯌꯥꯅꯤ
কয়ানিগী	ꯀꯌꯥꯅꯤꯒꯤ
কয়ানিদগী	ꯀꯌꯥꯅꯤꯗꯒꯤ
কয়ানিমরুম	ꯀꯌꯥꯅꯤꯃꯔꯨꯝ
কয়ানিমুক্	ꯀꯌꯥꯅꯤꯃꯨꯛ
কয়াবু	ꯀꯌꯥꯕꯨ
কয়াম	ꯀꯌꯥꯝ
কয়ামরুগী	ꯀꯌꯥꯃꯔꯨꯒꯤ
কয়ামরুম	ꯀꯌꯥꯃꯔꯨꯝ
কয়ামরুমগা	ꯀꯌꯥꯃꯔꯨꯝꯒꯥ
কয়ামরুমগী	ꯀꯌꯥꯃꯔꯨꯝꯒꯤ
কয়ামরুমদসু	ꯀꯌꯥꯃꯔꯨꯝꯗꯁꯨ
কয়ামরুমদা	ꯀꯌꯥꯃꯔꯨꯝꯗꯥ
কয়ামরুমনা	ꯀꯌꯥꯃꯔꯨꯝꯅꯥ
কয়ামরুমসু	ꯀꯌꯥꯃꯔꯨꯝꯁꯨ
কয়ামুক	ꯀꯌꯥꯃꯨꯛ
কয়ামুক্	ꯀꯌꯥꯃꯨꯛ
কয়ামুক্তগী	ꯀꯌꯥꯃꯨꯛꯇꯒꯤ
কয়ারক	ꯀꯌꯥꯔꯛ
কয়ারক্তা	ꯀꯌꯥꯔꯛꯇꯥ
কয়াশিং	ꯀꯌꯥꯁꯤꯡ
কয়াসনসু	ꯀꯌꯥꯁꯟꯁꯨ
কয়াসি	ꯀꯌꯥꯁꯤ
কয়াসু	ꯀꯌꯥꯁꯨ
কয়াা	ꯀꯌꯥ
কয়াাগী	ꯀꯌꯥꯒꯤ
কয়াৎ	ꯀꯌꯥꯠ
খং	ꯈꯪ
খংখি	ꯈꯪꯈꯤ
খংখ্রে	ꯈꯪꯈ꯭ꯔꯦ
খংগদবনি	ꯈꯪꯒꯗꯕꯅꯤ
খংচোং	ꯈꯪꯆꯣꯡ
খংজিন্ননবা	ꯈꯪꯖꯤꯟꯅꯅꯕꯥ
খংতা	ꯈꯪꯇꯥ
খংতোক	ꯈꯪꯇꯣꯛ
খংথা	ꯈꯪꯊꯥ
খংথোক	ꯈꯪꯊꯣꯛ
খংথোক্	ꯈꯪꯊꯣꯛ
খংদনা	ꯈꯪꯗꯅꯥ
খংদবা	ꯈꯪꯗꯕꯥ
খংদুনা	ꯈꯪꯗꯨꯅꯥ
খংদোকখি	ꯈꯪꯗꯣꯛꯈꯤ
খংদোকনবগী	ꯈꯪꯗꯣꯛꯅꯕꯒꯤ
খংদোকনবগীদমক	ꯈꯪꯗꯣꯛꯅꯕꯒꯤꯗꯃꯛ
খংদোকপগা	ꯈꯪꯗꯣꯛꯄꯒꯥ
খংদোকপগী	ꯈꯪꯗꯣꯛꯄꯒꯤ
খংদোকপা	ꯈꯪꯗꯣꯛꯄꯥ
খংদোকলগা	ꯈꯪꯗꯣꯛꯂꯒꯥ
খংদোকলবা	ꯈꯪꯗꯣꯛꯂꯕꯥ
খংদোকলে	ꯈꯪꯗꯣꯛꯂꯦ
খংদোক্তুনা	ꯈꯪꯗꯣꯛꯇꯨꯅꯥ
খংদোক্নবগী	ꯈꯪꯗꯣꯛꯅꯕꯒꯤ
খংদোক্নবগীদমক	ꯈꯪꯗꯣꯛꯅꯕꯒꯤꯗꯃꯛ
খংদোক্নবনি	ꯈꯪꯗꯣꯛꯅꯕꯅꯤ
খংদোক্নবা	ꯈꯪꯗꯣꯛꯅꯕꯥ
খংদোক্লে	ꯈꯪꯗꯣꯛꯂꯦ
খংদ্রি	ꯈꯪꯗ꯭ꯔꯤ
খংন	ꯈꯪꯅ
খংনখি	ꯈꯪꯅꯈꯤ
খংনখিবী	ꯈꯪꯅꯈꯤꯕꯤ
খংনদ্রিবা	ꯈꯪꯅꯗ꯭ꯔꯤꯕꯥ
খংননবগীদমক	ꯈꯪꯅꯅꯕꯒꯤꯗꯃꯛ
খংননবা	ꯈꯪꯅꯅꯕꯥ
খংনবনি	ꯈꯪꯅꯕꯅꯤ
খংনবা	ꯈꯪꯅꯕꯥ
খংনবিদ্রবা	ꯈꯪꯅꯕꯤꯗ꯭ꯔꯕꯥ
খংনরকখি	ꯈꯪꯅꯔꯛꯈꯤ
খংনরম্বা	ꯈꯪꯅꯔꯝꯕꯥ
খংনরিবনি	ꯈꯪꯅꯔꯤꯕꯅꯤ
খংনরিবা	ꯈꯪꯅꯔꯤꯕꯥ
খংনা	ꯈꯪꯅꯥ
খংনিংবা	ꯈꯪꯅꯤꯡꯕꯥ
খংনৈ	ꯈꯪꯅꯩ
খংপ্রেক	ꯈꯪꯄ꯭ꯔꯦꯛ
খংফম	ꯈꯪꯐꯝ
খংফুক	ꯈꯪꯐꯨꯛ
খংবগা	ꯈꯪꯕꯒꯥ
খংবগী	ꯈꯪꯕꯒꯤ
খংবদগী	ꯈꯪꯕꯗꯒꯤ
খংবদা	ꯈꯪꯕꯗꯥ
খংবসু	ꯈꯪꯕꯁꯨ
খংবা	ꯈꯪꯕꯥ
খংবিদনা	ꯈꯪꯕꯤꯗꯅꯥ
খংবিদুনা	ꯈꯪꯕꯤꯗꯨꯅꯥ
খংবিরি	ꯈꯪꯕꯤꯔꯤ
খংবিরে	ꯈꯪꯕꯤꯔꯦ
খংবিহৌদ্রবা	ꯈꯪꯕꯤꯍꯧꯗ꯭ꯔꯕꯥ
খংবোই	ꯈꯪꯕꯣꯢ
