অ	ꯑ
কিম	ꯀꯤꯃ
কিমন্খিদুনা	ꯀꯤꯃꯟꯈꯤꯗꯨꯅꯥ
কিমন্খিবদগী	ꯀꯤꯃꯟꯈꯤꯕꯗꯒꯤ
কিমন্খ্রদুনা	ꯀꯤꯃꯟꯈ্ꯔꯗꯨꯅꯥ
কিমন্দুনা	ꯀꯤꯃꯟꯗꯨꯅꯥ
কিমাক্স	ꯀꯤꯃꯥꯛꯁ
কিমাক্সকী	ꯀꯤꯃꯥꯛꯁꯀꯤ
কিয়াম	ꯀꯤꯌ়ꯥꯃ
কিযান	ꯀꯤꯌꯥꯅ
কির	ꯀꯤꯔ
কিরক্লবোইরে	ꯀꯤꯔꯛꯂꯕꯣꯏꯔꯦ
কিরগা	ꯀꯤꯔꯒꯥ
কিরগিস	ꯀꯤꯔꯒꯤꯁ
কিরগীজ	ꯀꯤꯔꯒꯤꯖ
কিরগীস্থানগী	ꯀꯤꯔꯒꯤꯁ্ꯊꯥꯅꯒꯤ
কিরগীস্থানদা	ꯀꯤꯔꯒꯤꯁ্ꯊꯥꯅꯗꯥ
কিরন	ꯀꯤꯔꯅ
কিরনকুমার	ꯀꯤꯔꯅꯀꯨꯃꯥꯔ
কিরনকুমারনা	ꯀꯤꯔꯅꯀꯨꯃꯥꯔꯅꯥ
কিরনদা	ꯀꯤꯔꯅꯗꯥ
কিরননা	ꯀꯤꯔꯅꯅꯥ
কিরন্না	ꯀꯤꯔꯟꯅꯥ
কিরেন	ꯀꯤꯔꯦꯅ
কিলর	ꯀꯤꯂꯔ
কিলাগী	ꯀꯤꯂꯥꯒꯤ
কিলাদগী	ꯀꯤꯂꯥꯗꯒꯤ
কিলাদা	ꯀꯤꯂꯥꯗꯥ
কিলো	ꯀꯤꯂꯣ
কিলোং	ꯀꯤꯂꯣꯪ
কিলোংনা	ꯀꯤꯂꯣꯪꯅꯥ
কিলোগ্রাম	ꯀꯤꯂꯣꯒ্ꯔꯥꯃ
কিলোগ্রামদা	ꯀꯤꯂꯣꯒ্ꯔꯥꯃꯗꯥ
কিলোদা	ꯀꯤꯂꯣꯗꯥ
কিলোমিট	ꯀꯤꯂꯣꯃꯤꯇ
কিলোমিটর	ꯀꯤꯂꯣꯃꯤꯇꯔ
কিলোমিতর	ꯀꯤꯂꯣꯃꯤꯇꯔ
কিলোমিতরনা	ꯀꯤꯂꯣꯃꯤꯇꯔꯅꯥ
কিলোমীটর	ꯀꯤꯂꯣꯃꯤꯇꯔ
কিলোমেতর	ꯀꯤꯂꯣꯃꯦꯇꯔ
কিলোলিটর	ꯀꯤꯂꯣꯂꯤꯇꯔ
কিলোলিতর	ꯀꯤꯂꯣꯂꯤꯇꯔ
কিলোৱাট	ꯀꯤꯂꯣꯋꯥꯇ
কিলোৱার্ট	ꯀꯤꯂꯣꯋꯥꯔ্ꯇ
কিশিং	ꯀꯤꯁꯤꯪ
কিশিন্নরে	ꯀꯤꯁꯤꯟꯅꯔꯦ
কিশিন্বা	ꯀꯤꯁꯤꯟꯕꯥ
কিশিল্লগা	ꯀꯤꯁꯤꯜꯂꯒꯥ
কিশোরজিৎ	ꯀꯤꯁꯣꯔꯖꯤꯇ
কিশোরজিৎনা	ꯀꯤꯁꯣꯔꯖꯤꯇꯅꯥ
কিশোরনা	ꯀꯤꯁꯣꯔꯅꯥ
কিশ্বর	ꯀꯤꯁ্ꯕꯔ
কিশ্বরজিৎ	ꯀꯤꯁ্ꯕꯔꯖꯤꯇ
কিশ্বরনা	ꯀꯤꯁ্ꯕꯔꯅꯥ
কিষন	ꯀꯤꯁꯅ
কিষননা	ꯀꯤꯁꯅꯅꯥ
কিষান	ꯀꯤꯁꯥꯅ
কিষানগর	ꯀꯤꯁꯥꯅꯒꯔ
কিসন	ꯀꯤꯁꯅ
কিসান	ꯀꯤꯁꯥꯅ
কিসামাগী	ꯀꯤꯁꯥꯃꯥꯒꯤ
কিসিদানা	ꯀꯤꯁꯤꯗꯥꯅꯥ
কিসিমাদা	ꯀꯤꯁꯤꯃꯥꯗꯥ
কিহন	ꯀꯤꯍꯅ
কিহনখি	ꯀꯤꯍꯅꯈꯤ
কিহনখ্রে	ꯀꯤꯍꯅꯈ্ꯔꯦ
কিহনবগী	ꯀꯤꯍꯅꯕꯒꯤ
কিহনবগীদমক	ꯀꯤꯍꯅꯕꯒꯤꯗꯃꯀ
কিহল্লকখিবা	ꯀꯤꯍꯜꯂꯀꯈꯤꯕꯥ
কিহল্লকপা	ꯀꯤꯍꯜꯂꯀꯄꯥ
কিহল্লক্লিবশিং	ꯀꯤꯍꯜꯂꯛꯂꯤꯕꯁꯤꯪ
কিহল্লম্বা	ꯀꯤꯍꯜꯂꯝꯕꯥ
কিহল্লি	ꯀꯤꯍꯜꯂꯤ
কিহল্লিবা	ꯀꯤꯍꯜꯂꯤꯕꯥ
কিহােম	ꯀꯤꯍꯥꯦꯃ
কিহােম্নচিংবা	ꯀꯤꯍꯥꯦꯝꯅꯆꯤꯪꯕꯥ
কিহোম	ꯀꯤꯍꯣꯃ
কিহোমনচিংবা	ꯀꯤꯍꯣꯃꯅꯆꯤꯪꯕꯥ
কিহোম্	ꯀꯤꯍꯣꯝ
কিহোম্গী	ꯀꯤꯍꯣꯝꯒꯤ
কিয়ানগা	ꯀꯤꯌꯥꯅꯒꯥ
কিয়াম	ꯀꯤꯌꯥꯃ
কিয়ামগৈ	ꯀꯤꯌꯥꯃꯒꯩ
কিয়ামগৈদা	ꯀꯤꯌꯥꯃꯒꯩꯗꯥ
কিয়ার	ꯀꯤꯌꯥꯔ
কিয়ারগী	ꯀꯤꯌꯥꯔꯒꯤ
কিয়ারর্স	ꯀꯤꯌꯥꯔꯔ্ꯁ
কিয়ারস	ꯀꯤꯌꯥꯔꯁ
কিয়ারসকী	ꯀꯤꯌꯥꯔꯁꯀꯤ
কিয়ার্সকী	ꯀꯤꯌꯥꯔ্ꯁꯀꯤ
কিয়োংগী	ꯀꯤꯌꯣꯪꯒꯤ
কিয়োল	ꯀꯤꯌꯣꯂ
কিৱি	ꯀꯤꯋꯤ
কিৱিগী	ꯀꯤꯋꯤꯒꯤ
কিৱিনচিংবা	ꯀꯤꯋꯤꯅꯆꯤꯪꯕꯥ
কী	ꯀꯤ
কীদমক	ꯀꯤꯗꯃꯀ
কীদা	ꯀꯤꯗꯥ
কীনা	ꯀꯤꯅꯥ
কীন্থহৌরে	ꯀꯤꯟꯊꯍꯧꯔꯦ
কীমন্খ্রদুনা	ꯀꯤꯃꯟꯈ্ꯔꯗꯨꯅꯥ
কু	ꯀꯨ
কুংগী	ꯀꯨꯪꯒꯤ
কুংনা	ꯀꯨꯪꯅꯥ
কুংবা	ꯀꯨꯪꯕꯥ
কুইজ	ꯀꯨꯏꯖ
কুইজকী	ꯀꯨꯏꯖꯀꯤ
কুইজগী	ꯀꯨꯏꯖꯒꯤ
কুইদনা	ꯀꯨꯏꯗꯅꯥ
কুইন	ꯀꯨꯏꯅ
কুইনগী	ꯀꯨꯏꯅꯒꯤ
কুইনদগী	ꯀꯨꯏꯅꯗꯒꯤ
কুইনা	ꯀꯨꯏꯅꯥ
কুইন্টল	ꯀꯨꯏꯟꯇꯂ
কুইন্টলদা	ꯀꯨꯏꯟꯇꯂꯗꯥ
কুইরক্লে	ꯀꯨꯏꯔꯛꯂꯦ
কুইরপোত্নি	ꯀꯨꯏꯔꯄꯣꯠꯅꯤ
কুইরবনি	ꯀꯨꯏꯔꯕꯅꯤ
কুইরবা	ꯀꯨꯏꯔꯕꯥ
কুইরবোইরে	ꯀꯨꯏꯔꯕꯣꯏꯔꯦ
কুইরে	ꯀꯨꯏꯔꯦ
কুইরেদা	ꯀꯨꯏꯔꯦꯗꯥ
কুইলোং	ꯀꯨꯏꯂꯣꯪ
কুইলোংগী	ꯀꯨꯏꯂꯣꯪꯒꯤ
কুইলোংদগী	ꯀꯨꯏꯂꯣꯪꯗꯒꯤ
কুই্যজ	ꯀꯨꯏ্ꯌꯖ
কুই্যজকী	ꯀꯨꯏ্ꯌꯖꯀꯤ
কুই্যজকীদমক	ꯀꯨꯏ্ꯌꯖꯀꯤꯗꯃꯀ
কুওদা	ꯀꯨꯑꯣꯗꯥ
কুকি	ꯀꯨꯀꯤ
কুকিং	ꯀꯨꯀꯤꯪ
কুকিজ	ꯀꯨꯀꯤꯖ
কুকিদগী	ꯀꯨꯀꯤꯗꯒꯤ
কুকিদগীনি	ꯀꯨꯀꯤꯗꯒꯤꯅꯤ
কুকিনা	ꯀꯨꯀꯤꯅꯥ
কুকিশিংগী	ꯀꯨꯀꯤꯁꯤꯪꯒꯤ
কুকুনবয়ারস	ꯀꯨꯀꯨꯅꯕꯌꯥꯔꯁ
কুক্কি	ꯀꯨꯛꯀꯤ
কুক্কিদগী	ꯀꯨꯛꯀꯤꯗꯒꯤ
কুক্রু	ꯀꯨꯛꯔꯨ
কুচ	ꯀꯨꯆ
কুচবিহার	ꯀꯨꯆꯕꯤꯍꯥꯔ
কুচবিহারগী	ꯀꯨꯆꯕꯤꯍꯥꯔꯒꯤ
কুচবিহারদা	ꯀꯨꯆꯕꯤꯍꯥꯔꯗꯥ
কুচবেহারগী	ꯀꯨꯆꯕꯦꯍꯥꯔꯒꯤ
কুচিদা	ꯀꯨꯆꯤꯗꯥ
কুচু	ꯀꯨꯆꯨ
কুচুনি	ꯀꯨꯆꯨꯅꯤ
কুচুবিহার	ꯀꯨꯆꯨꯕꯤꯍꯥꯔ
কুঞ্জ	ꯀꯨꯅ্ꯖ
কুঞ্জকিশ্বর	ꯀꯨꯅ্ꯖꯀꯤꯁ্ꯕꯔ
কুঞ্জকিশ্বরনা	ꯀꯨꯅ্ꯖꯀꯤꯁ্ꯕꯔꯅꯥ
কুঞ্জকেশ্বোরনা	ꯀꯨꯅ্ꯖꯀꯦꯁ্ꯕꯣꯔꯅꯥ
কুঞ্জমোহন	ꯀꯨꯅ্ꯖꯃꯣꯍꯅ
কুঞ্জরাজ	ꯀꯨꯅ্ꯖꯔꯥꯖ
কুঞ্জরাজনা	ꯀꯨꯅ্ꯖꯔꯥꯖꯅꯥ
কুঞ্জাবিহারি	ꯀꯨꯅ্ꯖꯥꯕꯤꯍꯥꯔꯤ
কুঞ্জেকিশ্বরনচিংবসু	ꯀꯨꯅ্ꯖꯦꯀꯤꯁ্ꯕꯔꯅꯆꯤꯪꯕꯁꯨ
কুট	ꯀꯨꯇ
কুটকী	ꯀꯨꯇꯀꯤ
কুটনা	ꯀꯨꯇꯅꯥ
কুটনিতিগী	ꯀꯨꯇꯅꯤꯇꯤꯒꯤ
কুত	ꯀꯨꯇ
কুতনিতিগী	ꯀꯨꯇꯅꯤꯇꯤꯒꯤ
কুতুমবাকম	ꯀꯨꯇꯨꯃꯕꯥꯀꯃ
কুতেরিনা	ꯀꯨꯇꯦꯔꯤꯅꯥ
কুত্	ꯀꯨꯠ
কুথি	ꯀꯨꯊꯤ
কুদালোর	ꯀꯨꯗꯥꯂꯣꯔ
কুদাসেফনা	ꯀꯨꯗꯥꯁꯦꯐꯅꯥ
কুদাসেভনা	ꯀꯨꯗꯥꯁꯦꯚꯅꯥ
কুদিনির	ꯀꯨꯗꯤꯅꯤꯔ
কুন	ꯀꯨꯅ
কুনতরুক	ꯀꯨꯅꯇꯔꯨꯀ
কুনতরেত	ꯀꯨꯅꯇꯔꯦꯇ
কুনথরমথোইদা	ꯀꯨꯅꯊꯔꯃꯊꯣꯏꯗꯥ
কুনথরহুমদোই	ꯀꯨꯅꯊꯔꯍꯨꯃꯗꯣꯏ
কুনথরা	ꯀꯨꯅꯊꯔꯥ
কুনথরামঙাগী	ꯀꯨꯅꯊꯔꯥꯃꯉꯥꯒꯤ
কুনথরামথোই	ꯀꯨꯅꯊꯔꯥꯃꯊꯣꯏ
কুনথ্রা	ꯀꯨꯅꯊ্ꯔꯥ
কুনদগী	ꯀꯨꯅꯗꯒꯤ
কুননিথোই	ꯀꯨꯅꯅꯤꯊꯣꯏ
কুননিপান	ꯀꯨꯅꯅꯤꯄꯥꯅ
কুনবী	ꯀꯨꯅꯕꯤ
কুনমঙা	ꯀꯨꯅꯃꯉꯥ
কুনমঙাগী	ꯀꯨꯅꯃꯉꯥꯒꯤ
কুনমঙ্ঙা	ꯀꯨꯅꯃꯡꯉꯥ
কুনমথোই	ꯀꯨꯅꯃꯊꯣꯏ
কুনমথোইদগী	ꯀꯨꯅꯃꯊꯣꯏꯗꯒꯤ
কুনমপল	ꯀꯨꯅꯃꯄꯂ
কুনমপান	ꯀꯨꯅꯃꯄꯥꯅ
কুনমপাল	ꯀꯨꯅꯃꯄꯥꯂ
কুনমপালগী	ꯀꯨꯅꯃꯄꯥꯂꯒꯤ
কুনমরী	ꯀꯨꯅꯃꯔꯤ
কুনমাথোই	ꯀꯨꯅꯃꯥꯊꯣꯏ
কুনলাভুট	ꯀꯨꯅꯂꯥꯚꯨꯇ
কুনহুমদোই	ꯀꯨꯅꯍꯨꯃꯗꯣꯏ
কুনহুম্দোই	ꯀꯨꯅꯍꯨꯝꯗꯣꯏ
কুনালনা	ꯀꯨꯅꯥꯂꯅꯥ
কুনুরদা	ꯀꯨꯅꯨꯔꯗꯥ
কুন্	ꯀꯨꯟ
কুন্জদা	ꯀꯨꯟꯖꯗꯥ
কুন্তরুক	ꯀꯨꯟꯇꯔꯨꯀ
কুন্তরেত	ꯀꯨꯟꯇꯔꯦꯇ
কুন্থরগা	ꯀꯨꯟꯊꯔꯒꯥ
কুন্থ্রা	ꯀꯨꯟꯊ্ꯔꯥ
কুন্থ্রাগী	ꯀꯨꯟꯊ্ꯔꯥꯒꯤ
কুন্থ্রাতরুক	ꯀꯨꯟꯊ্ꯔꯥꯇꯔꯨꯀ
কুন্থ্রাতরেত	ꯀꯨꯟꯊ্ꯔꯥꯇꯔꯦꯇ
কুন্থ্রানিথোই	ꯀꯨꯟꯊ্ꯔꯥꯅꯤꯊꯣꯏ
কুন্থ্রানিপান	ꯀꯨꯟꯊ্ꯔꯥꯅꯤꯄꯥꯅ
কুন্থ্রামঙ্ঙা	ꯀꯨꯟꯊ্ꯔꯥꯃꯡꯉꯥ
কুন্থ্রামথোই	ꯀꯨꯟꯊ্ꯔꯥꯃꯊꯣꯏ
কুন্থ্রামরি	ꯀꯨꯟꯊ্ꯔꯥꯃꯔꯤ
কুন্থ্রামাথোই	ꯀꯨꯟꯊ্ꯔꯥꯃꯥꯊꯣꯏ
কুন্থ্রামাথোইদা	ꯀꯨꯟꯊ্ꯔꯥꯃꯥꯊꯣꯏꯗꯥ
কুন্থ্রাহুম্দোই	ꯀꯨꯟꯊ্ꯔꯥꯍꯨꯝꯗꯣꯏ
কুন্দগী	ꯀꯨꯟꯗꯒꯤ
কুন্দল	ꯀꯨꯟꯗꯂ
কুন্দুজ	ꯀꯨꯟꯗꯨꯖ
কুন্দুজদা	ꯀꯨꯟꯗꯨꯖꯗꯥ
কুন্দো	ꯀꯨꯟꯗꯣ
কুন্দোপা	ꯀꯨꯟꯗꯣꯄꯥ
কুন্দোরৈ	ꯀꯨꯟꯗꯣꯔꯩ
কুন্দোরৈনা	ꯀꯨꯟꯗꯣꯔꯩꯅꯥ
কুন্নি	ꯀꯨꯟꯅꯤ
কুন্নিথোই	ꯀꯨꯟꯅꯤꯊꯣꯏ
কুন্নিথোইদা	ꯀꯨꯟꯅꯤꯊꯣꯏꯗꯥ
কুন্নিপন	ꯀꯨꯟꯅꯤꯄꯅ
কুন্নিপান	ꯀꯨꯟꯅꯤꯄꯥꯅ
কুন্নিপান্দগী	ꯀꯨꯟꯅꯤꯄꯥꯟꯗꯒꯤ
কুন্মঙা	ꯀꯨꯟꯃꯉꯥ
কুন্মঙাদগী	ꯀꯨꯟꯃꯉꯥꯗꯒꯤ
কুন্মঙা০	ꯀꯨꯟꯃꯉꯥ꯰
কুন্মঙা০০	ꯀꯨꯟꯃꯉꯥ꯰꯰
কুন্মঙ্ঙা	ꯀꯨꯟꯃꯡꯉꯥ
কুন্মরি	ꯀꯨꯟꯃꯔꯤ
কুন্মাথোই	ꯀꯨꯟꯃꯥꯊꯣꯏ
কুন্মাপল	ꯀꯨꯟꯃꯥꯄꯂ
কুন্মাপলগী	ꯀꯨꯟꯃꯥꯄꯂꯒꯤ
কুন্রোম	ꯀꯨꯟꯔꯣꯃ
কুন্০০০	ꯀꯨꯟ꯰꯰꯰
কুনৱার	ꯀꯨꯅꯋꯥꯔ
কুপখৎপা	ꯀꯨꯄꯈꯇꯄꯥ
কুপখৎপীবনা	ꯀꯨꯄꯈꯇꯄꯤꯕꯅꯥ
কুপনা	ꯀꯨꯄꯅꯥ
কুপলি	ꯀꯨꯄꯂꯤ
কুপশেন	ꯀꯨꯄꯁꯦꯅ
কুপ্তনা	ꯀꯨꯞꯇꯅꯥ
কুপ্তুনা	ꯀꯨꯞꯇꯨꯅꯥ
কুপ্না	ꯀꯨꯞꯅꯥ
কুপ্পদা	ꯀꯨꯞꯄꯗꯥ
কুপ্পা	ꯀꯨꯞꯄꯥ
কুপ্শিন্খ্রে	ꯀꯨꯞꯁꯤꯟꯈ্ꯔꯦ
কুপ্শিল্লগা	ꯀꯨꯞꯁꯤꯜꯂꯒꯥ
কুপৱারা	ꯀꯨꯄꯋꯥꯔꯥ
কুফেত	ꯀꯨꯐꯦꯇ
কুফেত্	ꯀꯨꯐꯦꯠ
কুম	ꯀꯨꯃ
কুমওগা	ꯀꯨꯃꯑꯣꯒꯥ
কুমওদা	ꯀꯨꯃꯑꯣꯗꯥ
কুমওন	ꯀꯨꯃꯑꯣꯅ
কুমওনগা	ꯀꯨꯃꯑꯣꯅꯒꯥ
কুমওনগী	ꯀꯨꯃꯑꯣꯅꯒꯤ
কুমওনদা	ꯀꯨꯃꯑꯣꯅꯗꯥ
কুমওননা	ꯀꯨꯃꯑꯣꯅꯅꯥ
কুমওননি	ꯀꯨꯃꯑꯣꯅꯅꯤ
কুমওনবু	ꯀꯨꯃꯑꯣꯅꯕꯨ
কুমওনসুনি	ꯀꯨꯃꯑꯣꯅꯁꯨꯅꯤ
কুমওন্না	ꯀꯨꯃꯑꯣꯟꯅꯥ
কুমখি	ꯀꯨꯃꯈꯤ
কুমগী	ꯀꯨꯃꯒꯤ
কুমজা	ꯀꯨꯃꯖꯥ
কুমথরকপগা	ꯀꯨꯃꯊꯔꯀꯄꯒꯥ
কুমদনবা	ꯀꯨꯃꯗꯅꯕꯥ
কুমদুনা	ꯀꯨꯃꯗꯨꯅꯥ
কুমশাবগী	ꯀꯨꯃꯁꯥꯕꯒꯤ
কুমশি	ꯀꯨꯃꯁꯤ
কুমশিগী	ꯀꯨꯃꯁꯤꯒꯤ
কুমশিদি	ꯀꯨꯃꯁꯤꯗꯤ
কুমসি	ꯀꯨꯃꯁꯤ
কুমসিদি	ꯀꯨꯃꯁꯤꯗꯤ
কুমাং	ꯀꯨꯃꯥꯪ
কুমাউন	ꯀꯨꯃꯥꯎꯅ
কুমাউন্দ	ꯀꯨꯃꯥꯎꯟꯗ
কুমাউন্দগী	ꯀꯨꯃꯥꯎꯟꯗꯒꯤ
কুমাউন্না	ꯀꯨꯃꯥꯎꯟꯅꯥ
কুমাম	ꯀꯨꯃꯥꯃ
কুমার	ꯀꯨꯃꯥꯔ
কুমারগা	ꯀꯨꯃꯥꯔꯒꯥ
কুমারগী	ꯀꯨꯃꯥꯔꯒꯤ
কুমারজিৎ	ꯀꯨꯃꯥꯔꯖꯤꯇ
কুমারজিৎনা	ꯀꯨꯃꯥꯔꯖꯤꯇꯅꯥ
কুমারদা	ꯀꯨꯃꯥꯔꯗꯥ
কুমারনচিংবা	ꯀꯨꯃꯥꯔꯅꯆꯤꯪꯕꯥ
কুমারনা	ꯀꯨꯃꯥꯔꯅꯥ
কুমারবু	ꯀꯨꯃꯥꯔꯕꯨ
কুমারশিংনা	ꯀꯨꯃꯥꯔꯁꯤꯪꯅꯥ
কুমারসু	ꯀꯨꯃꯥꯔꯁꯨ
কুমারি	ꯀꯨꯃꯥꯔꯤ
কুমারিদি	ꯀꯨꯃꯥꯔꯤꯗꯤ
কুমারী	ꯀꯨꯃꯥꯔꯤ
কুম্খি	ꯀꯨꯝꯈꯤ
কুম্থখরে	ꯀꯨꯝꯊꯈꯔꯦ
কুম্থখিনবা	ꯀꯨꯝꯊꯈꯤꯅꯕꯥ
কুম্থখিবদা	ꯀꯨꯝꯊꯈꯤꯕꯗꯥ
কুম্থখিবা	ꯀꯨꯝꯊꯈꯤꯕꯥ
কুম্থখ্রিঙৈ	ꯀꯨꯝꯊꯈ্ꯔꯤꯉꯩ
কুম্থখ্রে	ꯀꯨꯝꯊꯈ্ꯔꯦ
কুম্থদুনা	ꯀꯨꯝꯊꯗꯨꯅꯥ
কুম্থবসু	ꯀꯨꯝꯊꯕꯁꯨ
কুম্থরক্অদি	ꯀꯨꯝꯊꯔꯛꯑꯗꯤ
কুম্থরগা	ꯀꯨꯝꯊꯔꯒꯥ
কুম্থশিন্নরে	ꯀꯨꯝꯊꯁꯤꯟꯅꯔꯦ
কুম্থা	ꯀꯨꯝꯊꯥ
কুম্দুনা	ꯀꯨꯝꯗꯨꯅꯥ
কুম্নখিদে	ꯀꯨꯝꯅꯈꯤꯗꯦ
কুম্বদা	ꯀꯨꯝꯕꯗꯥ
কুম্বা	ꯀꯨꯝꯕꯥ
কুম্বি	ꯀꯨꯝꯕꯤ
কুম্বিগী	ꯀꯨꯝꯕꯤꯒꯤ
কুম্বিদা	ꯀꯨꯝꯕꯤꯗꯥ
কুম্বিরক্লিবসি	ꯀꯨꯝꯕꯤꯔꯛꯂꯤꯕꯁꯤ
কুম্বিসু	ꯀꯨꯝꯕꯤꯁꯨ
কুম্বী	ꯀꯨꯝꯕꯤ
কুম্বীগী	ꯀꯨꯝꯕꯤꯒꯤ
কুম্বীদগী	ꯀꯨꯝꯕꯤꯗꯒꯤ
কুম্বীদা	ꯀꯨꯝꯕꯤꯗꯥ
কুম্ভ	ꯀꯨꯝꯚ
কুম্মে	ꯀꯨꯝꯃꯦ
কুম্মৈ	ꯀꯨꯝꯃꯩ
কুম্ম্যনিতি	ꯀꯨꯝꯝꯌꯅꯤꯇꯤ
কুমৱার	ꯀꯨꯃꯋꯥꯔ
কুরথা	ꯀꯨꯔꯊꯥ
কুরমিনা	ꯀꯨꯔꯃꯤꯅꯥ
কুরাউপোকপীদা	ꯀꯨꯔꯥꯎꯄꯣꯀꯄꯤꯗꯥ
কুরাওপোকপী	ꯀꯨꯔꯥꯑꯣꯄꯣꯀꯄꯤ
কুরু	ꯀꯨꯔꯨ
কুরুংথংনা	ꯀꯨꯔꯨꯪꯊꯪꯅꯥ
কুরুখেত্রদা	ꯀꯨꯔꯨꯈꯦꯠꯔꯗꯥ
কুরেশিনা	ꯀꯨꯔꯦꯁꯤꯅꯥ
কুরেসিনা	ꯀꯨꯔꯦꯁꯤꯅꯥ
কুরোসাৱাগী	ꯀꯨꯔꯣꯁꯥꯋꯥꯒꯤ
কুলকারানি	ꯀꯨꯂꯀꯥꯔꯥꯅꯤ
কুলগাম	ꯀꯨꯂꯒꯥꯃ
কুলস্রেথানা	ꯀꯨꯂꯁ্ꯔꯦꯊꯥꯅꯥ
কুলা	ꯀꯨꯂꯥ
কুলাচন্দ্র	ꯀꯨꯂꯥꯆꯟꯗ্ꯔ
কুলাবিধু	ꯀꯨꯂꯥꯕꯤꯙꯨ
কুলাষ্টনা	ꯀꯨꯂꯥꯁ্ꯇꯅꯥ
কুলৈ	ꯀꯨꯂꯩ
কুল্লর	ꯀꯨꯜꯂꯔ
কুল্হুম্দোই	ꯀꯨꯜꯍꯨꯝꯗꯣꯏ
কুশহানা	ꯀꯨꯁꯍꯥꯅꯥ
কুশিনগর	ꯀꯨꯁꯤꯅꯒꯔ
কুশিনগরদা	ꯀꯨꯁꯤꯅꯒꯔꯗꯥ
কুশিনাগর	ꯀꯨꯁꯤꯅꯥꯒꯔ
কুশিনাগরদা	ꯀꯨꯁꯤꯅꯥꯒꯔꯗꯥ
কুশুমনা	ꯀꯨꯁꯨꯃꯅꯥ
কুসালগরদা	ꯀꯨꯁꯥꯂꯒꯔꯗꯥ
কুসিনগর	ꯀꯨꯁꯤꯅꯒꯔ
কুহ্মৈ	ꯀꯨꯍ্ꯃꯩ
কুহ্মৈগা	ꯀꯨꯍ্ꯃꯩꯒꯥ
কুহ্মৈগী	ꯀꯨꯍ্ꯃꯩꯒꯤ
কুহ্মৈদা	ꯀꯨꯍ্ꯃꯩꯗꯥ
কুহ্মৈদি	ꯀꯨꯍ্ꯃꯩꯗꯤ
কুহ্মৈনচিংবা	ꯀꯨꯍ্ꯃꯩꯅꯆꯤꯪꯕꯥ
কুহ্মৈনা	ꯀꯨꯍ্ꯃꯩꯅꯥ
কুহ্মৈনি	ꯀꯨꯍ্ꯃꯩꯅꯤ
কুহ্মৈবু	ꯀꯨꯍ্ꯃꯩꯕꯨ
কুহ্মৈশিং	ꯀꯨꯍ্ꯃꯩꯁꯤꯪ
কুহ্মৈশিংগা	ꯀꯨꯍ্ꯃꯩꯁꯤꯪꯒꯥ
কুহ্মৈশিংগী	ꯀꯨꯍ্ꯃꯩꯁꯤꯪꯒꯤ
কুহ্মৈশিংদা	ꯀꯨꯍ্ꯃꯩꯁꯤꯪꯗꯥ
কুহ্মৈসু	ꯀꯨꯍ্ꯃꯩꯁꯨ
কুয়োম	ꯀꯨꯌꯣꯃ
কুৱেট	ꯀꯨꯋꯦꯇ
কুৱেটতা	ꯀꯨꯋꯦꯇꯇꯥ
কূংনা	ꯀꯨꯪꯅꯥ
কূন্থা	ꯀꯨꯟꯊꯥ
কূন্দুনা	ꯀꯨꯟꯗꯨꯅꯥ
কূপ্নোম	ꯀꯨꯞꯅꯣꯃ
কূপ্নোম্	ꯀꯨꯞꯅꯣꯝ
কূপ্লগা	ꯀꯨꯞꯂꯒꯥ
কূপ্লে	ꯀꯨꯞꯂꯦ
কূপ্শিল্লিবা	ꯀꯨꯞꯁꯤꯜꯂꯤꯕꯥ
কূম্থখিবোইরে	ꯀꯨꯝꯊꯈꯤꯕꯣꯏꯔꯦ
কূম্থদুনা	ꯀꯨꯝꯊꯗꯨꯅꯥ
কূম্থবা	ꯀꯨꯝꯊꯕꯥ
কূম্থরক্নবা	ꯀꯨꯝꯊꯔꯛꯅꯕꯥ
কূম্থরক্পদদি	ꯀꯨꯝꯊꯔꯛꯄꯗꯗꯤ
কূম্থরক্পনা	ꯀꯨꯝꯊꯔꯛꯄꯅꯥ
কূম্থরক্লগা	ꯀꯨꯝꯊꯔꯛꯂꯒꯥ
কূম্থরক্লে	ꯀꯨꯝꯊꯔꯛꯂꯦ
কূম্থরগা	ꯀꯨꯝꯊꯔꯒꯥ
কূম্মৈ	ꯀꯨꯝꯃꯩ
কূম্লগা	ꯀꯨꯝꯂꯒꯥ
কূরভল্লি	ꯀꯨꯔꯚꯜꯂꯤ
কৃক	ꯀꯔꯀ
কৃকতা	ꯀꯔꯀꯇꯥ
কৃতন	ꯀꯔꯇꯅ
কৃতি	ꯀꯔꯇꯤ
কৃতিক	ꯀꯔꯇꯤꯀ
কৃপালক্সমি	ꯀꯔꯄꯥꯂꯛꯁꯃꯤ
কৃশক	ꯀꯔꯁꯀ
কৃষি	ꯀꯔꯁꯤ
কৃষ্ণ	ꯀꯔꯁ্ꯅ
কৃষ্ণকুমার	ꯀꯔꯁ্ꯅꯀꯨꯃꯥꯔ
কৃষ্ণকুমারনা	ꯀꯔꯁ্ꯅꯀꯨꯃꯥꯔꯅꯥ
কৃষ্ণগী	ꯀꯔꯁ্ꯅꯒꯤ
কৃষ্ণদাসনা	ꯀꯔꯁ্ꯅꯗꯥꯁꯅꯥ
