অ	ꯑ
কম্পোশিন্নবগী	ꯀꯝꯄꯣꯁꯤꯟꯅꯕꯒꯤ
কম্পোশিল্লকপা	ꯀꯝꯄꯣꯁꯤꯜꯂꯛꯄꯥ
কম্প্যুটর	ꯀꯝꯞꯖꯨꯇꯔ
কম্ভেক	ꯀꯝꯚꯦꯀ
কম্মন্দোগী	ꯀꯝꯃꯟꯗꯣꯒꯤ
কম্মর্স্কী	ꯀꯝꯃꯔꯁꯀꯤ
কম্মসকী	ꯀꯝꯃꯁꯀꯤ
কম্মিটি	ꯀꯝꯃꯤꯇꯤ
কম্মিতি	ꯀꯝꯃꯤꯇꯤ
কম্মিতিগী	ꯀꯝꯃꯤꯇꯤꯒꯤ
কম্মিতিনা	ꯀꯝꯃꯤꯇꯤꯅꯥ
কম্মিসন	ꯀꯝꯃꯤꯁꯟ
কম্মিসনদা	ꯀꯝꯃꯤꯁꯟꯗꯥ
কম্মিসন্না	ꯀꯝꯃꯤꯁꯟꯅꯥ
কম্মুনিকেসন	ꯀꯝꯃꯨꯅꯤꯀꯦꯁꯟ
কম্মুনিষ্ট	ꯀꯝꯃꯨꯅꯤꯁꯇ꯭
কম্ম্যনিস্ত	ꯀꯝꯃꯌ꯭ꯅꯤꯁꯇ
কম্ম্যুনিতি	ꯀꯝꯃꯌ꯭ꯨꯅꯤꯇꯤ
কম্হাইনা	ꯀꯝꯍꯥꯏꯅꯥ
কম্হায়্না	ꯀꯝꯍꯥꯌꯅꯥ
করপ্সন	ꯀꯔꯞꯁꯟ
করম	ꯀꯔꯝ
করম্	ꯀꯔꯝ
করম্তৌনা	ꯀꯔꯝꯇꯧꯅꯥ
করম্দি	ꯀꯔꯝꯗꯤ
করম্না	ꯀꯔꯝꯅꯥ
করম্নো	ꯀꯔꯝꯅꯣ
করম্বনা	ꯀꯔꯝꯕꯅꯥ
করম্বা	ꯀꯔꯝꯕꯥ
করম্হায়্না	ꯀꯔꯝꯍꯥꯌꯅꯥ
করা	ꯀꯔꯥ
করাম	ꯀꯔꯥꯃ
করাম্	ꯀꯔꯥꯝ
করি	ꯀꯔꯤ
করিগবু	ꯀꯔꯤꯒꯕꯨ
করিগিনো	ꯀꯔꯤꯒꯤꯅꯣ
করিগী	ꯀꯔꯤꯒꯤ
করিগীদমক	ꯀꯔꯤꯒꯤꯗꯃꯛ
করিগীনো	ꯀꯔꯤꯒꯤꯅꯣ
করিগীনোনে	ꯀꯔꯤꯒꯤꯅꯣꯅꯦ
করিগুম্বা	ꯀꯔꯤꯒꯨꯝꯕꯥ
করিদা	ꯀꯔꯤꯗꯥ
করিনাে	ꯀꯔꯤꯅꯥꯦ
করিনে	ꯀꯔꯤꯅꯦ
করিনো	ꯀꯔꯤꯅꯣ
করিবোই	ꯀꯔꯤꯕꯣꯏ
করিমত্তা	ꯀꯔꯤꯃꯠꯇꯥ
করিসু	ꯀꯔꯤꯁꯨ
করেম	ꯀꯔꯦꯃ
করেম্	ꯀꯔꯦꯝ
কর্বর	ꯀꯔꯕꯔ
কলচরগী	ꯀꯜꯆꯔꯒꯤ
কলচরেল	ꯀꯜꯆꯔꯦꯜ
কলপ্না	ꯀꯜꯄꯅꯥ
কলম	ꯀꯜꯃ
কল্যানিদা	ꯀꯜꯖꯥꯅꯤꯗꯥ
কল্লক	ꯀꯜꯂꯛ
কল্লক্	ꯀꯜꯂꯛ
কল্লক্উবা	ꯀꯜꯂꯛꯎꯕꯥ
কল্লক্খ্রে	ꯀꯜꯂꯛꯈꯔꯦ
কল্লক্তবা	ꯀꯜꯂꯛꯇꯕꯥ
কল্লক্তুনা	ꯀꯜꯂꯛꯇꯨꯅꯥ
কল্লক্নিংঙাইনি	ꯀꯜꯂꯛꯅꯤꯡꯉꯥꯏꯅꯤ
কল্লক্পদা	ꯀꯜꯂꯛꯄꯗꯥ
কল্লক্পনা	ꯀꯜꯂꯛꯄꯅꯥ
কল্লবা	ꯀꯜꯂꯕꯥ
কল্লা	ꯀꯜꯂꯥ
কল্লি	ꯀꯜꯂꯤ
কল্লিবা	ꯀꯜꯂꯤꯕꯥ
কল্লো	ꯀꯜꯂꯣ
কল্হৌদবা	ꯀꯜꯍꯧꯗꯕꯥ
কস্পিতিসন	ꯀꯁꯄꯤꯇꯤꯁꯟ
কস্পিতিসনগী	ꯀꯁꯄꯤꯇꯤꯁꯟꯒꯤ
কস্মর্সকী	ꯀꯁꯃꯔꯁꯀꯤ
কস্মর্সিএল	ꯀꯁꯃꯔꯁꯤꯑꯦꯂ
কস্মান্দ	ꯀꯁꯃꯥꯟꯗ
কহা	ꯀꯍꯥ
কা	ꯀꯥ
কাং	ꯀꯥꯡ
কাংকোক	ꯀꯥꯡꯀꯣꯀ
কাংখদা	ꯀꯥꯡꯈꯗꯥ
কাংখোং	ꯀꯥꯡꯈꯣꯡ
কাংঘদা	ꯀꯥꯡꯘꯗꯥ
কাংথোল	ꯀꯥꯡꯊꯣꯂ
কাংপোকপী	ꯀꯥꯡꯄꯣꯛꯄꯤ
কাংবু	ꯀꯥꯡꯕꯨ
কাইথুকুরা	ꯀꯥꯏꯊꯨꯀꯨꯔꯥ
কাইথোক্লগা	ꯀꯥꯏꯊꯣꯀꯂ꯭ꯒꯥ
কাইথোক্লুবদগী	ꯀꯥꯏꯊꯣꯛꯂꯨꯕꯗꯒꯤ
কাইদুনা	ꯀꯥꯏꯗꯨꯅꯥ
কাইনখিদুনা	ꯀꯥꯏꯟꯈꯤꯗꯨꯅꯥ
কাইনখ্রবী	ꯀꯥꯏꯅꯈꯔ꯭ꯕꯤ
কাইনথংদা	ꯀꯥꯏꯟꯊꯪꯗꯥ
কাইনথঙ্দা	ꯀꯥꯏꯟꯊꯡꯗꯥ
কাইনা	ꯀꯥꯏꯅꯥ
কাইবা	ꯀꯥꯏꯕꯥ
কাইসু	ꯀꯥꯏꯁꯨ
কাউইনহে	ꯀꯥꯎꯏꯟꯍꯦ
কাউইন্হে	ꯀꯥꯎꯏꯟꯍꯦ
কাউখ্রে	ꯀꯥꯎꯈꯔꯦ
কাউজাও	ꯀꯥꯎꯖꯥꯑꯣ
কাউন্সিল	ꯀꯥꯎꯟꯁꯤꯜ
কাউন্সিলগী	ꯀꯥꯎꯟꯁꯤꯜꯒꯤ
কাউন্সিলনা	ꯀꯥꯎꯟꯁꯤꯜꯅꯥ
কাউন্সিলর	ꯀꯥꯎꯟꯁꯤꯂꯔ
কাউরেসে	ꯀꯥꯎꯔꯦꯁꯦ
কাওবদগী	ꯀꯥꯑꯣꯕꯗꯒꯤ
কাওবা	ꯀꯥꯑꯣꯕꯥ
কাওরুবু	ꯀꯥꯑꯣꯔꯨꯕꯨ
কাক	ꯀꯥꯀ
কাক্	ꯀꯥꯛ
কাক্ফৈ	ꯀꯥꯛꯐꯩ
কাক্ফৈজাওবী	ꯀꯥꯛꯐꯩꯖꯥꯑꯣꯕꯤ
কাখত্খ্রে	ꯀꯥꯈꯠꯈꯔꯦ
কাখত্খ্রেদো	ꯀꯥꯈꯠꯈꯔꯦꯗꯣ
কাখত্তুনা	ꯀꯥꯈꯠꯇꯨꯅꯥ
কাখত্পগা	ꯀꯥꯈꯠꯄꯒꯥ
কাখত্পা	ꯀꯥꯈꯠꯄꯥ
কাখত্লক্এ	ꯀꯥꯈꯠꯂꯛꯑꯦ
কাখত্লক্খিদ্রে	ꯀꯥꯈꯠꯂꯛꯈꯤꯗꯔꯦ
কাখত্লক্পগা	ꯀꯥꯈꯠꯂꯛꯄꯒꯥ
কাখত্লক্পগী	ꯀꯥꯈꯠꯂꯛꯄꯒꯤ
কাখত্লক্পদা	ꯀꯥꯈꯠꯂꯛꯄꯗꯥ
কাখত্লক্লে	ꯀꯥꯈꯠꯂꯛꯂꯦ
কাখত্লগা	ꯀꯥꯈꯠꯂꯒꯥ
কাখত্লি	ꯀꯥꯈꯠꯂꯤ
কাখত্লুরগা	ꯀꯥꯈꯠꯂꯨꯔꯒꯥ
কাখি	ꯀꯥꯈꯤ
কাখিনবগী	ꯀꯥꯈꯤꯅꯕꯒꯤ
কাখিবনা	ꯀꯥꯈꯤꯕꯅꯥ
কাখ্রে	ꯀꯥꯈꯔꯦ
কাগদৌরি	ꯀꯥꯒꯗꯧꯔꯤ
কাগে	ꯀꯥꯒꯦ
কাঙবু	ꯀꯥꯉꯕꯨ
কাঙবুশিংনা	ꯀꯥꯉꯕꯨꯁꯤꯡꯅꯥ
কাঙ্খল	ꯀꯥꯡꯈꯜ
কাঙ্খল্দা	ꯀꯥꯡꯈꯜꯗꯥ
কাঙ্খুন	ꯀꯥꯡꯈꯨꯅ
কাঙ্খুন্দা	ꯀꯥꯡꯈꯨꯟꯗꯥ
কাঙ্গুপ	ꯀꯥꯡꯒꯨꯄ
কাঙ্জৈ	ꯀꯥꯡꯖꯩ
কাঙ্জৈগা	ꯀꯥꯡꯖꯩꯒꯥ
কাঙ্জৈগী	ꯀꯥꯡꯖꯩꯒꯤ
কাঙ্জৈবুংদু	ꯀꯥꯡꯖꯩꯕꯨꯡꯗꯨ
কাঙ্জৈবুঙ্দা	ꯀꯥꯡꯖꯩꯕꯨꯡꯗꯥ
কাঙ্জৈবুঙ্দু	ꯀꯥꯡꯖꯩꯕꯨꯡꯗꯨ
কাঙ্জৈরোয়্শিং	ꯀꯥꯡꯖꯩꯔꯣꯌꯁꯤꯡ
কাঙ্জৈরোয়্শিংগী	ꯀꯥꯡꯖꯩꯔꯣꯌꯁꯤꯡꯒꯤ
কাঙ্দোং	ꯀꯥꯡꯗꯣꯡ
কাঙ্দ্রুম	ꯀꯥꯡꯗꯔꯨꯃ
কাঙ্দ্রুম্	ꯀꯥꯡꯗꯔꯨꯝ
কাঙ্দ্রুম্গবুদি	ꯀꯥꯡꯗꯔꯨꯝꯒꯕꯨꯗꯤ
কাঙ্দ্রুম্না	ꯀꯥꯡꯗꯔꯨꯝꯅꯥ
কাঙ্বুদি	ꯀꯥꯡꯕꯨꯗꯤ
কাঙ্লুপ	ꯀꯥꯡꯂꯨꯄ
কাঙ্লুপ্তা	ꯀꯥꯡꯂꯨꯞꯇꯥ
কাঙ্লুপ্নি	ꯀꯥꯡꯂꯨꯞꯅꯤ
কাঙ্লো	ꯀꯥꯡꯂꯣ
কাঙ্হু	ꯀꯥꯡꯍꯨ
কাচি	ꯀꯥꯆꯤ
কাচিন	ꯀꯥꯆꯤꯟ
কাচিন্দা	ꯀꯥꯆꯤꯟꯗꯥ
কাচেংনা	ꯀꯥꯆꯦꯡꯅꯥ
কাচেংলায়্বগী	ꯀꯥꯆꯦꯡꯂꯥꯌꯕꯒꯤ
কাচেংলায়্বদি	ꯀꯥꯆꯦꯡꯂꯥꯌꯕꯗꯤ
কাচেংলায়্বা	ꯀꯥꯆꯦꯡꯂꯥꯌꯕꯥ
কাথি	ꯀꯥꯊꯤ
কাথোক্তুনা	ꯀꯥꯊꯣꯛꯇꯨꯅꯥ
কাথোক্পদা	ꯀꯥꯊꯣꯛꯄꯗꯥ
কাদর	ꯀꯥꯗꯔ
কাদশিং	ꯀꯥꯗꯁꯤꯡ
কাদা	ꯀꯥꯗꯥ
কাদুনা	ꯀꯥꯗꯨꯅꯥ
কানবনি	ꯀꯥꯅꯕꯅꯤ
কানবা	ꯀꯥꯅꯕꯥ
কানা	ꯀꯥꯅꯥ
কান্তিলাল	ꯀꯥꯟꯇꯤꯂꯥꯂ
কান্থোরক্পদা	ꯀꯥꯟꯊꯣꯔꯛꯄꯗꯥ
কান্দা	ꯀꯥꯟꯗꯥ
কান্নখিদ্রবোইরে	ꯀꯥꯟꯅꯈꯤꯗꯔ꯭ꯕꯣꯏꯔꯦ
কান্নখ্রবা	ꯀꯥꯟꯅꯈꯔ꯭ꯕꯥ
কান্নগনি	ꯀꯥꯟꯅꯒꯅꯤ
কান্নদগে	ꯀꯥꯟꯅꯗꯒꯦ
কান্নদবা	ꯀꯥꯟꯅꯗꯕꯥ
কান্নদে	ꯀꯥꯟꯅꯗꯦ
কান্নদ্রে	ꯀꯥꯟꯅꯗꯔꯦ
কান্ননবগীদমক্তা	ꯀꯥꯟꯅꯟꯕꯒꯤꯗꯃꯛꯇꯥ
কান্ননবতা	ꯀꯥꯟꯅꯟꯕꯇꯥ
কান্ননি	ꯀꯥꯟꯅꯅꯤ
কান্নপোত্নত্তে	ꯀꯥꯟꯅꯄꯣꯠꯅꯠꯇꯦ
কান্নবনো	ꯀꯥꯟꯅꯕꯅꯣ
কান্নবা	ꯀꯥꯟꯅꯕꯥ
কান্নমিন্নবা	ꯀꯥꯟꯅꯃꯤꯟꯅꯕꯥ
কান্নররোই	ꯀꯥꯟꯅꯔꯔꯣꯏ
কান্নাবা	ꯀꯥꯟꯅꯥꯕꯥ
কান্নৈ	ꯀꯥꯟꯅꯩ
কাপশিন্দুনা	ꯀꯥꯞꯁꯤꯟꯗꯨꯅꯥ
কাপশিন্নবগী	ꯀꯥꯄꯁꯤꯟꯅꯕꯒꯤ
কাপশিল্লকখি	ꯀꯥꯞꯁꯤꯜꯂꯛꯈꯤ
কাপশিল্লকপগী	ꯀꯥꯞꯁꯤꯜꯂꯛꯄꯒꯤ
কাপশিল্লকপদগী	ꯀꯥꯞꯁꯤꯜꯂꯛꯄꯗꯒꯤ
কাপশিল্লকপদা	ꯀꯥꯞꯁꯤꯜꯂꯛꯄꯗꯥ
কাপোন্	ꯀꯥꯄꯣꯟ
কাপ্কে	ꯀꯥꯞꯀꯦ
কাপ্নখি	ꯀꯥꯞꯅꯈꯤ
কাপ্নবগী	ꯀꯥꯞꯅꯕꯒꯤ
কাপ্নবদা	ꯀꯥꯞꯅꯕꯗꯥ
কাপ্নবদুদা	ꯀꯥꯞꯅꯕꯗꯨꯗꯥ
কাপ্নবা	ꯀꯥꯞꯅꯕꯥ
কাপ্পগা	ꯀꯥꯞꯄꯒꯥ
কাপ্পদা	ꯀꯥꯞꯄꯗꯥ
কাপ্পদুনা	ꯀꯥꯞꯄꯗꯨꯅꯥ
কাপ্পী	ꯀꯥꯞꯄꯤ
কাপ্শিল্লক্পবু	ꯀꯥꯞꯁꯤꯜꯂꯛꯄꯕꯨ
কাফেত	ꯀꯥꯐꯦꯡꯇ
কাফেত্	ꯀꯥꯐꯦꯡꯠ
কাবসু	ꯀꯥꯕꯁꯨ
কাবা	ꯀꯥꯕꯥ
কাবুল	ꯀꯥꯕꯨꯜ
কামনদগী	ꯀꯥꯃꯟꯗꯒꯤ
কামল্লি	ꯀꯥꯃꯜꯂꯤ
কামী	ꯀꯥꯃꯤ
কামেশোর	ꯀꯥꯃꯦꯁꯣꯔ
কামেশ্বর	ꯀꯥꯃꯦꯁꯋ꯭ꯔ
কাম্খত্পিরক্ও	ꯀꯥꯝꯈꯠꯄꯤꯔꯛꯑꯣ
কাম্গে	ꯀꯥꯝꯒꯦ
কাম্মি	ꯀꯥꯝꯃꯤ
কাম্শিল্লগা	ꯀꯥꯝꯁꯤꯜꯂꯒꯥ
কাম্শিল্লম্বা	ꯀꯥꯝꯁꯤꯜꯂꯝꯕꯥ
কার	ꯀꯥꯔ
কারক্খিদ্রে	ꯀꯥꯔꯛꯈꯤꯗꯔꯦ
কারক্তুনা	ꯀꯥꯔꯛꯇꯨꯅꯥ
কারক্পদু	ꯀꯥꯔꯛꯄꯗꯨ
কারক্পা	ꯀꯥꯔꯛꯄꯥ
কারক্পী	ꯀꯥꯔꯛꯄꯤ
কারক্পোইরে	ꯀꯥꯔꯛꯄꯣꯏꯔꯦ
কারক্লে	ꯀꯥꯔꯛꯂꯦ
কারক্হৌদ্রিবরা	ꯀꯥꯔꯛꯍꯧꯗꯔꯤꯕꯔꯥ
কারগা	ꯀꯥꯔꯒꯥ
কারদুদা	ꯀꯥꯔꯗꯨꯗꯥ
কারন্মক্সু	ꯀꯥꯔꯟꯃꯛꯁꯨ
কারবা	ꯀꯥꯔꯕꯥ
কারাচি	ꯀꯥꯔꯥꯆꯤ
কার্দ	ꯀꯥꯔꯗ
কার্দশিং	ꯀꯥꯔꯗꯁꯤꯡ
কাল	ꯀꯥꯂ
কালেন	ꯀꯥꯂꯦꯟ
কাল্	ꯀꯥꯜ
কাল্লদুনা	ꯀꯥꯜꯂꯗꯨꯅꯥ
কাল্লে	ꯀꯥꯜꯂꯦ
কাল্স্	ꯀꯥꯜꯁ
কাশ্মীর	ꯀꯥꯁꯃꯤꯔ
কাশ্মীরগী	ꯀꯥꯁꯃꯤꯔꯒꯤ
কাশ্মীরদা	ꯀꯥꯁꯃꯤꯔꯗꯥ
কােওদিনেসন	ꯀꯥꯦꯑꯣꯗꯤꯅꯦꯁꯟ
কােঞ্জেৎ	ꯀꯥꯦꯟꯖꯦꯠ
কােনবা	ꯀꯥꯦꯅꯕꯥ
কােন্ততা	ꯀꯥꯦꯟꯇꯇꯥ
কােন্ননা	ꯀꯥꯦꯟꯅꯅꯥ
কােল	ꯀꯥꯦꯂ
কােল্ড	ꯀꯥꯦꯜꯗ
কাৎপোকপী	ꯀꯥꯠꯄꯣꯀꯞꯤ
কায়না	ꯀꯥꯢꯅꯥ
কায়্খ্রবোইরে	ꯀꯥꯌꯈꯔ꯭ꯕꯣꯏꯔꯦ
কায়্গে	ꯀꯥꯌꯒꯦ
কায়্থোক্পদা	ꯀꯥꯌꯊꯣꯛꯄꯗꯥ
কায়্থোক্পা	ꯀꯥꯌꯊꯣꯛꯄꯥ
কায়্দনা	ꯀꯥꯌꯗꯅꯥ
কায়্দমাল্লে	ꯀꯥꯌꯗꯃꯥꯜꯂꯦ
কায়্দুনা	ꯀꯥꯌꯗꯨꯅꯥ
কায়্দ্রিবমখৈ	ꯀꯥꯌꯗꯔꯤꯕꯝꯈꯩ
কায়্দ্রে	ꯀꯥꯌꯗꯔꯦ
কায়্নখিদুনা	ꯀꯥꯌꯅꯈꯤꯗꯨꯅꯥ
কায়্নখিবোইরে	ꯀꯥꯌꯅꯈꯤꯕꯣꯏꯔꯦ
কায়্নখ্রবী	ꯀꯥꯌꯅꯈꯔ꯭ꯕꯤ
কায়্নখ্রে	ꯀꯥꯌꯅꯈꯔꯦ
কায়্নদুনা	ꯀꯥꯌꯅꯗꯨꯅꯥ
কায়্নবগী	ꯀꯥꯌꯅꯕꯒꯤ
কায়্নবদা	ꯀꯥꯌꯅꯕꯗꯥ
কায়্নবা	ꯀꯥꯌꯅꯕꯥ
কায়্নরবী	ꯀꯥꯌꯅꯔꯕꯤ
কায়্নরম্লগা	ꯀꯥꯌꯅꯔꯝꯂꯒꯥ
কায়্নরসি	ꯀꯥꯌꯅꯔꯁꯤ
কায়্নরসিকো	ꯀꯥꯌꯅꯔꯁꯤꯀꯣ
কায়্নরে	ꯀꯥꯌꯅꯔꯦ
কায়্নহন্খী	ꯀꯥꯌꯅꯍꯟꯈꯤ
কায়্না	ꯀꯥꯌꯅꯥ
কায়্নুনে	ꯀꯥꯌꯅꯨꯅꯦ
কায়্বা	ꯀꯥꯌꯕꯥ
কায়্বাৱা	ꯀꯥꯌꯕꯥꯋꯥ
কায়্রক্পবু	ꯀꯥꯌꯔꯛꯄꯕꯨ
কায়্রগা	ꯀꯥꯌꯔꯒꯥ
কায়্রিবসিনি	ꯀꯥꯌꯔꯤꯕꯁꯤꯅꯤ
কায়্রিসিনি	ꯀꯥꯌꯔꯤꯁꯤꯅꯤ
কায়্রুরবা	ꯀꯥꯌꯔꯨꯔꯕꯥ
কায়্রে	ꯀꯥꯌꯔꯦ
কায়্রোই	ꯀꯥꯌꯔꯣꯏ
কি	ꯀꯤ
কিখিবনা	ꯀꯤꯈꯤꯕꯅꯥ
কিজবী	ꯀꯤꯖꯕꯤ
কিজৈ	ꯀꯤꯖꯩ
কিদবা	ꯀꯤꯗꯕꯥ
কিদুনা	ꯀꯤꯗꯨꯅꯥ
কিদ্রে	ꯀꯤꯗꯔꯦ
কিনবা	ꯀꯤꯅꯕꯥ
কিনরম্মী	ꯀꯤꯅꯔꯝꯃꯤ
কিনরিবা	ꯀꯤꯅꯔꯤꯕꯥ
কিনরে	ꯀꯤꯅꯔꯦ
কিনা	ꯀꯤꯅꯥ
কিবদগী	ꯀꯤꯕꯗꯒꯤ
কিবদু	ꯀꯤꯕꯗꯨ
কিবনা	ꯀꯤꯕꯅꯥ
কিবসি	ꯀꯤꯕꯁꯤ
কিবা	ꯀꯤꯕꯥ
কিমন্খিদুনা	ꯀꯤꯃꯟꯈꯤꯗꯨꯅꯥ
কিমন্খিবদগী	ꯀꯤꯃꯟꯈꯤꯕꯗꯒꯤ
কিমন্খ্রদুনা	ꯀꯤꯃꯟꯈꯔ꯭ꯗꯨꯅꯥ
কিমন্দুনা	ꯀꯤꯃꯟꯗꯨꯅꯥ
কির	ꯀꯤꯔ
কিরক্লবোইরে	ꯀꯤꯔꯛꯂꯕꯣꯏꯔꯦ
কিরগা	ꯀꯤꯔꯒꯥ
কিলোমিটর	ꯀꯤꯂꯣꯃꯤꯇꯔ
কিলোমিতর	ꯀꯤꯂꯣꯃꯤꯇꯔ
কিলোমেতর	ꯀꯤꯂꯣꯃꯦꯇꯔ
কিশিন্নরে	ꯀꯤꯁꯤꯟꯅꯔꯦ
কিশিন্বা	ꯀꯤꯁꯤꯟꯕꯥ
কিশিল্লগা	ꯀꯤꯁꯤꯜꯂꯒꯥ
কিহােম	ꯀꯤꯍꯥꯦꯃ
কিহােম্নচিংবা	ꯀꯤꯍꯥꯦꯝꯅꯆꯤꯡꯕꯥ
কিহোম	ꯀꯤꯍꯣꯝ
কিহোম্	ꯀꯤꯍꯣꯝ
কিহোম্গী	ꯀꯤꯍꯣꯝꯒꯤ
কী	ꯀꯤ
কীন্থহৌরে	ꯀꯤꯟꯊꯍꯧꯔꯦ
কীমন্খ্রদুনা	ꯀꯤꯃꯟꯈꯔ꯭ꯗꯨꯅꯥ
কু	ꯀꯨ
কুইদনা	ꯀꯨꯏꯗꯅꯥ
কুইনা	ꯀꯨꯏꯅꯥ
কুইরপোত্নি	ꯀꯨꯏꯔꯄꯣꯠꯅꯤ
কুইরবনি	ꯀꯨꯏꯔꯕꯅꯤ
কুইরবোইরে	ꯀꯨꯏꯔꯕꯣꯏꯔꯦ
কুইরে	ꯀꯨꯏꯔꯦ
কুইরেদা	ꯀꯨꯏꯔꯦꯗꯥ
কুক্রু	ꯀꯨꯛꯔꯨ
কুচু	ꯀꯨꯆꯨ
কুত	ꯀꯨꯇ
কুত্	ꯀꯨꯠ
কুথি	ꯀꯨꯊꯤ
কুন	ꯀꯨꯅ
কুনতরুক	ꯀꯨꯅꯠꯔꯨꯀ
কুনতরেত	ꯀꯨꯅꯠꯔꯦꯇ
কুনথরমথোইদা	ꯀꯨꯅꯊꯔꯝꯊꯣꯏꯗꯥ
কুনথরহুমদোই	ꯀꯨꯅꯊꯔꯍꯨꯃꯗꯣꯏ
কুনথরা	ꯀꯨꯅꯊꯔꯥ
কুনথরামঙাগী	ꯀꯨꯅꯊꯔꯥꯃꯉꯥꯒꯤ
কুনথরামথোই	ꯀꯨꯅꯊꯔꯥꯃꯊꯣꯏ
কুনথ্রা	ꯀꯨꯅꯊꯔꯥ
কুনদগী	ꯀꯨꯅꯗꯒꯤ
কুননিথোই	ꯀꯨꯅꯅꯤꯊꯣꯏ
কুননিপান	ꯀꯨꯅꯅꯤꯄꯥꯅ
কুনমঙা	ꯀꯨꯅꯝꯉꯥ
কুনমঙাগী	ꯀꯨꯅꯝꯉꯥꯒꯤ
কুনমঙ্ঙা	ꯀꯨꯅꯝꯡꯉꯥ
কুনমথোই	ꯀꯨꯅꯝꯊꯣꯏ
কুনমথোইদগী	ꯀꯨꯅꯝꯊꯣꯏꯗꯒꯤ
কুনমপল	ꯀꯨꯅꯝꯄꯜ
কুনমপান	ꯀꯨꯅꯝꯄꯥꯅ
কুনমপাল	ꯀꯨꯅꯝꯄꯥꯂ
কুনমপালগী	ꯀꯨꯅꯝꯄꯥꯂꯒꯤ
কুনমরী	ꯀꯨꯅꯝꯔꯤ
কুনমাথোই	ꯀꯨꯟꯃꯥꯊꯣꯏ
কুনহুমদোই	ꯀꯨꯅꯍꯨꯃꯗꯣꯏ
কুনহুম্দোই	ꯀꯨꯅꯍꯨꯝꯗꯣꯏ
কুন্	ꯀꯨꯟ
কুন্জদা	ꯀꯨꯟꯖꯗꯥ
কুন্তরুক	ꯀꯨꯟꯇꯔꯨꯀ
কুন্তরেত	ꯀꯨꯟꯇꯔꯦꯇ
কুন্থরগা	ꯀꯨꯟꯊꯔꯒꯥ
কুন্থ্রা	ꯀꯨꯟꯊꯔꯥ
কুন্থ্রাগী	ꯀꯨꯟꯊꯔꯥꯒꯤ
কুন্থ্রাতরুক	ꯀꯨꯟꯊꯔꯥꯇꯔꯨꯀ
কুন্থ্রাতরেত	ꯀꯨꯟꯊꯔꯥꯇꯔꯦꯇ
কুন্থ্রানিথোই	ꯀꯨꯟꯊꯔꯥꯅꯤꯊꯣꯏ
কুন্থ্রানিপান	ꯀꯨꯟꯊꯔꯥꯅꯤꯄꯥꯅ
কুন্থ্রামঙ্ঙা	ꯀꯨꯟꯊꯔꯥꯃꯡꯉꯥ
কুন্থ্রামথোই	ꯀꯨꯟꯊꯔꯥꯃꯊꯣꯏ
কুন্থ্রামরি	ꯀꯨꯟꯊꯔꯥꯃꯔꯤ
কুন্থ্রামাথোই	ꯀꯨꯟꯊꯔꯥꯃꯥꯊꯣꯏ
কুন্থ্রামাথোইদা	ꯀꯨꯟꯊꯔꯥꯃꯥꯊꯣꯏꯗꯥ
কুন্থ্রাহুম্দোই	ꯀꯨꯟꯊꯔꯥꯍꯨꯝꯗꯣꯏ
কুন্দগী	ꯀꯨꯟꯗꯒꯤ
কুন্দুজ	ꯀꯨꯟꯗꯨꯖ
কুন্দোপা	ꯀꯨꯟꯗꯣꯄꯥ
কুন্নি	ꯀꯨꯟꯅꯤ
কুন্নিথোই	ꯀꯨꯟꯅꯤꯊꯣꯏ
কুন্নিপন	ꯀꯨꯟꯅꯤꯄꯟ
কুন্নিপান	ꯀꯨꯟꯅꯤꯄꯥꯅ
কুন্নিপান্দগী	ꯀꯨꯟꯅꯤꯄꯥꯟꯗꯒꯤ
কুন্মঙা	ꯀꯨꯟꯃꯉꯥ
কুন্মঙাদগী	ꯀꯨꯟꯃꯉꯥꯗꯒꯤ
কুন্মঙ্ঙা	ꯀꯨꯟꯃꯡꯉꯥ
কুন্মরি	ꯀꯨꯟꯃꯔꯤ
কুন্মাথোই	ꯀꯨꯟꯃꯥꯊꯣꯏ
কুন্মাপল	ꯀꯨꯟꯃꯥꯄꯜ
কুন্মাপলগী	ꯀꯨꯟꯃꯥꯄꯜꯒꯤ
কুন্রোম	ꯀꯨꯟꯔꯣꯃ
কুপ্তনা	ꯀꯨꯞꯇꯅꯥ
কুপ্না	ꯀꯨꯞꯅꯥ
কুপ্পদা	ꯀꯨꯞꯄꯗꯥ
কুপ্পা	ꯀꯨꯞꯄꯥ
কুপ্শিন্খ্রে	ꯀꯨꯞꯁꯤꯟꯈꯔꯦ
কুপ্শিল্লগা	ꯀꯨꯞꯁꯤꯜꯂꯒꯥ
কুফেত	ꯀꯨꯐꯦꯡꯇ
কুফেত্	ꯀꯨꯐꯦꯡꯠ
কুম	ꯀꯨꯃ
কুমওনদা	ꯀꯨꯝꯑꯣꯟꯗꯥ
কুম্খি	ꯀꯨꯝꯈꯤ
কুম্থখরে	ꯀꯨꯝꯊꯈꯔꯦ
কুম্থখিনবা	ꯀꯨꯝꯊꯈꯤꯅꯕꯥ
কুম্থখিবদা	ꯀꯨꯝꯊꯈꯤꯕꯗꯥ
কুম্থখিবা	ꯀꯨꯝꯊꯈꯤꯕꯥ
কুম্থখ্রিঙৈ	ꯀꯨꯝꯊꯈꯔꯤꯉꯩ
