অ	ꯑ
খুম্জিন্নৈ	ꯈꯨꯝꯖꯤꯟꯅꯩ
খুম্জিল্লগা	ꯈꯨꯝꯖꯤꯜꯂꯒꯥ
খুম্জৈ	ꯈꯨꯝꯖꯩ
খুম্দবা	ꯈꯨꯝꯗꯕꯥ
খুম্দরবা	ꯈꯨꯝꯗꯔꯕꯥ
খুম্দুনা	ꯈꯨꯝꯗꯨꯅꯥ
খুম্দোক্খ্রেদো	ꯈꯨꯝꯗꯣꯛꯈ꯭ꯔꯦꯗꯣ
খুম্নবগীদমক্তা	ꯈꯨꯝꯅꯕꯒꯤꯗꯃꯛꯇꯥ
খুম্নবা	ꯈꯨꯝꯅꯕꯥ
খুম্না	ꯈꯨꯝꯅꯥ
খুম্বগী	ꯈꯨꯝꯕꯒꯤ
খুম্বনা	ꯈꯨꯝꯕꯅꯥ
খুম্বা	ꯈꯨꯝꯕꯥ
খুম্বীদে	ꯈꯨꯝꯕꯤꯗꯦ
খুম্বীনবসু	ꯈꯨꯝꯕꯤꯅꯕꯁꯨ
খুম্বোইরে	ꯈꯨꯝꯕꯣꯢꯔꯦ
খুম্মক্ই	ꯈꯨꯝꯃꯛꯏ
খুম্মক্তরে	ꯈꯨꯝꯃꯛꯇꯔꯦ
খুম্মক্তারে	ꯈꯨꯝꯃꯛꯇꯥꯔꯦ
খুম্মক্পদা	ꯈꯨꯝꯃꯛꯄꯗꯥ
খুম্মক্পোইরে	ꯈꯨꯝꯃꯛꯄꯣꯢꯔꯦ
খুম্মম্দে	ꯈꯨꯝꯃꯝꯗꯦ
খুম্মি	ꯈꯨꯝꯃꯤ
খুম্মুরে	ꯈꯨꯝꯃꯨꯔꯦ
খুম্মে	ꯈꯨꯝꯃꯦ
খুম্মেদো	ꯈꯨꯝꯃꯦꯗꯣ
খুম্লকই	ꯈꯨꯝꯂꯛꯏ
খুম্লকৈ	ꯈꯨꯝꯂꯀꯩ
খুম্লক্ই	ꯈꯨꯝꯂꯛꯏ
খুম্লক্খি	ꯈꯨꯝꯂꯛꯈꯤ
খুম্লক্তে	ꯈꯨꯝꯂꯛꯇꯦ
খুম্লক্পদু	ꯈꯨꯝꯂꯛꯄꯗꯨ
খুম্লক্পোইরে	ꯈꯨꯝꯂꯛꯄꯣꯢꯔꯦ
খুম্লবদা	ꯈꯨꯝꯂꯕꯗꯥ
খুম্লম্দনা	ꯈꯨꯝꯂꯝꯗꯅꯥ
খুম্লম্দবা	ꯈꯨꯝꯂꯝꯗꯕꯥ
খুম্লম্লগা	ꯈꯨꯝꯂꯝꯂꯒꯥ
খুম্সি	ꯈꯨꯝꯁꯤ
খুরদা	ꯈꯨꯔꯗꯥ
খুরা	ꯈꯨꯔꯥ
খুরানা	ꯈꯨꯔꯥꯅꯥ
খুরাবু	ꯈꯨꯔꯥꯕꯨ
খুরাসু	ꯈꯨꯔꯥꯁꯨ
খুরু	ꯈꯨꯔꯨ
খুরুপ্	ꯈꯨꯔꯨꯞ
খুরুপ্থানা	ꯈꯨꯔꯨꯞꯊꯥꯅꯥ
খুরুম্জদুনা	ꯈꯨꯔꯨꯝꯖꯗꯨꯅꯥ
খুরুম্জবোইরে	ꯈꯨꯔꯨꯝꯖꯕꯣꯢꯔꯦ
খুরুম্জরক্ই	ꯈꯨꯔꯨꯝꯖꯔꯛꯏ
খুরুম্জরগা	ꯈꯨꯔꯨꯝꯖꯔꯒꯥ
খুরুম্জরি	ꯈꯨꯔꯨꯝꯖꯔꯤ
খুরুম্জরে	ꯈꯨꯔꯨꯝꯖꯔꯦ
খুরুম্জৈ	ꯈꯨꯔꯨꯝꯖꯩ
খুরুম্জৌ	ꯈꯨꯔꯨꯝꯖꯧ
খুরুম্দুনা	ꯈꯨꯔꯨꯝꯗꯨꯅꯥ
খুরুম্নবা	ꯈꯨꯔꯨꯝꯅꯕꯥ
খুরুম্বদগী	ꯈꯨꯔꯨꯝꯕꯗꯒꯤ
খুরুম্বদা	ꯈꯨꯔꯨꯝꯕꯗꯥ
খুরুম্বা	ꯈꯨꯔꯨꯝꯕꯥ
খুরুম্মম্লগা	ꯈꯨꯔꯨꯝꯃꯝꯂꯒꯥ
খুরুম্মুরগে	ꯈꯨꯔꯨꯝꯃꯨꯔꯒꯦ
খুরুম্লগা	ꯈꯨꯔꯨꯝꯂꯒꯥ
খুরুম্লম্লগা	ꯈꯨꯔꯨꯝꯂꯝꯂꯒꯥ
খুরৌ	ꯈꯨꯔꯧ
খুল	ꯈꯨꯜ
খুলগী	ꯈꯨꯜꯒꯤ
খুলশিংগী	ꯈꯨꯜꯁꯤꯡꯒꯤ
খুল্	ꯈꯨꯜ
খুল্দুদগী	ꯈꯨꯜꯗꯨꯗꯒꯤ
খুল্লক্ইবসিগী	ꯈꯨꯜꯂꯛꯏꯕꯁꯤꯒꯤ
খুল্লগা	ꯈꯨꯜꯂꯒꯥ
খুল্লা	ꯈꯨꯜꯂꯥ
খুল্লাক্পনা	ꯈꯨꯜꯂꯥꯛꯄꯅꯥ
খুল্লাক্পা	ꯈꯨꯜꯂꯥꯛꯄꯥ
খুল্লোক্পী	ꯈꯨꯜꯂꯣꯛꯄꯤ
খুল্লোক্পীগা	ꯈꯨꯜꯂꯣꯛꯄꯤꯒꯥ
খুল্লোক্পীনা	ꯈꯨꯜꯂꯣꯛꯄꯤꯅꯥ
খুল্লোক্পীবু	ꯈꯨꯜꯂꯣꯛꯄꯤꯕꯨ
খুশেম্দা	ꯈꯨꯁꯦꯝꯗꯥ
খুৎ	ꯈꯨꯠ
খুৎপু	ꯈꯨꯠꯄꯨ
খুৎলায়	ꯈꯨꯠꯂꯥꯢ
খুৎশগ্নরগা	ꯈꯨꯠꯁꯒꯅꯔꯒꯥ
খুৎশম্নদূনা	ꯈꯨꯠꯁꯝꯅꯗꯨꯅꯥ
খুৎশম্ননা	ꯈꯨꯠꯁꯝꯅꯅꯥ
খুয়া	ꯈꯨꯌꯥ
খূ	ꯈꯨ
খূত	ꯈꯨꯠ
খূত্	ꯈꯨꯠ
খূত্লিংবা	ꯈꯨꯠꯂꯤꯡꯕꯥ
খূদক্তা	ꯈꯨꯗꯛꯇꯥ
খূদপ	ꯈꯨꯗꯞ
খূদিং	ꯈꯨꯗꯤꯡ
খূদিংগী	ꯈꯨꯗꯤꯡꯒꯤ
খূদিংদদি	ꯈꯨꯗꯤꯡꯗꯗꯤ
খূদিংনা	ꯈꯨꯗꯤꯡꯅꯥ
খূদিংমক	ꯈꯨꯗꯤꯡꯃꯛ
খূদিংমক্	ꯈꯨꯗꯤꯡꯃꯛ
খূদুংগী	ꯈꯨꯗꯨꯡꯒꯤ
খূদুনা	ꯈꯨꯗꯨꯅꯥ
খূদুম্গী	ꯈꯨꯗꯨꯝꯒꯤ
খূনিংমুক	ꯈꯨꯅꯤꯡꯃꯨꯛ
খূবাক	ꯈꯨꯕꯥꯛ
খূবাক্	ꯈꯨꯕꯥꯛ
খূবাক্তা	ꯈꯨꯕꯥꯛꯇꯥ
খূবাক্ময়ি	ꯈꯨꯕꯥꯛꯃꯌꯤ
খূবাম	ꯈꯨꯕꯥꯝ
খূবাম্	ꯈꯨꯕꯥꯝ
খূম্বা	ꯈꯨꯝꯕꯥ
খৃষ্টিয়ান	ꯈ꯭ꯔꯤꯁꯇꯤꯌꯥꯟ
খেত্তোকো	ꯈꯦꯠꯇꯣꯀꯣ
খেত্তোক্এ	ꯈꯦꯠꯇꯣꯛꯑꯦ
খেত্নবা	ꯈꯦꯠꯅꯕꯥ
খেত্না	ꯈꯦꯠꯅꯥ
খেন্নদে	ꯈꯦꯟꯅꯗꯦ
খেন্নব	ꯈꯦꯟꯅꯕ
খেন্ফম	ꯈꯦꯟꯐꯝ
খোং	ꯈꯣꯡ
খোংদগী	ꯈꯣꯡꯗꯒꯤ
খোংদুনা	ꯈꯣꯡꯗꯨꯅꯥ
খোংদ্রুম	ꯈꯣꯡꯗ꯭ꯔꯨꯝ
খোংদ্রুম্	ꯈꯣꯡꯗ꯭ꯔꯨꯝ
খোংনা	ꯈꯣꯡꯅꯥ
খোংনাং	ꯈꯣꯡꯅꯥꯡ
খোংনাংদা	ꯈꯣꯡꯅꯥꯡꯗꯥ
খোংবদা	ꯈꯣꯡꯕꯗꯥ
খোংবা	ꯈꯣꯡꯕꯥ
খোংবান	ꯈꯣꯡꯕꯥꯟ
খোংবান্দা	ꯈꯣꯡꯕꯥꯟꯗꯥꯥ
খোংবাল	ꯈꯣꯡꯕꯥꯜ
খোংবাল্	ꯈꯣꯡꯕꯥꯜ
খোংমনুংদা	ꯈꯣꯡꯃꯅꯨꯡꯗꯥ
খোংলক্খি	ꯈꯣꯡꯂꯛꯈꯤ
খোংলক্পদা	ꯈꯣꯡꯂꯛꯄꯗꯥ
খোংলক্পসিদা	ꯈꯣꯡꯂꯛꯄꯁꯤꯗꯥ
খোংলক্পোইরে	ꯈꯣꯡꯂꯛꯄꯣꯢꯔꯦ
খোংলিবনি	ꯈꯣꯡꯂꯤꯕꯅꯤ
খোংলিবা	ꯈꯣꯡꯂꯤꯕꯥ
খোই	ꯈꯣꯢ
খোইখরে	ꯈꯣꯢꯈꯔꯦ
খোইগী	ꯈꯣꯢꯒꯤ
খোইঙাঙ	ꯈꯣꯢꯉꯥꯡ
খোইজৈ	ꯈꯣꯢꯖꯩ
খোইদা	ꯈꯣꯢꯗꯥ
খোইদুনা	ꯈꯣꯢꯗꯨꯅꯥ
খোইদুম	ꯈꯣꯢꯗꯨꯝ
খোইদুম্	ꯈꯣꯢꯗꯨꯝ
খোইবদুদা	ꯈꯣꯢꯕꯗꯨꯗꯥ
খোইবা	ꯈꯣꯢꯕꯥ
খোইবীনিংথৌ	ꯈꯣꯢꯕꯤꯅꯤꯡꯊꯧ
খোইবুনা	ꯈꯣꯢꯕꯨꯅꯥ
খোইমহুম	ꯈꯣꯢꯝꯍꯨꯝ
খোইরম্মু	ꯈꯣꯢꯔꯝꯃꯨ
খোইরিবা	ꯈꯣꯢꯔꯤꯕꯥ
খোইরীনচিংবা	ꯈꯣꯢꯔꯤꯅꯆꯤꯡꯕꯥ
খোইরুবা	ꯈꯣꯢꯔꯨꯕꯥ
খোইরুসি	ꯈꯣꯢꯔꯨꯁꯤ
খোইরেন	ꯈꯣꯢꯔꯦꯟ
খোইশিং	ꯈꯣꯢꯁꯤꯡ
খোইহী	ꯈꯣꯢꯍꯤ
খোইয়ুম	ꯈꯣꯢꯌꯨꯝ
খোক্তুনা	ꯈꯣꯛꯇꯨꯅꯥ
খোঙ	ꯈꯣꯡ
খোঙে	ꯈꯣꯉꯦ
খোঙ্	ꯈꯣꯡ
খোঙ্গাওনরম্লগা	ꯈꯣꯡꯒꯥꯎꯅꯔꯝꯂꯒꯥ
খোঙ্গুন্দি	ꯈꯣꯡꯒꯨꯟꯗꯤ
খোঙ্গুল	ꯈꯣꯡꯒꯨꯜ
খোঙ্গুল্	ꯈꯣꯡꯒꯨꯜ
খোঙ্গুল্লীরক্পদা	ꯈꯣꯡꯒꯨꯜꯂꯤꯔꯛꯄꯗꯥ
খোঙ্ঙক্কে	ꯈꯣꯡꯉꯛꯀꯦ
খোঙ্চত	ꯈꯣꯡꯆꯠ
খোঙ্চত্কী	ꯈꯣꯡꯆꯠꯀꯤ
খোঙ্দারক্লে	ꯈꯣꯡꯗꯥꯔꯛꯂꯦ
খোঙ্দোংলে	ꯈꯣꯡꯗꯣꯡꯂꯦ
খোঙ্নুংদা	ꯈꯣꯡꯅꯨꯡꯗꯥ
খোঙ্ফম	ꯈꯣꯡꯐꯝ
খোঙ্মান	ꯈꯣꯡꯃꯥꯟ
খোঙ্মী	ꯈꯣꯡꯃꯤ
খোঙ্লুবদসু	ꯈꯣꯡꯂꯨꯕꯗꯁꯨ
খোঙ্লৈ	ꯈꯣꯡꯂꯩ
খোঙ্শান্খরে	ꯈꯣꯡꯁꯥꯟꯈꯔꯦ
খোঙ্শান্খ্রে	ꯈꯣꯡꯁꯥꯟꯈ꯭ꯔꯦ
খোঙ্শান্নবা	ꯈꯣꯡꯁꯥꯟꯅꯕꯥ
খোঙ্শাল্লক্ই	ꯈꯣꯡꯁꯥꯜꯂꯛꯏ
খোঙ্শাল্লক্এ	ꯈꯣꯡꯁꯥꯜꯂꯛꯑꯦ
খোঙ্শাল্লক্খি	ꯈꯣꯡꯁꯥꯜꯂꯛꯈꯤ
খোঙ্শাল্লক্পনা	ꯈꯣꯡꯁꯥꯜꯂꯛꯄꯅꯥ
খোঙ্শাল্লক্লে	ꯈꯣꯡꯁꯥꯜꯂꯛꯂꯦ
খোঙ্হাম্বুন্দা	ꯈꯣꯡꯍꯥꯝꯕꯨꯟꯗꯥ
খোঙ্হাম্বুন্দু	ꯈꯣꯡꯍꯥꯝꯕꯨꯟꯗꯨ
খোঙ্হাম্বুন্বুদি	ꯈꯣꯡꯍꯥꯝꯕꯨꯟꯕꯨꯗꯤ
খোঙ্হাম্বুল	ꯈꯣꯡꯍꯥꯝꯕꯨꯜ
খোঙ্হাম্বুল্	ꯈꯣꯡꯍꯥꯝꯕꯨꯜ
খোত্চিন্দুনা	ꯈꯣꯠꯆꯤꯟꯗꯨꯅꯥ
খোত্চিন্নদুনা	ꯈꯣꯠꯆꯤꯟꯅꯗꯨꯅꯥ
খোত্তুনা	ꯈꯣꯠꯇꯨꯅꯥ
খোত্তোক্চরগা	ꯈꯣꯠꯇꯣꯛꯆꯔꯒꯥ
খোত্তোক্তুনা	ꯈꯣꯠꯇꯣꯛꯇꯨꯅꯥ
খোত্তোক্লগা	ꯈꯣꯠꯇꯣꯀꯂꯒꯥ
খোত্তোক্লে	ꯈꯣꯠꯇꯣꯛꯂꯦ
খোত্নরবা	ꯈꯣꯠꯅꯔꯕꯥ
খোত্না	ꯈꯣꯠꯅꯥ
খোত্পা	ꯈꯣꯠꯄꯥ
খোত্লক্পদসু	ꯈꯣꯠꯂꯛꯄꯗꯁꯨ
খোন্গে	ꯈꯣꯟꯒꯦ
খোন্গেল্গা	ꯈꯣꯟꯒꯦꯜꯒꯥ
খোন্জেল	ꯈꯣꯟꯖꯦꯜ
খোন্জেল্	ꯈꯣꯟꯖꯦꯜ
খোন্জেল্গী	ꯈꯣꯟꯖꯦꯜꯒꯤ
খোন্জেল্দি	ꯈꯣꯟꯖꯦꯜꯗꯤ
খোন্জেল্না	ꯈꯣꯟꯖꯦꯜꯅꯥ
খোন্জেল্নো	ꯈꯣꯟꯖꯦꯜꯅꯣ
খোন্জেল্বু	ꯈꯣꯟꯖꯦꯜꯕꯨ
খোন্থোক	ꯈꯣꯟꯊꯣꯛ
খোন্থোক্	ꯈꯣꯟꯊꯣꯛ
খোন্দুনা	ꯈꯣꯟꯗꯨꯅꯥ
খোন্দে	ꯈꯣꯟꯗꯦ
খোন্ফম	ꯈꯣꯟꯐꯝ
খোন্ফম্	ꯈꯣꯟꯐꯝ
খোন্ফম্দি	ꯈꯣꯟꯐꯝꯗꯤ
খোন্বদি	ꯈꯣꯟꯕꯗꯤ
খোন্বনি	ꯈꯣꯟꯕꯅꯤ
খোন্বা	ꯈꯣꯟꯕꯥ
খোম্	ꯈꯣꯝ
খোম্গী	ꯈꯣꯝꯒꯤ
খোম্জিল্লগা	ꯈꯣꯝꯖꯤꯜꯂꯒꯥ
খোম্জিল্লিঙৈদা	ꯈꯣꯝꯖꯤꯜꯂꯤꯉꯩꯗꯥ
খোম্বগী	ꯈꯣꯝꯕꯒꯤ
খোম্বা	ꯈꯣꯝꯕꯥ
খোম্লাং	ꯈꯣꯝꯂꯥꯡ
খোম্লি	ꯈꯣꯝꯂꯤ
খোম্লেদো	ꯈꯣꯝꯂꯦꯗꯣ
খোল্লক্পদা	ꯈꯣꯜꯂꯛꯄꯗꯥ
খোল্লক্পবু	ꯈꯣꯜꯂꯛꯄꯕꯨ
খোল্লবদা	ꯈꯣꯜꯂꯕꯗꯥ
খোল্লাউ	ꯈꯣꯜꯂꯥꯎ
খোল্লাউগা	ꯈꯣꯜꯂꯥꯎꯒꯥ
খোল্লুবদা	ꯈꯣꯜꯂꯨꯕꯗꯥ
খোল্লুরে	ꯈꯣꯜꯂꯨꯔꯦ
খোল্লুসি	ꯈꯣꯜꯂꯨꯁꯤ
খোল্লে	ꯈꯣꯜꯂꯦ
খোল্লো	ꯈꯣꯜꯂꯣ
খোয়শাউনবনা	ꯈꯣꯢꯁꯥꯎꯟꯕꯅꯥ
খোয়্গী	ꯈꯣꯢꯒꯤ
খোয়্জেল	ꯈꯣꯢꯖꯦꯜ
খোয়্দারবোইরে	ꯈꯣꯢꯗꯥꯔꯕꯣꯢꯔꯦ
খোয়্দৌ	ꯈꯣꯢꯗꯧ
খোয়্দ্রাংবা	ꯈꯣꯢꯗ꯭ꯔꯥꯡꯕꯥ
খোয়্দ্রিং	ꯈꯣꯢꯗ꯭ꯔꯤꯡ
খোয়্বুদা	ꯈꯣꯢꯕꯨꯗꯥ
খোয়্বুদুনা	ꯈꯣꯢꯕꯨꯗꯨꯅꯥ
খোয়্শাউনবনা	ꯈꯣꯢꯁꯥꯎꯟꯕꯅꯥ
খোয়্সিদি	ꯈꯣꯢꯁꯤꯗꯤ
খৌপুমগী	ꯈꯧꯄꯨꯃꯒꯤ
খৌপুমদা	ꯈꯧꯄꯨꯝꯗꯥ
খৌপুম্	ꯈꯧꯄꯨꯝ
খৌপুম্গী	ꯈꯧꯄꯨꯝꯒꯤ
খৌফম	ꯈꯧꯐꯝ
খৌরংনা	ꯈꯧꯔꯪꯅꯥ
খৌরাংঙবোইরে	ꯈꯧꯔꯥꯡꯉꯕꯣꯢꯔꯦ
খৌরাংবদু	ꯈꯧꯔꯥꯡꯕꯗꯨ
খৌরাংবনদি	ꯈꯧꯔꯥꯡꯕꯟꯗꯤ
খৌরাংবনা	ꯈꯧꯔꯥꯡꯕꯅꯥ
খৌরাংবা	ꯈꯧꯔꯥꯡꯕꯥ
খ্বাইদগী	ꯈ꯭ꯋꯥꯢꯗꯒꯤ
খ্রেনশিংনা	ꯈ꯭ꯔꯦꯅꯁꯤꯡꯅꯥ
খ্ৱাং	ꯈ꯭ꯋꯥꯡ
খ্ৱাইগী	ꯈ꯭ꯋꯥꯢꯒꯤ
খ্ৱাইদগী	ꯈ꯭ꯋꯥꯢꯗꯒꯤ
খ্ৱাইনিংথৌ	ꯈ꯭ꯋꯥꯢꯅꯤꯡꯊꯧ
খ্ৱাঙ	ꯈ꯭ꯋꯥꯡ
খ্ৱাঙ্দা	ꯈ꯭ꯋꯥꯡꯗꯥ
খ্ৱাঙ্নি	ꯈ꯭ꯋꯥꯡꯅꯤ
খ্ৱায়্গী	ꯈ꯭ꯋꯥꯢꯒꯤ
খয়াত্তা	ꯈꯌꯥꯠꯇꯥ
খয়োম	ꯈꯌꯣꯃ
খয়োম্	ꯈꯌꯣꯝ
খৱাইগী	ꯈꯋꯥꯢꯒꯤ
খৱাইদগী	ꯈꯋꯥꯢꯗꯒꯤ
খৱাইরন্বন্দ	ꯈꯋꯥꯢꯔꯟꯕꯟ꯭ꯗ
খৱাইরম্বম	ꯈꯋꯥꯢꯔꯝꯕꯝ
খৱায়্দগী	ꯈꯋꯥꯢꯗꯒꯤ
গদা	ꯒꯗꯥ
গদাধর্	ꯒꯗꯥꯙꯔ
গদাধর্না	ꯒꯗꯥꯙꯔꯅꯥ
গদাধর্বু	ꯒꯗꯥꯙꯔꯕꯨ
গদাধর্সু	ꯒꯗꯥꯙꯔꯁꯨ
গদ্রক	ꯒꯗ꯭ꯔꯛ
গধা	ꯒꯙꯥ
গনেশ	ꯒꯅꯦꯁ
গবর্গমেন্ট	ꯒꯕꯔ꯭ꯒꯃꯦꯟ꯭ꯇ
গবর্গমেন্টকি	ꯒꯕꯔ꯭ꯒꯃꯦꯟ꯭ꯇꯀꯤ
গবর্গমেন্টনা	ꯒꯕꯔ꯭ꯒꯃꯦꯟ꯭ꯇꯅꯥ
গবর্ণমেন্টকী	ꯒꯕꯔ꯭ꯅꯃꯦꯟ꯭ꯇꯀꯤ
গবর্ণর	ꯒꯕꯔꯅꯔ
গবর্ণামন্টকি	ꯒꯕꯔꯅꯥꯃꯟ꯭ꯇꯀꯤ
গবর্ণামন্টনা	ꯒꯕꯔꯅꯥꯃꯟ꯭ꯇꯅꯥ
গবর্নমেন্তনা	ꯒꯕꯔꯅꯃꯦꯟ꯭ꯇꯅꯥ
গবর্নমেন্ত্	ꯒꯕꯔꯅꯃꯦꯟ꯭ꯇ
গবর্মেন্তকী	ꯒꯕꯔꯃꯦꯟ꯭ꯇꯀꯤ
গভর্নর	ꯒꯚꯔꯅꯔ
গভর্মেন	ꯒꯚꯔꯃꯦꯟ
গর্বাইন	ꯒꯔꯕꯥꯢꯟ
গা	ꯒꯥ
গাইখাঙম	ꯒꯥꯢꯈꯥꯉꯝ
গাইখাঙমগী	ꯒꯥꯢꯈꯥꯉꯝꯒꯤ
গাইত্রি	ꯒꯥꯢꯇ꯭ꯔꯤ
গাইথাঙম	ꯒꯥꯢꯊꯥꯉꯝ
গাইথাঙমগী	ꯒꯥꯢꯊꯥꯉꯝꯒꯤ
গাড়ী	ꯒꯥꯔꯤ
গাড়ীশিং	ꯒꯥꯔꯤꯁꯤꯡ
গাডী	ꯒꯥꯗꯤ
গাডীশিংদা	ꯒꯥꯗꯤꯁꯤꯡꯗꯥ
গারি	ꯒꯥꯔꯤ
গারী	ꯒꯥꯔꯤ
গারীশিংবূ	ꯒꯥꯔꯤꯁꯤꯡꯕꯨ
গিরিনা	ꯒꯤꯔꯤꯅꯥ
গিয়ান্	ꯒꯤꯌꯥꯟ
গী	ꯒꯤ
গুইতেনা	ꯒꯨꯢꯇꯦꯅꯥ
গুইলেং	ꯒꯨꯢꯂꯦꯡ
গুইলেংগী	ꯒꯨꯢꯂꯦꯡꯒꯤ
গুইলেংদী	ꯒꯨꯢꯂꯦꯡꯗꯤ
গুইলেংদো	ꯒꯨꯢꯂꯦꯡꯗꯣ
গুইলেংনা	ꯒꯨꯢꯂꯦꯡꯅꯥ
গুইলেংবু	ꯒꯨꯢꯂꯦꯡꯕꯨ
গুদৱারা	ꯒꯨꯗꯋꯥꯔꯥ
গুন	ꯒꯨꯟ
গুন্দ্রং	ꯒꯨꯟꯗ꯭ꯔꯪ
গুন্দ্রংদগী	ꯒꯨꯟꯗ꯭ꯔꯪꯗꯒꯤ
গুন্দ্রংদা	ꯒꯨꯟꯗ꯭ꯔꯪꯗꯥ
গুম্না	ꯒꯨꯝꯅꯥ
গুম্বগা	ꯒꯨꯝꯕꯒꯥ
গুরপুরব	ꯒꯨꯔꯄꯨꯔꯕ
গুরু	ꯒꯨꯔꯨ
গুরুগী	ꯒꯨꯔꯨꯒꯤ
গুরুদগী	ꯒꯨꯔꯨꯗꯒꯤ
গুরুদেব্গীদা	ꯒꯨꯔꯨꯗꯦꯕꯒꯤꯗꯥ
গুরুনা	ꯒꯨꯔꯨꯅꯥ
গুরুবু	ꯒꯨꯔꯨꯕꯨ
গুরুশিং	ꯒꯨꯔꯨꯁꯤꯡ
গুরুশিদবগী	ꯒꯨꯔꯨꯁꯤꯗꯕꯒꯤ
গুরুশিদবা	ꯒꯨꯔꯨꯁꯤꯗꯕꯥ
গুলিগা	ꯒꯨꯂꯤꯒꯥ
গেট	ꯒꯦꯠ
গেত্তা	ꯒꯦꯠꯇꯥ
গেন্ত	ꯒꯦꯟ꯭ꯇ
গেরৱা	ꯒꯦꯔꯋꯥ
গেষ্ট	ꯒꯦꯁ꯭ꯇ
গেস্ত	ꯒꯦꯁ꯭ꯇ
গেস্ত্	ꯒꯦꯁ꯭ꯇ
গোডাবরিগী	ꯒꯣꯗꯥꯕꯔꯤꯒꯤ
গোধধোর	ꯒꯣꯙꯙꯣꯔ
গোধধোর্	ꯒꯣꯙꯙꯣꯔ
গোধধোর্না	ꯒꯣꯙꯙꯣꯔꯅꯥ
গোধধোর্বু	ꯒꯣꯙꯙꯣꯔꯕꯨ
গোধধোর্সু	ꯒꯣꯙꯙꯣꯔꯁꯨ
গোধাধোন্দু	ꯒꯣꯙꯥꯙꯣꯟꯗꯨ
গোল	ꯒꯣꯜ
গোলশিং	ꯒꯣꯂꯁꯤꯡ
গোলাঘাটদা	ꯒꯣꯂꯥꯘꯥꯇꯗꯥ
গ্রাউন্দ	ꯒ꯭ꯔꯥꯎꯟ꯭ꯗ
গ্রাউন্দদা	ꯒ꯭ꯔꯥꯎꯟ꯭ꯗꯗꯥ
গ্রীন	ꯒ꯭ꯔꯤꯟ
গ্রুপ	ꯒ꯭ꯔꯨꯞ
গ্রুপকী	ꯒ꯭ꯔꯨꯞꯀꯤ
গ্রেনেদ	ꯒ꯭ꯔꯦꯅꯦꯗ
গ্রোং	ꯒ꯭ꯔꯣꯡ
গ্য়ান	ꯒꯌꯥꯟ
গ্য়ান্	ꯒꯌꯥꯟ
গ্ৱাই	ꯒ꯭ꯋꯥꯢ
ঘীন্	ꯘꯤꯟ
ঘীন্তাং	ꯘꯤꯟꯇꯥꯡ
ঙংখাই	ꯉꯪꯈꯥꯢ
ঙংখৈ	ꯉꯪꯈꯩ
ঙংদুনা	ꯉꯪꯗꯨꯅꯥ
ঙংলক্পদা	ꯉꯪꯂꯛꯄꯗꯥ
ঙংলগা	ꯉꯪꯂꯒꯥ
ঙংলদুনা	ꯉꯪꯂꯗꯨꯅꯥ
ঙংলুববু	ꯉꯪꯂꯨꯕꯕꯨ
ঙক্খরবোইরে	ꯉꯛꯈꯔꯕꯣꯢꯔꯦ
ঙক্খ্রবোইরে	ꯉꯛꯈ꯭ꯔꯕꯣꯢꯔꯦ
ঙক্খ্রে	ꯉꯛꯈ꯭ꯔꯦ
ঙক্চাওথেক্পা	ꯉꯛꯆꯥꯎꯊꯦꯛꯄꯥ
ঙক্তা	ꯉꯛꯇꯥ
ঙক্তুনা	ꯉꯛꯇꯨꯅꯥ
ঙক্ত্রা	ꯉꯛꯇ꯭ꯔꯥ
ঙক্থী	ꯉꯛꯊꯤ
ঙক্নখ্রে	ꯉꯛꯅꯈ꯭ꯔꯦ
ঙক্না	ꯉꯛꯅꯥ
ঙক্নৈ	ꯉꯛꯅꯩ
ঙক্পগী	ꯉꯛꯄꯒꯤ
ঙক্পদা	ꯉꯛꯄꯗꯥ
ঙক্পনা	ꯉꯛꯄꯅꯥ
ঙক্পা	ꯉꯛꯄꯥ
ঙক্রা	ꯉꯀ꯭ꯔꯥ
ঙক্লদুনা	ꯉꯛꯂꯗꯨꯅꯥ
ঙক্ললদুনা	ꯉꯛꯂꯜꯗꯨꯅꯥ
ঙক্লে	ꯉꯛꯂꯦ
ঙখা	ꯉꯈꯥ
ঙঙ্বা	ꯉꯪꯕꯥ
ঙন্তা	ꯉꯟꯇꯥ
ঙন্তাদগী	ꯉꯟꯇꯥꯗꯒꯤ
ঙন্না	ꯉꯟꯅꯥ
ঙন্বা	ꯉꯟꯕꯥ
ঙবোংদুনা	ꯉꯕꯣꯡꯗꯨꯅꯥ
ঙমখি	ꯉꯝꯈꯤ
ঙমখৈ	ꯉꯝꯈꯩ
ঙমখৈদা	ꯉꯝꯈꯩꯗꯥ
ঙমখৈশিংদা	ꯉꯝꯈꯩꯁꯤꯡꯗꯥ
ঙমখ্রে	ꯉꯝꯈ꯭ꯔꯦ
ঙমগনি	ꯉꯝꯒꯅꯤ
ঙমদনা	ꯉꯝꯗꯅꯥ
ঙমদবা	ꯉꯝꯗꯕꯥ
ঙমদে	ꯉꯝꯗꯦ
ঙমদ্রি	ꯉꯝꯗ꯭ꯔꯤ
ঙমিদগী	ꯉꯃꯤꯗꯒꯤ
ঙমী	ꯉꯃꯤ
ঙমু	ꯉꯃꯨ
ঙম্ই	ꯉꯝꯏ
