অ	ꯑ
চে	ꯆꯦ
চেং	ꯆꯦꯡ
চেংগী	ꯆꯦꯡꯒꯤ
চেংগুম	ꯆꯦꯡꯒꯨꯝ
চেংলৈ	ꯆꯦꯡꯂꯩ
চেক	ꯆꯦꯛ
চেকঅপ	ꯆꯦꯛꯑꯞ
চেকশিন	ꯆꯦꯛꯁꯤꯟ
চেকশিনগদবা	ꯆꯦꯛꯁꯤꯟꯒꯗꯕ
চেকশিনদবা	ꯆꯦꯛꯁꯤꯟꯗꯕ
চেকশিনবগা	ꯆꯦꯛꯁꯤꯟꯕꯒ
চেকশিনবগী	ꯆꯦꯛꯁꯤꯟꯕꯒꯤ
চেকশিনবা	ꯆꯦꯛꯁꯤꯟꯕ
চেকশিন্নবা	ꯆꯦꯛꯁꯤꯟꯅꯕ
চেকশিন্না	ꯆꯦꯛꯁꯤꯟꯅ
চেকশিল্লবা	ꯆꯦꯛꯁꯤꯜꯂꯕ
চেক্লা	ꯆꯦꯛꯂꯥ
চেগী	ꯆꯦꯒꯤ
চেঙ	ꯆꯦꯉ
চেঞ্জ	ꯆꯦꯟꯖ
চেঞ্জগা	ꯆꯦꯟꯖꯒ
চেঞ্জগী	ꯆꯦꯟꯖꯒꯤ
চেঞ্জতা	ꯆꯦꯟꯖꯇ
চেঞ্জনা	ꯆꯦꯟꯖꯅ
চেন	ꯆꯦꯟ
চেনখি	ꯆꯦꯟꯈꯤ
চেনখিবা	ꯆꯦꯟꯈꯤꯕ
চেনগনি	ꯆꯦꯟꯒꯅꯤ
চেনবগা	ꯆꯦꯟꯕꯒ
চেনবগী	ꯆꯦꯟꯕꯒꯤ
চেনবদা	ꯆꯦꯟꯕꯗ
চেনবা	ꯆꯦꯟꯕ
চেনবী	ꯆꯦꯟꯕꯤ
চেনশিন	ꯆꯦꯟꯁꯤꯟ
চেনশিল্লকপা	ꯆꯦꯟꯁꯤꯜꯂꯛꯄ
চেনা	ꯆꯦꯅꯥ
চেনেল	ꯆꯦꯅꯦꯜ
চেনেলদা	ꯆꯦꯅꯦꯜꯗ
চেনেলশিং	ꯆꯦꯅꯦꯜꯁꯤꯡ
চেনেলশিংদা	ꯆꯦꯅꯦꯜꯁꯤꯡꯗ
চেন্থরকপা	ꯆꯦꯟꯊꯔꯛꯄ
চেন্দবা	ꯆꯦꯟꯗꯕꯥ
চেন্দুনা	ꯆꯦꯟꯗꯨꯅꯥ
চেন্নদ্রে	ꯆꯦꯟꯅꯗ꯭ꯔꯦ
চেন্নবনি	ꯆꯦꯟꯅꯕꯅꯤ
চেন্নবশিং	ꯆꯦꯟꯅꯕꯁꯤꯡ
চেন্নবা	ꯆꯦꯟꯅꯕ
চেন্নরিবশিং	ꯆꯦꯟꯅꯔꯤꯕꯁꯤꯡ
চেন্নরিবা	ꯆꯦꯟꯅꯔꯤꯕ
চেন্নরে	ꯆꯦꯟꯅꯔꯦ
চেন্না	ꯆꯦꯟꯅꯥ
চেন্নাই	ꯆꯦꯟꯅꯥꯢ
চেন্নাইগী	ꯆꯦꯟꯅꯥꯢꯒꯤ
চেন্নাইদা	ꯆꯦꯟꯅꯥꯢꯗ
চেন্নেল	ꯆꯦꯟꯅꯦꯜ
চেন্নেলদা	ꯆꯦꯟꯅꯦꯜꯗ
চেন্নেলশিং	ꯆꯦꯟꯅꯦꯜꯁꯤꯡ
চেন্নৈ	ꯆꯦꯟꯅꯩ
চেম্পিয়ন	ꯆꯦꯝꯄꯤꯌꯟ
চেম্পিয়নসিপ	ꯆꯦꯝꯄꯤꯌꯟꯁꯤꯞ
চেম্বর	ꯆꯦꯝꯕꯔ
চেম্বরদা	ꯆꯦꯝꯕꯔꯗ
চেরেল	ꯆꯦꯔꯦꯜ
চেলহল্লি	ꯆꯦꯜꯍꯜꯂꯤ
চেলেঞ্জ	ꯆꯦꯂꯦꯟꯖ
চেল্লকপা	ꯆꯦꯜꯂꯛꯄ
চেল্লগা	ꯆꯦꯜꯂꯒꯥ
চেল্লম্বা	ꯆꯦꯜꯂꯝꯕ
চেল্লি	ꯆꯦꯜꯂꯤ
চেল্লিবসি	ꯆꯦꯜꯂꯤꯕꯁꯤ
চেল্লিবা	ꯆꯦꯜꯂꯤꯕ
চেল্লে	ꯆꯦꯜꯂꯦ
চেল্লেঞ্জ	ꯆꯦꯜꯂꯦꯟꯖ
চেশিংদা	ꯆꯦꯁꯤꯡꯗ
চেৎনা	ꯆꯦꯠꯅ
চেৎপা	ꯆꯦꯠꯄ
চৈ	ꯆꯩ
চৈখি	ꯆꯩꯈꯤ
চৈগী	ꯆꯩꯒꯤ
চৈথেং	ꯆꯩꯊꯦꯡ
চৈথেংগী	ꯆꯩꯊꯦꯡꯒꯤ
চৈথেংদগী	ꯆꯩꯊꯦꯡꯗꯒꯤ
চৈথেংনা	ꯆꯩꯊꯦꯡꯅ
চৈদুনা	ꯆꯩꯗꯨꯅꯥ
চৈনবগী	ꯆꯩꯅꯕꯒꯤ
চৈনবনা	ꯆꯩꯅꯕꯅ
চৈনা	ꯆꯩꯅꯥ
চৈবনা	ꯆꯩꯕꯅꯥ
চৈবা	ꯆꯩꯕ
চৈরক	ꯆꯩꯔꯛ
চৈরাও	ꯆꯩꯔꯥꯎ
চৈরাওবা	ꯆꯩꯔꯥꯎꯕ
চৈরাক	ꯆꯩꯔꯥꯛ
চৈশিং	ꯆꯩꯁꯤꯡ
চ্যেক	ꯆꯦꯛ
চ্যেন	ꯆꯦꯟ
চৎ	ꯆꯠ
চৎকদগে	ꯆꯠꯀꯗꯒꯦ
চৎকদবনি	ꯆꯠꯀꯗꯕꯅꯤ
চৎকদবা	ꯆꯠꯀꯗꯕ
চৎকনি	ꯆꯠꯀꯅꯤ
চৎখি	ꯆꯠꯈꯤ
চৎখিগদবা	ꯆꯠꯈꯤꯒꯗꯕ
চৎখিদুনা	ꯆꯠꯈꯤꯗꯨꯅ
চৎখিদে	ꯆꯠꯈꯤꯗꯦ
চৎখিবদি	ꯆꯠꯈꯤꯕꯗꯤ
চৎখিবনি	ꯆꯠꯈꯤꯕꯅꯤ
চৎখিবা	ꯆꯠꯈꯤꯕ
চৎখ্রবা	ꯆꯠꯈ꯭ꯔꯕ
চৎখ্রে	ꯆꯠꯈ꯭ꯔꯦ
চৎচবা	ꯆꯠꯆꯕ
চৎতনবা	ꯆꯠꯇꯅꯕ
চৎতবা	ꯆꯠꯇꯕ
চৎতুনা	ꯆꯠꯇꯨꯅ
চৎথরক্লিবা	ꯆꯠꯊꯔꯛꯂꯤꯕ
চৎথরিবা	ꯆꯠꯊꯔꯤꯕ
চৎন	ꯆꯠꯅ
চৎনখি	ꯆꯠꯅꯈꯤ
চৎনখিবা	ꯆꯠꯅꯈꯤꯕ
চৎনগদবা	ꯆꯠꯅꯒꯗꯕ
চৎনগনি	ꯆꯠꯅꯒꯅꯤ
চৎনদুনা	ꯆꯠꯅꯗꯨꯅ
চৎনদ্রে	ꯆꯠꯅꯗ꯭ꯔꯦ
চৎননবগী	ꯆꯠꯅꯅꯕꯒꯤ
চৎননবা	ꯆꯠꯅꯅꯕ
চৎনবগী	ꯆꯠꯅꯕꯒꯤ
চৎনবগীদমক	ꯆꯠꯅꯕꯒꯤꯗꯃꯛ
চৎনবসু	ꯆꯠꯅꯕꯁꯨ
চৎনবা	ꯆꯠꯅꯕ
চৎনবী	ꯆꯠꯅꯕꯤ
চৎনবীগা	ꯆꯠꯅꯕꯤꯒ
চৎনবীগী	ꯆꯠꯅꯕꯤꯒꯤ
চৎনবীনা	ꯆꯠꯅꯕꯤꯅ
চৎনবীনি	ꯆꯠꯅꯕꯤꯅꯤ
চৎনরক্লবা	ꯆꯠꯅꯔꯛꯂꯕ
চৎনরগনি	ꯆꯠꯅꯔꯒꯅꯤ
চৎনরম্বা	ꯆꯠꯅꯔꯝꯕ
চৎনরি	ꯆꯠꯅꯔꯤ
চৎনরিঙৈ	ꯆꯠꯅꯔꯤꯉꯩ
চৎনরিবা	ꯆꯠꯅꯔꯤꯕ
চৎনরে	ꯆꯠꯅꯔꯦ
চৎনহনখিবা	ꯆꯠꯅꯍꯟꯈꯤꯕ
চৎনহনগদবনি	ꯆꯠꯅꯍꯟꯒꯗꯕꯅꯤ
চৎনহনগনি	ꯆꯠꯅꯍꯟꯒꯅꯤ
চৎনহনবগী	ꯆꯠꯅꯍꯟꯕꯒꯤ
চৎনহনবা	ꯆꯠꯅꯍꯟꯕ
চৎনহন্দনবা	ꯆꯠꯅꯍꯟꯗꯅꯕ
চৎনহন্দনা	ꯆꯠꯅꯍꯟꯗꯅ
চৎনহন্ননবা	ꯆꯠꯅꯍꯟꯅꯅꯕ
চৎনহন্নবগী	ꯆꯠꯅꯍꯟꯅꯕꯒꯤ
চৎনহন্নবসু	ꯆꯠꯅꯍꯟꯅꯕꯁꯨ
চৎনহন্নবা	ꯆꯠꯅꯍꯟꯅꯕ
চৎনহল্লি	ꯆꯠꯅꯍꯜꯂꯤ
চৎনহল্লু	ꯆꯠꯅꯍꯜꯂꯨ
চৎনা	ꯆꯠꯅ
চৎপগা	ꯆꯠꯄꯒ
চৎপগী	ꯆꯠꯄꯒꯤ
চৎপদগী	ꯆꯠꯄꯗꯒꯤ
চৎপদা	ꯆꯠꯄꯗ
চৎপনা	ꯆꯠꯄꯅ
চৎপনি	ꯆꯠꯄꯅꯤ
চৎপবু	ꯆꯠꯄꯕꯨ
চৎপসু	ꯆꯠꯄꯁꯨ
চৎপা	ꯆꯠꯄ
চৎপাগী	ꯆꯠꯄꯒꯤ
চৎপীবা	ꯆꯠꯄꯤꯕ
চৎপীয়ু	ꯆꯠꯄꯤꯌꯨ
চৎমিন্নদুনা	ꯆꯠꯃꯤꯟꯅꯗꯨꯅ
চৎমিন্ননবা	ꯆꯠꯃꯤꯟꯅꯅꯕ
চৎমিন্নবগী	ꯆꯠꯃꯤꯟꯅꯕꯒꯤ
চৎমিন্নবা	ꯆꯠꯃꯤꯟꯅꯕ
চৎমিন্নরি	ꯆꯠꯃꯤꯟꯅꯔꯤ
চৎমিন্নরিবা	ꯆꯠꯃꯤꯟꯅꯔꯤꯕ
চৎমীন্নবা	ꯆꯠꯃꯤꯟꯅꯕ
চৎলগনি	ꯆꯠꯂꯒꯅꯤ
চৎলগা	ꯆꯠꯂꯒ
চৎলবদি	ꯆꯠꯂꯕꯗꯤ
চৎলবা	ꯆꯠꯂꯕ
চৎলম্বা	ꯆꯠꯂꯝꯕ
চৎলম্মী	ꯆꯠꯂꯝꯃꯤ
চৎলসি	ꯆꯠꯂꯁꯤ
চৎলি	ꯆꯠꯂꯤ
চৎলিঙৈদা	ꯆꯠꯂꯤꯉꯩꯗ
চৎলিবা	ꯆꯠꯂꯤꯕ
চৎলিব্রা	ꯆꯠꯂꯤꯕ꯭ꯔ
চৎলুদবা	ꯆꯠꯂꯨꯗꯕ
চৎলুবগী	ꯆꯠꯂꯨꯕꯒꯤ
চৎলুবনি	ꯆꯠꯂꯨꯕꯅꯤ
চৎলুবা	ꯆꯠꯂꯨꯕ
চৎলুরগা	ꯆꯠꯂꯨꯔꯒ
চৎলুরবা	ꯆꯠꯂꯨꯔꯕ
চৎলে	ꯆꯠꯂꯦ
চৎশি	ꯆꯠꯁꯤ
চৎশিন	ꯆꯠꯁꯤꯟ
চৎশিনগী	ꯆꯠꯁꯤꯟꯒꯤ
চৎশিনদা	ꯆꯠꯁꯤꯟꯗ
চৎশিন্দা	ꯆꯠꯁꯤꯟꯗ
চৎহনগদবনি	ꯆꯠꯍꯟꯒꯗꯕꯅꯤ
চৎহনবগী	ꯆꯠꯍꯟꯕꯒꯤ
চৎহনবা	ꯆꯠꯍꯟꯕ
চৎহন্দুনা	ꯆꯠꯍꯟꯗꯨꯅ
চৎহন্নবা	ꯆꯠꯍꯟꯅꯕ
চৎহল্লে	ꯆꯠꯍꯜꯂꯦ
চয়েৎনবা	ꯆꯌꯦꯠꯅꯕ
চয়েৎনরিবা	ꯆꯌꯦꯠꯅꯔꯤꯕ
ছতিসগর	ꯁꯇꯤꯁꯒꯔ
ছুতি	ꯁꯨꯇꯤ
ছুতিগী	ꯁꯨꯇꯤꯒꯤ
জগদিস	ꯖꯒꯗꯤꯁ
জগৎ	ꯖꯒꯠ
জঙ্কসন	ꯖꯪꯀꯁꯟ
জঙ্গল	ꯖꯪꯒꯜ
জঙ্গলদা	ꯖꯪꯒꯜꯗ
জজ	ꯖꯖ
জজমেন্ট	ꯖꯖꯃꯦꯟꯇ
জন	ꯖꯟ
জনতা	ꯖꯟꯇꯥ
জননেতা	ꯖꯅꯅꯦꯇꯥ
জনা	ꯖꯅꯥ
জনুৱারি	ꯖꯅꯨꯋꯥꯔꯤ
জন্ম	ꯖꯟꯃ
জন্মভুমিদা	ꯖꯟꯃꯚꯨꯃꯤꯗ
জপান	ꯖꯄꯥꯟ
জপানগা	ꯖꯄꯥꯟꯒ
জপানগী	ꯖꯄꯥꯟꯒꯤ
জপানদা	ꯖꯄꯥꯟꯗ
জপাননা	ꯖꯄꯥꯟꯅ
জপানিজ	ꯖꯄꯥꯅꯤꯖ
জপানিস	ꯖꯄꯥꯅꯤꯁ
জমুনা	ꯖꯃꯨꯅꯥ
জম্মু	ꯖꯝꯃꯨ
জম্মুদা	ꯖꯝꯃꯨꯗ
জর	ꯖꯔ
জর্জ	ꯖꯔꯖ
জর্নেল	ꯖꯔꯅꯦꯜ
জর্নেলিজম	ꯖꯔꯅꯦꯂꯤꯖꯝ
জর্নেলিজমগী	ꯖꯔꯅꯦꯂꯤꯖꯝꯒꯤ
জর্নেলিষ্ট	ꯖꯔꯅꯦꯂꯤꯁꯠ
জর্নেলিষ্টশিং	ꯖꯔꯅꯦꯂꯤꯁꯠꯁꯤꯡ
জর্নেলিষ্টশিংগী	ꯖꯔꯅꯦꯂꯤꯁꯠꯁꯤꯡꯒꯤ
জর্নেলিষ্টশিংদা	ꯖꯔꯅꯦꯂꯤꯁꯠꯁꯤꯡꯗ
জর্নেলিষ্টশিংনা	ꯖꯔꯅꯦꯂꯤꯁꯠꯁꯤꯡꯅ
জর্মনগী	ꯖꯔꯃꯟꯒꯤ
জর্মনি	ꯖꯔꯃꯅꯤ
জর্মনিগী	ꯖꯔꯃꯅꯤꯒꯤ
জর্সি	ꯖꯔꯁꯤ
জল	ꯖꯜ
জলগী	ꯖꯜꯒꯤ
জষ্টিস	ꯖꯁꯇꯤꯁ
জষ্টিসকী	ꯖꯁꯇꯤꯁꯀꯤ
জষ্টিসশিং	ꯖꯁꯇꯤꯁꯁꯤꯡ
জহাজ	ꯖꯍꯥꯖ
জহাজশিং	ꯖꯍꯥꯖꯁꯤꯡ
জাতি	ꯖꯥꯇꯤ
জাতিগী	ꯖꯥꯇꯤꯒꯤ
জাতিগীদমক	ꯖꯥꯇꯤꯒꯤꯗꯃꯛ
জাতিনা	ꯖꯥꯇꯤꯅ
জাতিশিংগী	ꯖꯥꯇꯤꯁꯤꯡꯒꯤ
জাতিসু	ꯖꯥꯇꯤꯁꯨ
জানুৱারী	ꯖꯅꯨꯋꯥꯔꯤ
জানুৱারীদগী	ꯖꯅꯨꯋꯥꯔꯤꯗꯒꯤ
জানুৱারীদা	ꯖꯅꯨꯋꯥꯔꯤꯗ
জাম	ꯖꯥꯝ
জাৎ	ꯖꯥꯠ
জাৎকী	ꯖꯥꯠꯀꯤ
জায়েদনা	ꯖꯥꯌꯦꯗꯅꯥ
জি	ꯖꯤ
জিও	ꯖꯤꯑꯣ
জিওগ্রাফিকেল	ꯖꯤꯑꯣꯒꯔꯥꯐꯤꯀꯦꯜ
জিওফ্রি	ꯖꯤꯑꯣꯐ꯭ꯔꯤ
জিগী	ꯖꯤꯒꯤ
জিতেন	ꯖꯤꯇꯦꯟ
জিতেননা	ꯖꯤꯇꯦꯟꯅ
জিতেন্দ্র	ꯖꯤꯇꯦꯟꯗ꯭ꯔ
জিন	ꯖꯤꯟ
জিনজর	ꯖꯤꯟꯖꯔ
জিনা	ꯖꯤꯅꯥ
জিপ	ꯖꯤꯞ
জিব	ꯖꯤꯕ
জিবন	ꯖꯤꯕꯟ
জিবা	ꯖꯤꯕꯥ
জিম	ꯖꯤꯝ
জিমনাষ্টিক	ꯖꯤꯝꯅꯥꯁ꯭ꯇꯤꯛ
জিরি	ꯖꯤꯔꯤ
জিরিগী	ꯖꯤꯔꯤꯒꯤ
জিরিবাম	ꯖꯤꯔꯤꯕꯥꯝ
জিরিবামগা	ꯖꯤꯔꯤꯕꯥꯝꯒ
জিরিবামগী	ꯖꯤꯔꯤꯕꯥꯝꯒꯤ
জিরিবামদগী	ꯖꯤꯔꯤꯕꯥꯝꯗꯒꯤ
জিরিবামদা	ꯖꯤꯔꯤꯕꯥꯝꯗ
জিলা	ꯖꯤꯂꯥ
জিলানা	ꯖꯤꯂꯥꯅ
জিৎকী	ꯖꯤꯠꯀꯤ
জিৎনা	ꯖꯤꯠꯅ
জিয়া	ꯖꯤꯌꯥ
জীব	ꯖꯤꯕ
জীবনি	ꯖꯤꯕꯅꯤ
জীবশিং	ꯖꯤꯕꯁꯤꯪ
জীবা	ꯖꯤꯕꯥ
জু	ꯖꯨ
জুইস	ꯖꯨꯢꯁ
জুদা	ꯖꯨꯗꯥ
জুদিসিয়ারি	ꯖꯨꯗꯤꯁꯤꯌꯥꯔꯤ
জুদিসিয়ারিনা	ꯖꯨꯗꯤꯁꯤꯌꯥꯔꯤꯅ
জুদিসিয়েল	ꯖꯨꯗꯤꯁꯤꯌꯦꯜ
জুন	ꯖꯨꯟ
জুনগী	ꯖꯨꯟꯒꯤ
জুনদা	ꯖꯨꯟꯗ
জুনিয়র	ꯖꯨꯅꯤꯌ꯭ꯔ
জুনিয়ার	ꯖꯨꯅꯤꯌꯔ
জুবেনাইল	ꯖꯨꯕꯦꯅꯥꯏꯜ
জুব্লি	ꯖꯨꯕ꯭ꯂꯤ
জুম	ꯖꯨꯃ
জুরা	ꯖꯨꯔꯥ
জুরি	ꯖꯨꯔꯤ
জুলাই	ꯖꯨꯂꯥꯢ
জুলাইগী	ꯖꯨꯂꯥꯢꯒꯤ
জুলাইদা	ꯖꯨꯂꯥꯢꯗ
জুৱার	ꯖꯨꯋꯥꯔ
জে	ꯖꯦ
জেএসিনা	ꯖꯦꯑꯦꯁꯤꯅꯥ
জেক	ꯖꯦꯛ
জেট	ꯖꯦꯠ
জেটশিংগী	ꯖꯦꯇꯁꯤꯪꯒꯤ
জেদ	ꯖꯦꯗ
জেনরেল	ꯖꯦꯟꯔꯦꯜ
জেনরেলগী	ꯖꯦꯟꯔꯦꯜꯒꯤ
জেনরেলনা	ꯖꯦꯟꯔꯦꯜꯅ
জেনরেসন	ꯖꯦꯟꯔꯦꯁꯟ
জেনহাং	ꯖꯦꯟꯍꯥꯡ
জেনিমস	ꯖꯦꯅꯤꯝꯁ
জেনিমসকী	ꯖꯦꯅꯤꯝꯁꯀꯤ
জেনিমসতনা	ꯖꯦꯅꯤꯝꯁꯇꯅ
জেনিমসতা	ꯖꯦꯅꯤꯝꯁꯇ
জেনেরেল	ꯖꯦꯅꯦꯔꯦꯜ
জেনেরেলগী	ꯖꯦꯅꯦꯔꯦꯜꯒꯤ
জেনেরেসন	ꯖꯦꯅꯦꯔꯦꯁꯟ
জেন্টলমেন	ꯖꯦꯟꯇꯜꯃꯦꯟ
জেন্দর	ꯖꯦꯟꯗꯔ
জেমস	ꯖꯦꯝꯁ
জেমি	ꯖꯦꯃꯤ
জেরেমি	ꯖꯦꯔꯦꯃꯤ
জেল	ꯖꯦꯜ
জেলগী	ꯖꯦꯜꯒꯤ
জেলদগী	ꯖꯦꯂꯗꯒꯤ
জেলদা	ꯖꯦꯜꯗ
জেলিয়াংনা	ꯖꯦꯂꯤꯌꯥꯡꯅ
জেসামি	ꯖꯦꯁꯥꯃꯤ
জেৎ	ꯖꯦꯠ
জ্ঞান	ꯖꯅꯥꯅ
জ্বার	ꯖ꯭ꯋꯥꯔ
জয়	ꯖꯌ
জয়কিষন	ꯖꯌꯀꯤꯁꯟ
জয়কুমার	ꯖꯌꯀꯨꯃꯥꯔ
জয়কুমারনা	ꯖꯌꯀꯨꯃꯥꯔꯅ
জয়চন্দ্র	ꯖꯌꯆꯟꯗ꯭ꯔ
জয়চন্দ্রনা	ꯖꯌꯆꯟꯗ꯭ꯔꯅ
জয়না	ꯖꯌꯅ
জয়ন্তকুমার	ꯖꯌꯟꯇꯀꯨꯃꯥꯔ
জয়ন্তকুমারনা	ꯖꯌꯟꯇꯀꯨꯃꯥꯔꯅ
জয়পুর	ꯖꯌꯄꯨꯔ
জয়পুরদা	ꯖꯌꯄꯨꯔꯗ
জয়শঙ্করগসু	ꯖꯌꯁꯡꯀꯔꯒꯁꯨ
জয়শঙ্করগা	ꯖꯌꯁꯡꯀꯔꯒ
জয়শঙ্করসু	ꯖꯌꯁꯡꯀꯔꯁꯨ
জয়েন্ত	ꯖꯌꯦꯟꯇ
জয়েন্তকুমার	ꯖꯌꯦꯟꯇꯀꯨꯃꯥꯔ
জয়েন্তনা	ꯖꯌꯦꯟꯇꯅ
জয়েন্তা	ꯖꯌꯦꯟꯇ
জৱান	ꯖꯋꯥꯟ
জৱানশিংনা	ꯖꯋꯥꯟꯁꯤꯡꯅ
জৱাহরলাল	ꯖꯋꯥꯍꯔꯂꯥꯜ
ঝরখন্দ	ꯓꯔꯈꯟꯗ
ঝাং	ꯓꯥꯪ
টন	ꯇꯟ
টর্কি	ꯇꯔꯀꯤ
টর্ফ	ꯇꯔꯐ
টাইটল	ꯇꯥꯢꯇꯜ
টাইতল	ꯇꯥꯢꯇꯜ
টাইপ	ꯇꯥꯏꯞ
টাইব	ꯇꯥꯢꯕ
টাইম	ꯇꯥꯏꯝ
টাইমস	ꯇꯥꯏꯝꯁ
টাক্স	ꯇꯥꯀ꯭ꯁ
টাটা	ꯇꯥꯇꯥ
টার্গেট	ꯇꯥꯔꯒꯦꯠ
টার্ম	ꯇꯥꯔꯝ
টার্মগী	ꯇꯥꯔꯝꯒꯤ
টি	ꯇꯤ
টিঐচ	ꯇꯤꯑꯩꯆ
টিক	ꯇꯤꯛ
টিকেন	ꯇꯤꯀꯦꯟ
টিকেন্দ্র	ꯇꯤꯀꯦꯟꯗ꯭ꯔ
টিকেন্দ্রগী	ꯇꯤꯀꯦꯟꯗ꯭ꯔꯒꯤ
টিকেন্দ্রজিৎ	ꯇꯤꯀꯦꯟꯗ꯭ꯔꯖꯤꯠ
টিকেন্দ্রনা	ꯇꯤꯀꯦꯟꯗ꯭ꯔꯅ
টিকেৎ	ꯇꯤꯀꯦꯠ
টিকেৎতা	ꯇꯤꯀꯦꯠꯇ
টিগী	ꯇꯤꯒꯤ
টিচর	ꯇꯤꯆꯔ
টিচরস	ꯇꯤꯆꯔꯁ
টিচর্স	ꯇꯤꯆꯔꯁ
টিচিং	ꯇꯤꯆꯤꯡ
টিদিম	ꯇꯤꯗꯤꯝ
টিনা	ꯇꯤꯅꯥ
টিনেজর	ꯇꯤꯅꯦꯖꯔ
টিম	ꯇꯤꯝ
টিমগা	ꯇꯤꯝꯒ
টিমগী	ꯇꯤꯝꯒꯤ
টিমদা	ꯇꯤꯝꯗ
টিমনা	ꯇꯤꯝꯅ
টিমবু	ꯇꯤꯝꯕꯨ
টিমশিং	ꯇꯤꯝꯁꯤꯡ
টিমশিংনা	ꯇꯤꯝꯁꯤꯡꯅ
টিমসু	ꯇꯤꯝꯁꯨ
টিশিং	ꯇꯤꯁꯤꯡ
টিহার	ꯇꯤꯍꯥꯔ
টিয়ার	ꯇꯤꯌꯥꯔ
টু	ꯇꯨ
টুটেল	ꯇꯨꯇꯦꯜ
টুদা	ꯇꯨꯗ
টুর	ꯇꯨꯔ
টুরিজম	ꯇꯨꯔꯤꯖꯝ
টুরিজমগী	ꯇꯨꯔꯤꯖꯝꯒꯤ
টুরিষ্ট	ꯇꯨꯔꯤꯁ꯭ꯇ
টুরিষ্টশিং	ꯇꯨꯔꯤꯁ꯭ꯇꯁꯤꯡ
টুরিষ্টশিংনা	ꯇꯨꯔꯤꯁ꯭ꯇꯁꯤꯡꯅ
টুর্নামেন্ট	ꯇꯨꯔꯅꯥꯃꯦꯟꯇ
টুর্নামেন্টকী	ꯇꯨꯔꯅꯥꯃꯦꯟꯇꯀꯤ
টুয়েল্ব	ꯇꯨꯌꯦꯜꯕ
টুয়েল্বকী	ꯇꯨꯌꯦꯜꯕꯀꯤ
টেক	ꯇꯦꯛ
টেকন	ꯇꯦꯀꯟ
টেক্কর	ꯇꯦꯛꯀꯔ
টেক্নিক	ꯇꯦꯛꯅꯤꯛ
টেক্নিকশিং	ꯇꯦꯛꯅꯤꯛꯁꯤꯡ
টেক্নিকেল	ꯇꯦꯛꯅꯤꯀꯦꯜ
টেক্নিকেলগী	ꯇꯦꯛꯅꯤꯀꯦꯜꯒꯤ
টেক্নিসিয়ান	ꯇꯦꯛꯅꯤꯁꯤꯌꯥꯟ
টেক্স	ꯇꯦꯛꯁ
টেক্সকী	ꯇꯦꯛꯁꯀꯤ
টেক্সটাইল	ꯇꯦꯛꯁꯇꯥꯏꯜ
টেক্সি	ꯇꯦꯛꯁꯤ
টেগ	ꯇꯦꯒ
টেঙ্ক	ꯇꯦꯡꯀ
টেঙ্কর	ꯇꯦꯡꯀꯔ
টেঙ্করশিং	ꯇꯦꯡꯀꯔꯁꯤꯡ
টেঙ্কশিং	ꯇꯦꯡꯀꯁꯤꯡ
টেন	ꯇꯦꯟ
টেনগী	ꯇꯦꯟꯒꯤ
টেন্দর	ꯇꯦꯟꯗꯔ
টেপ	ꯇꯦꯞ
টেবল	ꯇꯦꯕꯜ
টেবলদা	ꯇꯦꯕꯜꯗ
টেব্লেট	ꯇꯦꯕꯂꯦꯠ
টেব্লেৎ	ꯇꯦꯕꯂꯦꯠ
টেম্পররি	ꯇꯦꯝꯄꯔꯔꯤ
টেম্পরেচর	ꯇꯦꯝꯄꯔꯦꯆꯔ
টেম্পরেরি	ꯇꯦꯝꯄꯔꯦꯔꯤ
টেম্পল	ꯇꯦꯝꯄꯜ
টেম্পলগী	ꯇꯦꯝꯄꯜꯒꯤ
টেম্পলদা	ꯇꯦꯝꯄꯜꯗ
টেরর	ꯇꯦꯔꯔ
টেলি	ꯇꯦꯂꯤ
টেলিকাষ্ট	ꯇꯦꯂꯤꯀꯥꯁꯠ
টেলিভিজন	ꯇꯦꯂꯤꯚꯤꯖꯟ
টেলিভিজনদা	ꯇꯦꯂꯤꯚꯤꯖꯟꯗ
টেলিভিজননা	ꯇꯦꯂꯤꯚꯤꯖꯟꯅ
টেলেন্ট	ꯇꯦꯂꯦꯟꯇ
টেল্লি	ꯇꯦꯜꯂꯤ
টেল্লিদা	ꯇꯦꯜꯂꯤꯗ
টেষ্ট	ꯇꯦꯁꯠ
টেষ্টকী	ꯇꯦꯁꯠꯀꯤ
টেষ্টতা	ꯇꯦꯁꯠꯇ
টেষ্টতি	ꯇꯦꯁꯠꯇꯤ
টেষ্টশিং	ꯇꯦꯁꯠꯁꯤꯡ
টেষ্টসু	ꯇꯦꯁꯠꯁꯨ
টেষ্টিং	ꯇꯦꯁꯇꯤꯡ
ট্যুন	ꯇ꯭ꯌꯨꯟ
ট্যুব	ꯇ꯭ꯌꯨꯕ
ট্যুসন	ꯇ꯭ꯌꯨꯁꯟ
ট্রক	ꯇ꯭ꯔꯛ
ট্রকশিং	ꯇ꯭ꯔꯛꯁꯤꯡ
ট্রষ্ট	ꯇ꯭ꯔꯁꯠ
ট্রষ্টকী	ꯇ꯭ꯔꯁꯠꯀꯤ
ট্রষ্টনা	ꯇꯔ꯭ꯁꯠꯅ
ট্রি	ꯇ꯭ꯔꯤ
