অ	ꯑ
চমম্নবগী	ꯆꯝꯝꯅꯕꯒꯤ
চমম্নবসু	ꯆꯝꯝꯅꯕꯁꯨ
চমম্নবা	ꯆꯝꯝꯅꯕꯥ
চমম্নরকই	ꯆꯝꯝꯅꯔꯛꯏ
চমম্নরকপা	ꯆꯝꯝꯅꯔꯛꯄꯥ
চমম্নরিবশিং	ꯆꯝꯝꯅꯔꯤꯕꯁꯤꯡ
চমম্নরিবা	ꯆꯝꯝꯅꯔꯤꯕꯥ
চমম্নরে	ꯆꯝꯝꯅꯔꯦ
চমম্নহন্দুনা	ꯆꯝꯝꯅꯍꯟꯗꯨꯅꯥ
চমম্নহল্লি	ꯆꯝꯝꯅꯍꯜꯂꯤ
চমা	ꯆꯃꯥ
চমাং	ꯆꯃꯥꯡ
চমাপন	ꯆꯃꯥꯄꯟ
চমেল্লৈদু	ꯆꯃꯦꯜꯂꯩꯗꯨ
চমেল্লৈনা	ꯆꯃꯦꯜꯂꯩꯅꯥ
চমোৎনবা	ꯆꯃꯣꯠꯅꯕꯥ
চমোত্	ꯆꯃꯣꯠ
চম্গে	ꯆꯝꯒꯦ
চম্ননবা	ꯆꯝꯅꯟꯕꯥ
চম্না	ꯆꯝꯅꯥ
চম্পারন	ꯆꯝꯄꯥꯔꯟ
চম্পারনদা	ꯆꯝꯄꯥꯔꯟꯗꯥ
চম্প্রা	ꯆꯝꯞꯔꯥ
চম্বনি	ꯆꯝꯕꯅꯤ
চম্বল	ꯆꯝꯕꯜ
চম্বলখত্ত	ꯆꯝꯕꯜꯈꯠꯇ
চম্বলগী	ꯆꯝꯕꯜꯒꯤ
চম্বলদা	ꯆꯝꯕꯜꯗꯥ
চম্বা	ꯆꯝꯕꯥ
চম্বো	ꯆꯝꯕꯣ
চম্মী	ꯆꯝꯃꯤ
চম্লকই	ꯆꯝꯂꯛꯏ
চম্লবা	ꯆꯝꯂꯕꯥ
চম্লম্বা	ꯆꯝꯂꯝꯕꯥ
চম্লে	ꯆꯝꯂꯦ
চয়োল	ꯆꯌꯣꯂ
চরক	ꯆꯔꯛ
চরকপা	ꯆꯔꯛꯄꯥ
চরক্পদা	ꯆꯔꯛꯄꯗꯥ
চরণ	ꯆꯔꯅ
চরন	ꯆꯔꯟ
চরন্দা	ꯆꯔꯟꯗꯥ
চরবদি	ꯆꯔꯕꯗꯤ
চরা	ꯆꯔꯥ
চরাংনদুনা	ꯆꯔꯥꯡꯅꯗꯨꯅꯥ
চরাংনবসু	ꯆꯔꯥꯡꯅꯕꯁꯨ
চরাংনবা	ꯆꯔꯥꯡꯅꯕꯥ
চরাংনরবা	ꯆꯔꯥꯡꯅꯔꯕꯥ
চরাংনরম্বা	ꯆꯔꯥꯡꯅꯔꯝꯕꯥ
চরাংনহল্লিবসি	ꯆꯔꯥꯡꯅꯍꯜꯂꯤꯕꯁꯤ
চরাংনা	ꯆꯔꯥꯡꯅꯥ
চরাইরোংবগী	ꯆꯔꯥꯏꯔꯣꯡꯕꯒꯤ
চরাইরোংবা	ꯆꯔꯥꯏꯔꯣꯡꯕꯥ
চরাইলোংবগী	ꯆꯔꯥꯏꯂꯣꯡꯕꯒꯤ
চরাইলোংবা	ꯆꯔꯥꯏꯂꯣꯡꯕꯥ
চরানা	ꯆꯔꯥꯅꯥ
চরানামৈনা	ꯆꯔꯥꯅꯥꯃꯩꯅꯥ
চরাম্নরবা	ꯆꯔꯥꯝꯅꯔꯕꯥ
চরাৱান্বদা	ꯆꯔꯥꯋꯥꯟꯕꯗꯥ
চরি	ꯆꯔꯤ
চরিক	ꯆꯔꯤꯀ
চরিক্র	ꯆꯔꯤꯀꯔ꯭
চরিত	ꯆꯔꯤꯇ
চরু	ꯆꯔꯨ
চরুগী	ꯆꯔꯨꯒꯤ
চরুনা	ꯆꯔꯨꯅꯥ
চরুয়েন	ꯆꯔꯨꯌꯦꯟ
চরূগী	ꯆꯔꯨꯒꯤ
চরূনা	ꯆꯔꯨꯅꯥ
চরোং	ꯆꯔꯣꯡ
চরোংনা	ꯆꯔꯣꯡꯅꯥ
চরোইখোং	ꯆꯔꯣꯏꯈꯣꯡ
চরোইপান্দোংবা	ꯆꯔꯣꯏꯄꯥꯟꯗꯣꯡꯕꯥ
চরৈ	ꯆꯔꯩ
চরৈনা	ꯆꯔꯩꯅꯥ
চরোং	ꯆꯔꯣꯡ
চরোংনা	ꯆꯔꯣꯡꯅꯥ
চরোলনা	ꯆꯔꯣꯂꯅꯥ
চর্চ	ꯆꯔꯆ
চর্চকি	ꯆꯔꯆꯀꯤ
চর্চকী	ꯆꯔꯆꯀꯤ
চর্চিল	ꯆꯔꯆꯤꯜ
চলহনদ্রি	ꯆꯜꯍꯟꯗꯔꯤ
চলহনবীদবা	ꯆꯜꯍꯟꯕꯤꯗꯕꯥ
চলহন্দুনা	ꯆꯜꯍꯟꯗꯨꯅꯥ
চলহন্নবা	ꯆꯜꯍꯟꯅꯕꯥ
চলহল্লু	ꯆꯜꯍꯜꯂꯨ
চলাই	ꯆꯂꯥꯏ
চলাইবগী	ꯆꯂꯥꯏꯕꯒꯤ
চলাইবা	ꯆꯂꯥꯏꯕꯥ
চলাইরি	ꯆꯂꯥꯏꯔꯤ
চলান	ꯆꯂꯥꯅ
চলাম্বগী	ꯆꯂꯥꯝꯕꯒꯤ
চলৌ	ꯆꯂꯦꯤ
চলৌদা	ꯆꯂꯦꯤꯗꯥ
চল্লকপদা	ꯆꯜꯂꯛꯄꯗꯥ
চল্লকপা	ꯆꯜꯂꯛꯄꯥ
চল্লক্লবনি	ꯆꯜꯂꯛꯂꯕꯅꯤ
চল্লক্লবসু	ꯆꯜꯂꯛꯂꯕꯁꯨ
চল্লক্লে	ꯆꯜꯂꯛꯂꯦ
চল্লক্লোই	ꯆꯜꯂꯛꯂꯣꯏ
চল্লগনি	ꯆꯜꯂꯒꯅꯤ
চল্লগা	ꯆꯜꯂꯒꯥ
চল্লবনি	ꯆꯜꯂꯕꯅꯤ
চল্লবশিংনা	ꯆꯜꯂꯕꯁꯤꯡꯅꯥ
চল্লবা	ꯆꯜꯂꯕꯥ
চল্লবানুংঙাইবা	ꯆꯜꯂꯕꯥꯅꯨꯡꯉꯥꯏꯕꯥ
চল্লবীনি	ꯆꯜꯂꯕꯤꯅꯤ
চল্লম্বা	ꯆꯜꯂꯝꯕꯥ
চল্লম্বাশেংবিরম্বু	ꯆꯜꯂꯝꯕꯥꯁꯦꯡꯕꯤꯔꯝꯕꯨ
চল্লম্মী	ꯆꯜꯂꯝꯃꯤ
চল্লম্লবদি	ꯆꯜꯂꯝꯂꯕꯗꯤ
চল্লরিবা	ꯆꯜꯂꯔꯤꯕꯥ
চল্লাইগদবনি	ꯆꯜꯂꯥꯏꯒꯗꯕꯅꯤ
চল্লাইজবা	ꯆꯜꯂꯥꯏꯖꯕꯥ
চল্লাইদবগী	ꯆꯜꯂꯥꯏꯗꯕꯒꯤ
চল্লাইবগী	ꯆꯜꯂꯥꯏꯕꯒꯤ
চল্লাইবদা	ꯆꯜꯂꯥꯏꯕꯗꯥ
চল্লাইবা	ꯆꯜꯂꯥꯏꯕꯥ
চল্লাইরম্বদনা	ꯆꯜꯂꯥꯏꯔꯝꯕꯗꯅꯥ
চল্লাইরি	ꯆꯜꯂꯥꯏꯔꯤ
চল্লাইরিবগে	ꯆꯜꯂꯥꯏꯔꯤꯕꯒꯦ
চল্লাইরিবনি	ꯆꯜꯂꯥꯏꯔꯤꯕꯅꯤ
চল্লাইরিবা	ꯆꯜꯂꯥꯏꯔꯤꯕꯥ
চল্লাইশিনবতা	ꯆꯜꯂꯥꯏꯁꯤꯅꯕꯇꯥ
চল্লাইশিন্দুনা	ꯆꯜꯂꯥꯏꯁꯤꯟꯗꯨꯅꯥ
চল্লি	ꯆꯜꯂꯤ
চল্লিঙৈ	ꯆꯜꯂꯤꯉꯩ
চল্লিঙৈদা	ꯆꯜꯂꯤꯉꯩꯗꯥ
চল্লিবনি	ꯆꯜꯂꯤꯕꯅꯤ
চল্লিবা	ꯆꯜꯂꯤꯕꯥ
চল্লিবী	ꯆꯜꯂꯤꯕꯤ
চল্লুবা	ꯆꯜꯂꯨꯕꯥ
চল্লে	ꯆꯜꯂꯦ
চল্লোই	ꯆꯜꯂꯣꯏ
চল্লৌদা	ꯆꯜꯂꯦꯤꯗꯥ
চহি	ꯆꯍꯤ
চহিং	ꯆꯍꯤꯡ
চহিগা	ꯆꯍꯤꯒꯥ
চহিগী	ꯆꯍꯤꯒꯤ
চহিগীসু	ꯆꯍꯤꯒꯤꯁꯨ
চহিদদি	ꯆꯍꯤꯗꯗꯤ
চহিদা	ꯆꯍꯤꯗꯥ
চহিনা	ꯆꯍꯤꯅꯥ
চহিশিংদা	ꯆꯍꯤꯁꯤꯡꯗꯥ
চহিসিগী	ꯆꯍꯤꯁꯤꯒꯤ
চহিসিদা	ꯆꯍꯤꯁꯤꯗꯥ
চহী	ꯆꯍꯤ
চহীখরসিগী	ꯆꯍꯤꯈꯔꯁꯤꯒꯤ
চহীগি	ꯆꯍꯤꯒꯤ
চহীগী	ꯆꯍꯤꯒꯤ
চহীচা	ꯆꯍꯤꯆꯥ
চহীচাগী	ꯆꯍꯤꯆꯥꯒꯤ
চহীচাদগী	ꯆꯍꯤꯆꯥꯗꯒꯤ
চহীচাদা	ꯆꯍꯤꯆꯥꯗꯥ
চহীচানা	ꯆꯍꯤꯆꯥꯅꯥ
চহীদগী	ꯆꯍꯤꯗꯒꯤ
চহীদদি	ꯆꯍꯤꯗꯗꯤ
চহীদনো	ꯆꯍꯤꯗꯅꯣ
চহীদা	ꯆꯍꯤꯗꯥ
চহীদি	ꯆꯍꯤꯗꯤ
চহীদুগী	ꯆꯍꯤꯗꯨꯒꯤ
চহীদুমক্কী	ꯆꯍꯤꯗꯨꯃꯛꯀꯤ
চহীনা	ꯆꯍꯤꯅꯥ
চহীরোল	ꯆꯍꯤꯔꯣꯂ
চহীশিং	ꯆꯍꯤꯁꯤꯡ
চহীশিংদগী	ꯆꯍꯤꯁꯤꯡꯗꯒꯤ
চহীশিংদদি	ꯆꯍꯤꯁꯤꯡꯗꯗꯤ
চহীশিংদা	ꯆꯍꯤꯁꯤꯡꯗꯥ
চহীশিংদুদা	ꯆꯍꯤꯁꯤꯡꯗꯨꯗꯥ
চহীশিংদুদি	ꯆꯍꯤꯁꯤꯡꯗꯨꯗꯤ
চহীশিংদো	ꯆꯍꯤꯁꯤꯡꯗꯣ
চহীশিংসিদসু	ꯆꯍꯤꯁꯤꯡꯁꯤꯗꯁꯨ
চহীসি	ꯆꯍꯤꯁꯤ
চহীসিগী	ꯆꯍꯤꯁꯤꯒꯤ
চহীসিদগী	ꯆꯍꯤꯁꯤꯗꯒꯤ
চহীসিদি	ꯆꯍꯤꯁꯤꯗꯤ
চহীসিমক্কী	ꯆꯍꯤꯁꯤꯃꯛꯀꯤ
চহীসিমত্ত	ꯆꯍꯤꯁꯤꯃꯠꯇ
চহীসিমদি	ꯆꯍꯤꯁꯤꯃꯗꯤ
চহীসু	ꯆꯍꯤꯁꯨ
চহুই	ꯆꯍꯨꯏ
চহুইপোকপী	ꯆꯍꯨꯏꯄꯣꯀꯞꯤ
চহুম	ꯆꯍꯨꯃ
চহুমকুন	ꯆꯍꯨꯃꯀꯨꯅ
চহুমগী	ꯆꯍꯨꯃꯒꯤ
চহুমলোম্না	ꯆꯍꯨꯃꯂꯣꯝꯅꯥ
চহূম	ꯆꯍꯨꯃ
চা	ꯆꯥ
চাং	ꯆꯥꯡ
চাংকমৈ	ꯆꯥꯡꯀꯃꯩ
চাংগী	ꯆꯥꯡꯒꯤ
চাংচত্তা	ꯆꯥꯡꯆꯠꯇꯥ
চাংচৎতা	ꯆꯥꯡꯆꯠꯇꯥ
চাংজৌ	ꯆꯥꯡꯖꯦꯤ
চাংদগী	ꯆꯥꯡꯗꯒꯤ
চাংদদি	ꯆꯥꯡꯗꯗꯤ
চাংদনি	ꯆꯥꯡꯗꯅꯤ
চাংদম	ꯆꯥꯡꯗꯝ
চাংদমক	ꯆꯥꯡꯗꯃꯛ
চাংদমনি	ꯆꯥꯡꯗꯝꯅꯤ
চাংদম্ন	ꯆꯥꯡꯗꯝꯅ
চাংদম্নখি	ꯆꯥꯡꯗꯝꯅꯈꯤ
চাংদম্নখিবা	ꯆꯥꯡꯗꯝꯅꯈꯤꯕꯥ
চাংদম্নদুনা	ꯆꯥꯡꯗꯝꯅꯗꯨꯅꯥ
চাংদম্ননবগী	ꯆꯥꯡꯗꯝꯅꯟꯕꯒꯤ
চাংদম্ননবদা	ꯆꯥꯡꯗꯝꯅꯟꯕꯗꯥ
চাংদম্ননবা	ꯆꯥꯡꯗꯝꯅꯟꯕꯥ
চাংদম্ননিংঙাই	ꯆꯥꯡꯗꯝꯅꯅꯤꯡꯉꯥꯏ
চাংদম্ননীংঙাই	ꯆꯥꯡꯗꯝꯅꯅꯤꯡꯉꯥꯏ
চাংদম্নবগী	ꯆꯥꯡꯗꯝꯅꯕꯒꯤ
চাংদম্নবদা	ꯆꯥꯡꯗꯝꯅꯕꯗꯥ
চাংদম্নবদি	ꯆꯥꯡꯗꯝꯅꯕꯗꯤ
চাংদম্নবনসু	ꯆꯥꯡꯗꯝꯅꯕꯟꯁꯨ
চাংদম্নববু	ꯆꯥꯡꯗꯝꯅꯕꯕꯨ
চাংদম্নবা	ꯆꯥꯡꯗꯝꯅꯕꯥ
চাংদম্নরসিগে	ꯆꯥꯡꯗꯝꯅꯔꯁꯤꯒꯦ
চাংদম্নরুবদা	ꯆꯥꯡꯗꯝꯅꯔꯨꯕꯗꯥ
চাংদম্নরুরবদি	ꯆꯥꯡꯗꯝꯅꯔꯨꯔꯕꯗꯤ
চাংদম্নিংঙাই	ꯆꯥꯡꯗꯝꯅꯤꯡꯉꯥꯏ
চাংদম্নীংঙাই	ꯆꯥꯡꯗꯝꯅꯤꯡꯉꯥꯏ
চাংদসু	ꯆꯥꯡꯗꯁꯨ
চাংদা	ꯆꯥꯡꯗꯥ
চাংদি	ꯆꯥꯡꯗꯤ
চাংদুদি	ꯆꯥꯡꯗꯨꯗꯤ
চাংদোল	ꯆꯥꯡꯗꯣꯂ
চাংনা	ꯆꯥꯡꯅꯥ
চাংনাইনা	ꯆꯥꯡꯅꯥꯏꯅꯥ
চাংনি	ꯆꯥꯡꯅꯤ
চাংবগী	ꯆꯥꯡꯕꯒꯤ
চাংবা	ꯆꯥꯡꯕꯥ
চাংশিং	ꯆꯥꯡꯁꯤꯡ
চাংসি	ꯆꯥꯡꯁꯤ
চাংসু	ꯆꯥꯡꯁꯨ
চাংয়েং	ꯆꯥꯡꯌꯦꯡ
চাংয়েংগনি	ꯆꯥꯡꯌꯦꯡꯒꯅꯤ
চাংয়েংগী	ꯆꯥꯡꯌꯦꯡꯒꯤ
চাংয়েংদা	ꯆꯥꯡꯌꯦꯡꯗꯥ
চাংয়েংদি	ꯆꯥꯡꯌꯦꯡꯗꯤ
চাংয়েংনি	ꯆꯥꯡꯌꯦꯡꯅꯤ
চাংয়েংশিংদা	ꯆꯥꯡꯌꯦꯡꯁꯤꯡꯗꯥ
চাই	ꯆꯥꯏ
চাইই	ꯆꯥꯏꯏ
চাইইঅচৌবগী	ꯆꯥꯏꯏꯑꯆꯦꯤꯕꯒꯤ
চাইইফম	ꯆꯥꯏꯏꯐꯝ
চাইখাইরে	ꯆꯥꯏꯈꯥꯏꯔꯦ
চাইখি	ꯆꯥꯏꯈꯤ
চাইখিবনি	ꯆꯥꯏꯈꯤꯕꯅꯤ
চাইখ্রবা	ꯆꯥꯏꯈꯔ꯭ꯕꯥ
চাইখৎ	ꯆꯥꯏꯈꯠ
চাইখৎনবা	ꯆꯥꯏꯈꯠꯅꯕꯥ
চাইখৎপগী	ꯆꯥꯏꯈꯠꯄꯒꯤ
চাইখৎপা	ꯆꯥꯏꯈꯠꯄꯥ
চাইখৎহনবা	ꯆꯥꯏꯈꯠꯍꯟꯕꯥ
চাইগদৌরিবনি	ꯆꯥꯏꯒꯗꯦꯤꯔꯤꯕꯅꯤ
চাইগোইনুংদা	ꯆꯥꯏꯒꯣꯏꯅꯨꯡꯗꯥ
চাইগোনুং	ꯆꯥꯏꯒꯣꯅꯨꯡ
চাইজরকপা	ꯆꯥꯏꯖꯔꯛꯄꯥ
চাইথবীরুরো	ꯆꯥꯏꯊꯕꯤꯔꯨꯔꯣ
চাইথরকপগুম	ꯆꯥꯏꯊꯔꯛꯄꯒꯨꯃ
চাইথরক্লি	ꯆꯥꯏꯊꯔꯛꯂꯤ
চাইথরক্লে	ꯆꯥꯏꯊꯔꯛꯂꯦ
চাইথো	ꯆꯥꯏꯊꯣ
চাইথোক	ꯆꯥꯏꯊꯣꯀ
চাইথোকচনবা	ꯆꯥꯏꯊꯣꯀꯆꯟꯕꯥ
চাইথোকচবগা	ꯆꯥꯏꯊꯣꯀꯆꯕꯒꯥ
চাইথোকচবা	ꯆꯥꯏꯊꯣꯀꯆꯕꯥ
চাইথোকচরম্বা	ꯆꯥꯏꯊꯣꯀꯆꯔꯝꯕꯥ
চাইথোকচরি	ꯆꯥꯏꯊꯣꯀꯆꯔꯤ
চাইথোকপগী	ꯆꯥꯏꯊꯣꯀꯞꯒꯤ
চাইথোকপা	ꯆꯥꯏꯊꯣꯀꯄꯥ
চাইথোকপীগনু	ꯆꯥꯏꯊꯣꯀꯞꯤꯒꯅꯨ
চাইথোকফরোই	ꯆꯥꯏꯊꯣꯀꯐꯔꯣꯏ
চাইথোকহনবদুনি	ꯆꯥꯏꯊꯣꯀꯍꯟꯕꯗꯨꯅꯤ
চাইথোকহনবনি	ꯆꯥꯏꯊꯣꯀꯍꯟꯕꯅꯤ
চাইথোকহনবা	ꯆꯥꯏꯊꯣꯀꯍꯟꯕꯥ
চাইথোক্নবগী	ꯆꯥꯏꯊꯣꯛꯅꯕꯒꯤ
চাইথোক্নবা	ꯆꯥꯏꯊꯣꯛꯅꯕꯥ
চাইথোক্নিংঙাইসু	ꯆꯥꯏꯊꯣꯛꯅꯤꯡꯉꯥꯏꯁꯨ
চাইথোরকখি	ꯆꯥꯏꯊꯣꯔꯛꯈꯤ
চাইথোরকপগী	ꯆꯥꯏꯊꯣꯔꯛꯄꯒꯤ
চাইথোরকপদা	ꯆꯥꯏꯊꯣꯔꯛꯄꯗꯥ
চাইথোরকপা	ꯆꯥꯏꯊꯣꯔꯛꯄꯥ
চাইথোরক্লিবা	ꯆꯥꯏꯊꯣꯔꯛꯂꯤꯕꯥ
চাইথোরত্ত	ꯆꯥꯏꯊꯣꯔꯠꯇ
চাইথোক্পোইরে	ꯆꯥꯏꯊꯣꯛꯄꯣꯏꯔꯦ
চাইদনা	ꯆꯥꯏꯗꯅꯥ
চাইদুনা	ꯆꯥꯏꯗꯨꯅꯥ
চাইদে	ꯆꯥꯏꯗꯦ
চাইন	ꯆꯥꯏꯟ
চাইনগা	ꯆꯥꯏꯟꯒꯥ
চাইনদা	ꯆꯥꯏꯟꯗꯥ
চাইননবসু	ꯆꯥꯏꯟꯅꯕꯁꯨ
চাইনবগী	ꯆꯥꯏꯟꯕꯒꯤ
চাইনরোলদা	ꯆꯥꯏꯟꯔꯣꯂꯗꯥ
চাইনা	ꯆꯥꯏꯅꯥ
চাইনাগগী	ꯆꯥꯏꯅꯥꯒꯒꯤ
চাইনাগা	ꯆꯥꯏꯅꯥꯒꯥ
চাইনাগী	ꯆꯥꯏꯅꯥꯒꯤ
চাইনাদগী	ꯆꯥꯏꯅꯥꯗꯒꯤ
চাইনাদদি	ꯆꯥꯏꯅꯥꯗꯗꯤ
চাইনাদা	ꯆꯥꯏꯅꯥꯗꯥ
চাইনাদি	ꯆꯥꯏꯅꯥꯗꯤ
চাইনানা	ꯆꯥꯏꯅꯥꯅꯥ
চাইনানি	ꯆꯥꯏꯅꯥꯅꯤ
চাইনাবু	ꯆꯥꯏꯅꯥꯕꯨ
চাইনাসু	ꯆꯥꯏꯅꯥꯁꯨ
চাইনিজ	ꯆꯥꯏꯅꯤꯖ
চাইনিজগী	ꯆꯥꯏꯅꯤꯖꯒꯤ
চাইনিজশিংগা	ꯆꯥꯏꯅꯤꯖꯁꯤꯡꯒꯥ
চাইনিজশিংনা	ꯆꯥꯏꯅꯤꯖꯁꯤꯡꯅꯥ
চাইনীজ	ꯆꯥꯏꯅꯤꯖ
চাইফরোই	ꯆꯥꯏꯐꯔꯣꯏ
চাইবগা	ꯆꯥꯏꯕꯒꯥ
চাইবগী	ꯆꯥꯏꯕꯒꯤ
চাইবদা	ꯆꯥꯏꯕꯗꯥ
চাইবনা	ꯆꯥꯏꯕꯅꯥ
চাইবনি	ꯆꯥꯏꯕꯅꯤ
চাইবশিং	ꯆꯥꯏꯕꯁꯤꯡ
চাইবসু	ꯆꯥꯏꯕꯁꯨ
চাইবা	ꯆꯥꯏꯕꯥ
চাইবী	ꯆꯥꯏꯕꯤ
চাইমনখ্রে	ꯆꯥꯏꯝꯅꯈꯔꯦ
চাইর	ꯆꯥꯏꯔ
চাইরকখি	ꯆꯥꯏꯔꯛꯈꯤ
চাইরকখিবা	ꯆꯥꯏꯔꯛꯈꯤꯕꯥ
চাইরকপদগী	ꯆꯥꯏꯔꯛꯄꯗꯒꯤ
চাইরকপনা	ꯆꯥꯏꯔꯛꯄꯅꯥ
চাইরকপা	ꯆꯥꯏꯔꯛꯄꯥ
চাইরক্না	ꯆꯥꯏꯔꯛꯅꯥ
চাইরক্লগা	ꯆꯥꯏꯔꯛꯂꯒꯥ
চাইরক্লে	ꯆꯥꯏꯔꯛꯂꯦ
চাইরগা	ꯆꯥꯏꯔꯒꯥ
চাইরবা	ꯆꯥꯏꯔꯕꯥ
চাইরম্দুনা	ꯆꯥꯏꯔꯝꯗꯨꯅꯥ
চাইরম্বা	ꯆꯥꯏꯔꯝꯕꯥ
চাইরম্লগা	ꯆꯥꯏꯔꯝꯂꯒꯥ
চাইরা	ꯆꯥꯏꯔꯥ
চাইরাকপা	ꯆꯥꯏꯔꯥꯀꯄꯥ
চাইরাক্না	ꯆꯥꯏꯔꯥꯛꯅꯥ
চাইরিবদু	ꯆꯥꯏꯔꯤꯕꯗꯨ
চাইরিবনা	ꯆꯥꯏꯔꯤꯕꯅꯥ
চাইরিবা	ꯆꯥꯏꯔꯤꯕꯥ
চাইরুরবদি	ꯆꯥꯏꯔꯨꯔꯕꯗꯤ
চাইরে	ꯆꯥꯏꯔꯦ
চাইরেন	ꯆꯥꯏꯔꯦꯅ
চাইরেনগা	ꯆꯥꯏꯔꯦꯅꯒꯥ
চাইল্ড	ꯆꯥꯏꯜꯗ
চাইল্ডদা	ꯆꯥꯏꯜꯗꯗꯥ
চাইল্ডনি	ꯆꯥꯏꯜꯗꯅꯤ
চাইশন্দুনা	ꯆꯥꯏꯁꯟꯗꯨꯅꯥ
চাইশিনবিয়ু	ꯆꯥꯏꯁꯤꯅꯕꯤꯌꯨ
চাইশিল্লগা	ꯆꯥꯏꯁꯤꯜꯂꯒꯥ
চাইশেলদা	ꯆꯥꯏꯁꯦꯂꯗꯥ
চাইশ্রা	ꯆꯥꯏꯁꯔꯥ
চাইশ্রাগী	ꯆꯥꯏꯁꯔꯥꯒꯤ
চাইশ্রাদা	ꯆꯥꯏꯁꯔꯥꯗꯥ
চাইশ্রাদি	ꯆꯥꯏꯁꯔꯥꯗꯤ
চাইশ্রাদো	ꯆꯥꯏꯁꯔꯥꯗꯣ
চাইশ্রানা	ꯆꯥꯏꯁꯔꯥꯅꯥ
চাইশ্রাবু	ꯆꯥꯏꯁꯔꯥꯕꯨ
চাইশ্রাবুনা	ꯆꯥꯏꯁꯔꯥꯕꯨꯅꯥ
চাইহঞ্জনীংলবসু	ꯆꯥꯏꯍꯟꯖꯅꯤꯡꯂꯕꯁꯨ
চাইয়াইমা	ꯆꯥꯏꯌꯥꯏꯃꯥ
চাউ	ꯆꯥꯎ
চাউই	ꯆꯥꯎꯏ
চাউখল্লক্পনা	ꯆꯥꯎꯈꯜꯂꯛꯄꯅꯥ
চাউখ্রবা	ꯆꯥꯎꯈꯔ꯭ꯕꯥ
চাউখৎপগী	ꯆꯥꯎꯈꯠꯄꯒꯤ
চাউগান	ꯆꯥꯎꯒꯥꯅ
চাউগান্	ꯆꯥꯎꯒꯥꯟ
চাউজনা	ꯆꯥꯎꯖꯅꯥ
চাউজরে	ꯆꯥꯎꯖꯔꯦ
চাউজাক্না	ꯆꯥꯎꯖꯥꯛꯅꯥ
চাউথোই	ꯆꯥꯎꯊꯣꯏ
চাউথোইখোয়্গী	ꯆꯥꯎꯊꯣꯏꯈꯣꯌꯒꯤ
চাউথোইবা	ꯆꯥꯎꯊꯣꯏꯕꯥ
চাউথোক্পোইরে	ꯆꯥꯎꯊꯣꯛꯄꯣꯏꯔꯦ
চাউথোরক্কদৌরিবগী	ꯆꯥꯎꯊꯣꯔꯛꯀꯗꯧꯔꯤꯕꯒꯤ
চাউদুনা	ꯆꯥꯎꯗꯨꯅꯥ
চাউননবা	ꯆꯥꯎꯟꯅꯕꯥ
চাউনবা	ꯆꯥꯎꯟꯕꯥ
চাউনা	ꯆꯥꯎꯅꯥ
চাউবগী	ꯆꯥꯎꯕꯒꯤ
চাউবদুনা	ꯆꯥꯎꯕꯗꯨꯅꯥ
চাউবনিনা	ꯆꯥꯎꯕꯅꯤꯅꯥ
চাউবা	ꯆꯥꯎꯕꯥ
চাউবী	ꯆꯥꯎꯕꯤ
চাউবীদি	ꯆꯥꯎꯕꯤꯗꯤ
চাউরক্তুনা	ꯆꯥꯎꯔꯛꯇꯨꯅꯥ
চাউরক্পদা	ꯆꯥꯎꯔꯛꯄꯗꯥ
চাউরক্পা	ꯆꯥꯎꯔꯛꯄꯥ
চাউরক্লবনিনা	ꯆꯥꯎꯔꯛꯂꯕꯅꯤꯅꯥ
চাউরক্লবা	ꯆꯥꯎꯔꯛꯂꯕꯥ
চাউরগা	ꯆꯥꯎꯔꯒꯥ
চাউরদুনা	ꯆꯥꯎꯔꯗꯨꯅꯥ
চাউরপ	ꯆꯥꯎꯔꯞ
চাউরপ্তৌবা	ꯆꯥꯎꯔꯞꯇꯧꯕꯥ
চাউরবা	ꯆꯥꯎꯔꯕꯥ
চাউরা	ꯆꯥꯎꯔꯥ
চাউরে	ꯆꯥꯎꯔꯦ
চাউরেন	ꯆꯥꯎꯔꯦꯅ
চাউরেন্	ꯆꯥꯎꯔꯦꯟ
চাউরেন্গী	ꯆꯥꯎꯔꯦꯟꯒꯤ
চাউরেন্দা	ꯆꯥꯎꯔꯦꯟꯗꯥ
চাউরেন্দি	ꯆꯥꯎꯔꯦꯟꯗꯤ
চাউরেন্না	ꯆꯥꯎꯔꯦꯟꯅꯥ
চাউরেন্বু	ꯆꯥꯎꯔꯦꯟꯕꯨ
চাউরেন্সু	ꯆꯥꯎꯔꯦꯟꯁꯨ
চাউশিল্লক্পনে	ꯆꯥꯎꯁꯤꯜꯂꯛꯄꯅꯦ
চাউহৌরো	ꯆꯥꯎꯍꯧꯔꯣ
চাঊগান্	ꯆꯥꯎꯒꯥꯟ
চাও	ꯆꯥꯑꯣ
চাওই	ꯆꯥꯑꯣꯏ
চাওখত্তবা	ꯆꯥꯑꯣꯈꯠꯇꯕꯥ
চাওখত্পা	ꯆꯥꯑꯣꯈꯠꯄꯥ
চাওখপিগী	ꯆꯥꯑꯣꯈꯞꯤꯒꯤ
চাওখ্রনি	ꯆꯥꯑꯣꯈꯔ꯭ꯅꯤ
চাওখ্রবা	ꯆꯥꯑꯣꯈꯔ꯭ꯕꯥ
চাওখৎ	ꯆꯥꯑꯣꯈꯠ
চাওখৎকদবা	ꯆꯥꯑꯣꯈꯠꯀꯗꯕꯥ
